,price_change,rps1,rps3,rps5,rps10,rps15,rps20,label
680,-0.004155128033084932,36,0,0,15,4,1,34
681,0.009808462724885114,31,1,2,15,12,2,36
682,-0.007269240741012539,0,0,2,18,1,4,31
683,-0.02591471041615534,11,23,22,46,9,0,0
684,-0.005996376597080078,24,15,26,52,8,10,11
685,0.004591685005650437,76,56,86,41,8,28,24
686,0.014346734881027112,4,31,65,49,8,34,76
687,-0.0263216019474507,81,89,76,34,15,43,4
688,-0.01697045011999665,15,74,62,12,3,41,81
689,-0.008385441718774976,98,82,78,11,22,87,15
690,0.027205330484886714,13,19,2,2,9,86,98
691,-0.006714185557373131,48,32,22,1,24,86,13
692,0.0016315428496522788,28,7,0,0,17,70,48
693,0.006493154622367436,40,28,3,0,30,62,28
694,-0.010709907188573564,4,0,1,8,86,82,40
695,-0.017765486421765564,82,8,2,23,97,81,4
696,0.0013502577869068946,0,0,1,32,91,65,82
697,-0.022675843650718952,19,8,12,54,92,95,0
698,-0.003186968047686034,12,10,4,77,92,95,19
699,0.0005139308785311325,45,29,69,99,97,98,12
700,-0.02178161120534383,26,9,83,100,95,94,45
701,-0.007002053298952538,51,82,95,99,96,98,26
702,0.006705954074375242,13,91,89,99,99,97,51
703,-0.028626310650761926,99,100,99,99,100,99,13
704,0.02620063557614616,90,80,100,98,99,99,99
705,0.011128534240119059,87,83,99,93,91,95,90
706,0.021362647645654983,16,99,99,83,95,98,87
707,-0.025316372438106804,90,100,97,95,95,98,16
708,0.01416831207641822,100,100,88,97,96,98,90
709,0.09611236628718901,91,6,13,49,85,88,100
710,0.01863984726646195,13,0,2,23,64,75,91
711,-0.0012843686385941575,1,6,1,64,92,76,13
712,-0.056948646841226476,1,40,73,81,95,91,1
713,-0.006287583764743143,95,39,92,95,98,92,1
714,0.033517044294754106,14,78,78,97,95,86,95
715,-0.002875847668671772,7,92,81,94,94,89,14
716,0.0003353486188426569,99,96,97,98,95,95,7
717,0.02814952000512272,57,58,79,98,94,90,99
718,-0.0020497443963822803,73,88,91,97,86,88,57
719,0.017022021146299467,27,75,99,94,83,86,73
720,-0.003447468452176361,96,98,98,95,86,81,27
721,0.03690138880638072,33,96,96,78,73,60,96
722,-0.004269250849349482,95,86,94,86,78,56,33
723,0.02372734094230089,97,94,97,68,74,59,95
724,0.03198258903826723,0,80,71,34,44,24,97
725,-0.008045193232874004,95,99,76,48,41,23,0
726,0.01954571934182625,69,56,21,24,17,9,95
727,0.008175307855332159,92,19,33,19,11,4,69
728,0.0173387108138654,4,1,11,22,19,6,92
729,-0.007946205141826646,15,39,13,29,17,9,4
730,-0.010477476330918887,13,39,15,23,16,11,15
731,-0.010655973284793395,90,45,50,27,12,1,13
732,0.02848399710599425,21,3,35,9,3,0,90
733,-0.002305933636297275,12,45,74,39,8,3,21
734,-0.009599737405038722,18,65,73,28,13,0,12
735,-0.0023173588215050773,82,91,52,21,17,0,18
736,0.029923825584885044,65,70,22,3,0,0,82
737,-0.03103362322051728,91,15,11,3,0,1,65
738,0.024990276985269236,17,0,16,0,0,0,91
739,0.006049026243863276,0,1,8,4,0,1,17
740,-0.02151805700328924,35,69,13,10,1,10,0
741,-0.003161788876074545,13,32,5,0,2,10,35
742,-0.011436770055655463,99,29,4,0,3,13,13
743,0.0318277137807379,2,0,0,0,2,3,99
744,-0.016702802986275578,4,1,13,0,6,8,2
745,-0.014141770283000675,8,11,21,4,16,39,4
746,-0.010636587353280214,15,40,5,6,32,35,8
747,0.0005753551659257727,60,43,1,8,41,31,15
748,0.013335028073743429,60,2,5,7,27,29,60
749,-0.014994025796583156,31,0,0,4,20,32,60
750,0.002740107366358435,0,1,4,42,61,34,31
751,-0.032034025915701266,11,41,56,86,81,67,0
752,-0.02397675294069113,82,78,67,91,79,79,11
753,0.052135555700240976,30,56,48,77,67,69,82
754,-0.034910328577038914,85,65,68,76,71,77,30
755,-0.043108350849415215,28,22,96,85,61,73,85
756,-0.014193487839092687,38,64,97,89,64,78,28
757,-0.03780310447420698,22,97,95,85,82,87,38
758,-0.02017342063351624,94,100,92,82,81,91,22
759,0.021227015163512556,99,96,73,73,82,94,94
760,0.05135935800802472,73,22,73,38,59,84,99
761,-0.004254270451116926,39,9,52,29,55,79,73
762,0.0061388107588231655,7,75,39,53,67,86,39
763,-0.03564553488832689,28,84,46,65,84,84,7
764,0.009093567964123084,97,75,59,78,88,91,28
765,0.022277369571121364,15,1,14,49,86,65,97
766,-0.01715664066804623,2,17,8,58,88,81,15
767,-0.037597688471581965,26,41,75,85,95,86,2
768,-0.003454843944863395,69,30,80,93,94,92,26
769,0.008090216449396559,45,91,89,96,95,94,69
770,-0.0078015800490036655,14,92,92,96,92,92,45
771,0.004758454163293235,99,94,91,96,94,90,14
772,0.03585303775277926,34,71,86,94,86,94,99
773,-0.006406082985132454,89,75,93,91,88,95,34
774,0.0065335185148960315,72,88,92,93,92,92,89
775,-0.004629201450580434,26,92,96,86,85,91,72
776,-0.0034369262188718164,94,96,96,90,84,90,26
777,0.023057358031737474,81,95,90,78,93,81,94
778,0.015709669776843516,94,89,67,71,91,72,81
779,0.03331241161441878,93,68,65,73,82,60,94
780,0.04174907687006724,12,5,13,26,69,53,93
781,0.01947209598858235,52,53,28,39,52,35,12
782,-0.051991367985504966,4,26,21,83,55,27,52
783,-0.04998306081168602,94,73,69,95,64,34,4
784,0.03143884892086324,4,15,63,78,47,13,94
785,-0.004190994734391218,76,66,70,88,78,54,4
786,-0.008302250640684017,31,83,52,62,45,74,76
787,-0.03768346669336309,64,66,95,69,42,73,31
788,-0.015149948418032856,95,50,93,51,21,65,64
789,0.009531046303017376,16,90,80,39,7,71,95
790,-0.01705467422637119,23,96,90,67,46,84,16
791,-0.00712674614757669,100,98,65,47,77,92,23
792,0.05898971550151666,39,34,14,6,32,70,100
793,-0.001363049823981166,22,4,7,4,26,66,39
794,0.0006819897049643586,64,14,10,2,58,44,22
795,-0.021175032702516416,0,3,26,8,62,80,64
796,-0.020740655289347654,68,51,31,73,87,83,0
797,-0.008334366092452639,13,82,8,66,92,79,68
798,-0.0038437157976956016,81,38,5,69,87,81,13
799,0.01525998129561601,86,8,4,84,69,81,81
800,0.015359765051395025,0,0,4,75,87,60,86
801,-0.021734446152299025,24,2,88,99,90,81,0
802,-0.0042839263364921045,8,74,88,99,89,73,24
803,-0.024513041375204603,38,99,89,99,91,91,8
804,-0.01853081812683321,99,97,98,95,96,89,38
805,0.039249219617256685,97,78,97,97,82,82,99
806,0.04476043675004826,30,74,91,81,64,73,97
807,0.004525675366186421,39,92,95,80,40,89,30
808,0.011077076416977194,96,99,96,83,88,96,39
809,0.034053141014462884,70,91,33,67,65,90,96
810,-0.02070865660077281,97,72,83,41,43,85,70
811,0.02669122957597581,63,5,56,15,47,75,97
812,-0.03101577159085145,16,68,49,4,78,72,63
813,-0.01114771855395591,1,64,52,57,86,88,16
814,-0.04124677872225857,100,82,82,73,94,98,1
815,0.03749335953769917,20,12,4,13,80,97,100
816,-0.0159769892087831,43,34,8,38,82,98,20
817,-0.004254622411425157,17,8,3,90,80,98,43
818,-0.0006032497331779353,65,17,63,98,93,99,17
819,-0.0029998952958624203,4,1,46,93,98,97,65
820,-0.03318674695958812,38,88,45,97,99,97,4
821,0.0066855153487204175,0,79,75,96,100,97,38
822,-0.03616794315095562,100,90,100,99,100,99,0
823,0.060386087293513364,39,47,97,92,100,90,100
824,-0.016311417992594834,13,97,95,99,98,91,39
825,-0.01367719011294255,87,99,97,100,98,95,13
826,0.007436343620156994,99,94,91,100,96,86,87
827,0.0633768954031988,91,69,41,97,86,65,99
828,0.02282758158961351,55,13,57,97,74,60,91
829,0.006487094491801182,25,20,95,94,73,74,55
830,-0.010702097600873815,12,71,99,95,82,73,25
831,-0.009171118851095006,50,97,99,93,75,66,12
832,0.0021053971486761913,93,99,97,91,64,73,50
833,0.015729848959316506,97,100,99,73,61,47,93
834,0.03249534102620233,96,91,73,37,49,22,97
835,0.031696319128248,41,67,26,21,30,8,96
836,0.009931315356817905,50,30,28,17,15,7,41
837,-0.009661795821211405,85,17,17,8,13,0,50
838,0.00044375232556537186,0,8,5,7,3,0,85
839,-0.013507965294752622,18,20,13,32,8,0,0
840,-0.011232360381868034,52,29,34,43,2,0,18
841,-0.002151501087822582,17,13,9,17,2,0,52
842,-0.004832168896316546,31,47,6,25,0,0,17
843,-0.005258223941915219,40,31,36,17,1,3,31
844,0.003825462921001055,74,10,67,26,4,5,40
845,0.020032576390002887,17,28,51,4,0,3,74
846,-0.016918840889649234,7,84,41,9,3,5,17
847,-0.023034734917733,91,95,72,10,5,8,7
848,0.024081562787513056,95,35,30,2,7,2,91
849,0.0158009128450336,36,6,7,1,2,0,95
