,price_change,rps1,rps3,rps5,rps10,rps15,rps20,label
1020,0.014570606831308954,46,87,99,93,80,79,91
1021,0.013765698350701072,83,89,97,92,74,73,46
1022,0.006888352662481889,84,99,98,87,77,70,83
1023,0.013801369403535713,88,97,88,85,77,65,84
1024,0.02189570860563972,87,88,83,79,73,52,88
1025,0.0274337633676498,77,55,67,46,60,34,87
1026,0.014512602359935569,76,67,72,32,54,33,77
1027,-0.0023406292847180103,19,57,61,39,42,26,76
1028,-0.042042267628205066,89,82,74,59,44,46,19
1029,0.019837446691940208,37,53,37,44,29,28,89
1030,-0.012292713798290222,85,63,19,43,21,35,37
1031,0.012749000283311052,30,21,3,29,17,17,85
1032,-0.0029497842073090697,63,8,17,33,13,22,30
1033,0.01315304875331047,21,2,27,21,25,21,63
1034,-0.016931446321872712,7,21,54,28,31,32,21
1035,-0.01688363509401947,25,75,69,31,40,45,7
1036,-0.014093070143478938,85,86,72,39,41,59,25
1037,0.01837190880285533,86,70,57,23,38,43,85
1038,0.016497679218477446,62,47,29,38,29,32,86
1039,0.020476494061533183,48,39,14,24,23,21,62
1040,-0.021605038095282025,47,20,10,34,35,27,48
1041,6.9306633336818635e-06,42,21,17,19,39,21,47
1042,0.004355170285534005,21,16,11,28,30,12,42
1043,-0.02096717036337037,28,17,45,39,35,15,21
1044,-0.02017031922612922,20,16,41,50,36,26,28
1045,-0.010995687577184388,60,77,64,65,50,38,20
1046,0.006277758702803116,21,58,51,69,37,35,60
1047,-0.022607750548306216,91,74,66,71,34,46,21
1048,0.017123943792240137,26,27,43,43,19,30,91
1049,-0.0025830428508358816,73,56,58,43,29,52,26
1050,0.003626287387133331,15,54,62,43,32,43,73
1051,-0.0007929655148108949,73,73,81,39,33,51,15
1052,-0.009412924988981277,71,65,59,21,38,47,73
1053,0.015814402964729583,49,60,46,13,34,53,71
1054,0.008460255797007488,70,59,40,22,45,57,49
1055,0.016476800247197332,73,37,30,24,46,56,70
1056,0.01964063976870456,29,15,13,17,34,56,73
1057,-0.021032817000430803,38,26,11,22,44,58,29
1058,-0.008185456025948556,22,17,8,26,56,65,38
1059,-0.0017872980588955476,57,8,22,55,69,77,22
1060,0.004968826368627165,14,7,28,55,74,79,57
1061,-0.011972363237487516,17,38,52,67,82,79,14
1062,-0.011299235769597904,57,77,74,75,83,78,17
1063,0.005209302737819943,64,72,78,84,86,82,57
1064,0.006162160234001624,78,66,78,85,90,82,64
1065,0.021609999635581637,47,58,71,83,86,85,78
1066,-0.016039425117600703,73,82,71,86,86,86,47
1067,0.008605217831584522,55,70,66,82,76,81,73
1068,-0.00044735248664706795,84,64,73,86,82,80,55
1069,0.03001347429760282,47,45,71,88,77,72,84
1070,0.0011206217703492172,39,75,81,87,80,76,47
1071,-0.0027045238039915547,56,86,86,83,83,70,39
1072,0.013397692488815505,90,86,76,80,82,74,56
1073,0.0243781250527626,78,68,75,73,70,66,90
1074,0.006770194630953963,67,53,78,69,60,51,78
1075,0.010502423164223007,61,65,70,66,63,41,67
1076,0.018596048339727837,37,76,67,74,53,43,61
1077,-0.03941407103464345,75,81,57,74,60,46,37
1078,0.016413885668964626,90,59,66,60,61,28,75
1079,0.029696675771502926,39,25,43,44,43,27,90
1080,-0.000635343160643842,31,49,48,51,25,23,39
1081,-0.004415264915895056,34,64,74,46,34,17,31
1082,-0.003470621796900053,91,78,81,59,35,20,34
1083,0.013578557142568616,60,78,49,56,17,19,91
1084,0.006407079556053796,45,57,43,38,22,13,60
1085,0.0019327140499909574,80,49,52,26,17,20,45
1086,0.016703774659555748,33,28,33,20,9,15,80
1087,0.006503997248308968,32,45,43,21,8,19,33
1088,0.0032757227896713648,43,43,59,19,17,24,32
1089,-0.01952436123528689,64,56,39,26,11,24,43
1090,0.017896046901784368,35,57,14,12,15,20,64
1091,0.031874108176507036,69,33,26,17,29,28,35
1092,-0.0013765587107666954,59,8,21,9,24,29,69
1093,0.03773537527516835,10,15,18,16,30,34,59
1094,-0.04735616664097342,8,38,48,21,39,45,10
1095,-0.08442173145951204,73,57,51,49,42,47,8
1096,0.003215269233022733,53,53,21,39,35,43,73
1097,-0.034337404785311554,24,30,22,43,39,43,53
1098,-0.02010280103956119,78,24,32,46,51,50,24
1099,0.01307074820379617,22,12,16,30,44,47,78
1100,-0.010123708474262359,20,43,47,41,49,45,22
1101,-0.024089167222454463,56,48,59,48,57,47,20
1102,0.0100799039052204,68,62,58,55,60,45,56
1103,-0.01096764139245665,25,57,54,56,51,39,68
1104,0.007745462656536528,76,73,56,62,65,43,25
1105,-0.018223097189106863,67,63,46,62,53,56,76
1106,0.0021094259092140355,60,42,39,59,47,39,67
1107,-0.017746104017508646,46,34,47,57,40,39,60
1108,0.004547292504921696,31,28,61,59,35,41,46
