,price_change,rps1,rps3,rps5,rps10,rps15,rps20,label
15300,-0.020295554474474176,8,73,94,91,95,82,7
15301,-0.0021438888094174047,96,97,95,93,88,82,8
15302,0.02313984659677315,52,92,53,93,79,79,96
15303,0.0013151823669121931,97,89,60,95,70,79,52
15304,0.03527062543130244,56,14,60,88,53,59,97
15305,0.0133430804344139,32,8,78,89,72,54,56
15306,0.005467342055947899,4,66,78,73,73,65,32
15307,-0.02941902459942325,49,91,95,79,83,78,4
15308,-0.03249210736050101,95,94,97,77,82,78,49
15309,0.03770066104682912,86,91,90,43,56,74,95
15310,0.004614116893564946,52,93,87,58,41,85,86
15311,0.002387924150133891,95,89,50,59,46,83,52
15312,0.02935315865292587,82,52,2,34,27,45,95
15313,0.020063813717380308,10,0,1,20,22,40,82
15314,-0.01957534695111196,65,3,6,21,62,56,10
15315,0.00015517607950665813,2,3,21,12,76,47,65
15316,-0.034062118886489245,24,20,61,49,86,77,2
15317,0.0025292123045397297,17,74,79,61,77,83,24
15318,-0.005386388450806745,47,85,84,73,88,84,17
15319,0.017242400608148856,91,86,70,86,85,86,47
15320,0.005595299789332486,63,55,21,91,69,91,91
15321,0.003910898490058211,76,26,36,92,81,91,63
15322,0.013765425986586257,20,9,26,55,75,91,76
15323,-0.02168023019614318,13,32,52,69,79,92,20
15324,-0.02567142502171782,26,73,94,89,88,95,13
15325,-0.009301921735620831,84,81,97,86,95,94,26
15326,0.017429223509356717,69,91,94,87,92,95,84
15327,-0.008479013743144305,63,95,74,82,92,94,69
15328,-0.0018648058958994351,92,94,76,79,91,94,63
15329,0.034504041672008816,95,35,54,67,86,93,92
15330,0.029980877427174587,56,5,12,78,78,86,95
15331,0.011812083873667278,0,9,16,76,84,90,56
15332,-0.0575439281530652,66,54,74,91,91,91,0
15333,0.014483424525265631,78,71,67,91,93,91,66
15334,0.01835052981154295,28,69,70,92,94,89,78
15335,0.0020311873148815,84,77,97,95,95,88,28
15336,0.028804517899118757,65,74,92,95,94,88,84
15337,-0.010338395182275084,34,96,92,94,95,89,65
15338,-0.009592142860054276,83,96,92,93,91,90,34
15339,0.02256933409054196,99,95,91,95,86,91,83
15340,0.060379881107599724,30,26,59,84,48,77,99
15341,-0.004162618301216003,34,57,69,86,65,76,30
15342,-0.0036726294821154415,59,79,78,77,66,82,34
15343,0.005465197669740185,66,79,73,78,70,76,59
15344,0.0070701778145836345,84,77,86,64,75,82,66
15345,0.02499607445116281,49,45,82,45,74,78,84
15346,-0.015248743090780947,76,86,83,51,72,84,49
15347,0.00939649995080072,13,86,62,41,77,84,76
15348,-0.010389046394781444,95,88,68,60,77,85,13
15349,0.04762156026772102,55,30,24,45,66,74,95
15350,0.0034580986458232488,60,32,5,50,66,78,55
15351,0.00232333512988836,13,13,15,49,71,78,60
15352,-0.0020302620862384657,52,10,30,81,86,90,13
15353,0.009356497277159592,13,24,42,73,89,93,52
15354,-0.009027166260907271,10,34,76,85,90,94,13
15355,-0.007847878012742894,77,82,91,91,91,95,10
15356,0.02735435748578929,40,86,91,90,89,94,77
15357,-0.03754276065811568,86,91,91,92,94,94,40
15358,0.01982488333800525,91,90,87,89,95,91,86
15359,0.030972876420566564,65,79,78,82,94,90,91
15360,0.007217236242487379,52,68,73,83,94,92,65
15361,0.0015532401225932801,84,83,89,82,94,92,52
15362,0.018279836797417515,35,51,87,96,89,92,84
15363,-0.0033986502361278426,86,86,86,97,86,98,35
15364,0.01437000104660413,24,83,75,96,86,91,86
15365,-0.002850467994789496,88,87,84,95,91,77,24
15366,0.021523317033823156,80,61,68,91,86,68,88
15367,0.022165825530283456,44,52,87,79,83,58,80
15368,0.007257531275622231,47,64,95,68,89,58,44
15369,-0.018795455872525624,60,93,97,77,86,57,47
15370,0.017301645550571676,64,97,95,82,65,38,60
15371,0.04434436048972201,94,95,84,74,57,40,64
15372,0.02465618360981781,91,76,47,60,39,13,94
15373,0.06578184725122349,70,37,19,53,21,2,91
15374,-0.01363774733637746,20,12,8,47,17,2,70
15375,-0.0791461838767683,21,8,25,19,8,3,20
15376,-0.01713318809278364,6,15,38,20,7,5,21
15377,-0.05009619644245522,18,59,70,26,7,7,6
15378,-0.02324018305837161,57,82,89,34,3,7,18
15379,0.006632808047740246,83,79,82,31,3,7,57
15380,0.018632507921245267,54,72,22,16,5,3,83
15381,-0.011029393168402457,68,74,22,13,8,6,54
15382,0.015055187807980541,83,13,13,2,4,4,68
15383,-0.0022450756896595925,47,0,4,0,1,4,83
15384,0.01625603581794266,0,1,11,0,2,6,47
15385,-0.06966972930298787,49,43,17,4,3,19,0
15386,-0.004975915604615855,31,39,10,4,4,18,49
15387,-0.02410237778616497,39,14,3,4,6,17,31
15388,0.001119421432153267,60,9,0,3,14,16,39
15389,0.0055869492652924615,2,0,0,3,14,17,60
15390,-0.033407511226795535,45,0,3,2,42,15,2
15391,0.017574191144796414,0,1,13,8,42,22,45
15392,-0.02856961900765786,0,19,34,36,54,29,0
15393,-0.03698633120949735,61,91,62,88,80,59,0
15394,-0.004584883220455027,82,80,50,84,75,78,61
15395,0.0010798971981280658,86,30,6,82,43,56,82
15396,0.015068755742498219,27,14,22,75,37,46,86
15397,-0.006999203591714021,11,2,58,73,30,77,27
15398,-0.00590516500749283,38,71,91,84,54,85,11
15399,0.008174739441144219,4,82,90,86,82,79,38
15400,-0.001340191962789894,95,98,95,78,80,89,4
15401,0.06374662083857953,82,88,88,50,62,81,95
15402,-0.04269761892815538,97,90,74,25,74,78,82
15403,-0.0061931134440095245,39,53,45,18,67,73,97
15404,0.0011937278256182182,73,37,48,49,49,75,39
15405,0.023730130246546244,49,43,7,26,56,73,73
15406,-0.015622868821118518,22,31,11,24,58,87,49
15407,-0.04174728366255065,67,14,10,64,71,82,22
15408,-0.014434635523077222,28,7,11,68,74,89,67
15409,-0.017998747480444943,0,7,57,56,78,86,28
15410,-0.028296060313881318,52,53,72,87,91,94,0
15411,-0.00031928029990191403,8,95,67,88,95,95,52
15412,-0.0069056435431633645,93,82,88,91,95,92,8
15413,0.015652905357218968,99,66,91,91,95,93,93
15414,0.03880723653175844,5,66,47,78,85,90,99
15415,-0.04347356477780207,53,91,89,92,93,91,5
15416,0.013183221206065188,94,80,91,95,90,80,53
15417,0.016482950983623068,84,71,74,90,75,68,94
15418,0.017153775956162853,3,43,78,89,77,62,84
15419,-0.014846869521102037,88,86,86,95,95,82,3
15420,0.017262884374705134,47,83,82,86,79,72,88
15421,0.008140825599371126,74,78,96,83,69,76,47
15422,0.014475428296449213,84,73,86,64,65,67,74
15423,0.009192103366318037,30,89,81,61,55,58,84
15424,-0.02108662390238525,64,85,80,87,71,46,30
15425,0.005457062638337451,98,91,73,68,62,43,64
15426,0.04594139319526902,16,40,31,33,37,12,98
15427,-0.0018814019928926613,85,52,26,48,39,4,16
15428,0.03324093611121115,30,14,27,21,25,3,85
15429,-0.003718396808703783,20,13,79,46,10,3,30
15430,-0.03412598196426375,32,55,57,42,18,4,20
15431,0.0017047864987176364,16,90,45,54,9,8,32
15432,-0.04408049537591352,89,79,60,56,5,26,16
15433,0.016127559174975215,98,33,38,39,4,13,89
15434,0.018353459099998304,1,9,10,3,1,4,98
15435,-0.04000365650533744,16,24,30,14,3,8,1
15436,-0.019068333408058025,55,77,63,8,10,5,16
15437,0.0004224594021731143,43,59,45,4,22,4,55
15438,0.005857795022290668,82,73,54,2,13,4,43
15439,0.006882715984170229,21,26,4,3,6,8,82
15440,-0.022802587486656974,70,45,16,2,6,11,21
15441,0.0165133494101326,25,5,9,11,8,9,70
15442,-0.017938190227674622,57,17,6,21,5,9,25
15443,0.0056963048642462155,1,6,1,14,5,4,57
15444,-0.04289074303150653,82,13,10,20,12,5,1
15445,0.013804034205362914,11,3,3,13,12,4,82
15446,-0.032862447891033764,7,6,24,16,13,3,11
15447,-0.02839770777104922,6,26,92,22,27,3,7
15448,-0.0052277566522052074,80,93,88,27,13,2,6
15449,0.014816630955129416,26,96,81,24,6,2,80
15450,-0.010186949599717554,96,94,86,49,7,11,26
15451,0.035253289537998445,97,43,23,9,4,8,96
15452,0.030828933830605587,7,9,2,7,1,7,97
15453,-0.03406927350810052,27,4,3,2,0,9,7
15454,-0.007923302815017741,48,4,9,1,0,10,27
15455,0.0024481522210519913,8,3,21,2,4,9,48
15456,-0.0007515953263732554,7,19,20,1,4,22,8
15457,-0.034144969673414516,40,73,53,1,20,47,7
15458,-0.013149426982970945,76,56,10,0,26,60,40
15459,0.01367883705585382,83,49,1,0,21,72,76
15460,0.007423099737310369,12,0,0,0,12,80,83
15461,-0.018372984808252446,66,0,0,3,42,80,12
15462,0.00735989661696146,0,1,0,17,42,91,66
15463,-0.03303335746104452,10,2,0,61,86,98,0
15464,-0.005257798709864757,69,3,3,75,93,97,10
15465,0.01736475553223138,4,1,20,58,94,93,69
