,801016.SI,801015.SI,801014.SI,801012.SI,801017.SI,801018.SI,801033.SI,801034.SI,801032.SI,801036.SI,801037.SI,801038.SI,801039.SI,801043.SI,801044.SI,801045.SI,801051.SI,801055.SI,801053.SI,801054.SI,801056.SI,801081.SI,801083.SI,801084.SI,801082.SI,801085.SI,801086.SI,801093.SI,801092.SI,801881.SI,801095.SI,801096.SI,801111.SI,801112.SI,801113.SI,801114.SI,801115.SI,801116.SI,801124.SI,801125.SI,801126.SI,801127.SI,801128.SI,801129.SI,801131.SI,801132.SI,801133.SI,801143.SI,801141.SI,801142.SI,801145.SI,801151.SI,801155.SI,801152.SI,801154.SI,801153.SI,801156.SI,801161.SI,801163.SI,801178.SI,801179.SI,801991.SI,801992.SI,801181.SI,801183.SI,801202.SI,801203.SI,801204.SI,801206.SI,801218.SI,801219.SI,801993.SI,801994.SI,801782.SI,801783.SI,801784.SI,801785.SI,801193.SI,801194.SI,801191.SI,801231.SI,801711.SI,801712.SI,801713.SI,801721.SI,801722.SI,801723.SI,801724.SI,801726.SI,801731.SI,801733.SI,801735.SI,801736.SI,801737.SI,801738.SI,801072.SI,801074.SI,801076.SI,801077.SI,801078.SI,801741.SI,801742.SI,801743.SI,801744.SI,801745.SI,801101.SI,801103.SI,801104.SI,801764.SI,801765.SI,801766.SI,801767.SI,801769.SI,801995.SI,801223.SI,801102.SI,801951.SI,801952.SI,801962.SI,801963.SI,801971.SI,801972.SI,801981.SI,801982.SI
20230227,1.8160270251739672,2.6720179451768287,0.6967624703781368,1.8751739632047277,1.1950399138075076,0.7659341619078563,3.389981760525943,2.5133238882321174,3.3460508140854612,2.9722134686551516,3.6349639256848723,3.1621661017685287,2.2008281059228083,2.2278045404049234,1.270345280322105,1.5565146177156344,7.026932897551749,1.8515003491482398,1.2791980537911882,2.8158369697648613,4.1426989311077,2.27777305143101,1.8416964564236384,2.3597481016253554,4.6436635890680025,1.6483414565794003,2.916322668318174,2.9716704717619327,2.123949307086371,2.085210485478596,0.7198447960955481,2.2919441558503904,0.5095385225195249,0.9895980045308839,1.0753870226404714,1.134144669238157,0.6861050244903484,2.4799773752456704,1.1846383409881982,0.4485814335244561,0.9264562977709401,1.2530034301606625,0.9225737755883076,0.3084448781087223,1.9104241552172248,1.541558684894241,1.999998115650539,3.302343968318852,3.0903681167039734,1.3250275327575483,2.0156360243321596,1.3377208109348024,1.2233312873562558,1.6390646543253138,1.076170093050236,1.6125173083932283,1.149158532854208,2.249322345482544,2.5124148566224336,0.9145773518414759,0.3244083568815371,0.6404274577808302,1.2089708745928833,0.7924282157260548,1.4963887464554955,0.8809483442177469,0.9134088460740744,2.7778025314630077,2.473405431421435,1.5955437342267078,0.6394768446804956,0.7972692107922963,3.5237552859463137,0.07608161733092564,0.2273867727181611,0.3497492366272649,1.0435237277740692,0.9296237432873096,0.21283087430330996,1.6986117749154697,1.5790667406701377,1.2222981545484974,1.9339801711684617,1.1826127373642599,0.5028336627525017,1.1426662849712872,1.5371992340359375,1.6920125474375718,2.6353078055314394,4.719948751888531,2.1934044750992365,2.6065269217241545,4.660767562305352,1.552496519906652,2.814100389383906,3.2041064741639684,3.4677688977684715,0.7712259974157132,0.8357474520505024,1.649336669637275,1.8015752532120546,1.7184945098025843,4.171807605223938,2.3732080975564136,1.9595690366021117,1.5932407372653603,3.3369577590460304,2.4898490461339633,3.251153365199598,3.1228390817754756,1.2579099954000417,2.1323417030826826,2.0711433344625587,0.851669698295872,1.8729879445407147,2.2991811464383214,0.8128201868721827,4.863645244587602,1.0515045916829042,0.39912524101800334,2.27162823549598,3.779330109832525,2.101999608547537,2.7164713114926844
20230224,2.0892274931559074,2.5452198138685103,0.8597082034220558,1.9882437767280499,1.257279006205825,1.2655172425657386,3.421432102231412,2.2903991976893208,2.8558844090235533,3.754147510413639,2.848158757217679,2.8621286477022085,1.9580889721049646,2.023021457493587,1.9448698170553347,1.3101047681886662,7.677353110275231,1.6706158734982,0.9891128144598487,3.7474994012182377,3.3250575331785153,2.318077654589766,1.82806384101869,2.2198667914821497,4.113796634242262,2.35139600936278,3.5764040050304797,3.465361797100813,1.9351671993824953,1.752908059311704,1.0365613521435615,4.6330918657072795,0.5199780096669414,1.1020593782146806,1.0273128733672536,0.9239506592287489,0.6471990794006954,2.6137143699589314,1.3999260297388487,0.45096457396893863,0.8806231059640677,1.192488507322639,0.9711745325012583,0.32646226671862133,1.8521732444948689,1.4245628533130559,2.093590077275957,3.1122724928012384,4.634303440761218,1.2974692739780624,2.0302274415415407,1.3729480553209825,1.30071098008469,1.2992176544850196,0.9761991416495981,1.6428782952211742,1.1432782690417658,1.7781260369141694,2.329539535354093,0.8560939016017962,0.4660415994287046,0.5247928825798494,1.2419741451392423,0.7878360375833204,1.6657284740238947,0.9934400898635501,0.898367266730982,4.317514719277703,2.2779634270028697,1.8526458424695502,0.5099950224057846,0.8254637755112938,6.388327640465744,0.10101240386419623,0.28341284407028877,0.4265822687066262,1.1145324072501457,1.0843082798256454,0.19719926682039182,1.3086566185914776,1.7890948621115024,2.5529995936014522,2.4242453829448274,1.5037960933756391,0.6301999505615155,1.5912768409384315,2.2524143603557154,1.8299985829549228,2.8792381163441116,5.108502512818084,2.3497937382687453,1.7855211202773849,3.8469199716606086,1.3334099855769095,2.5355723305437223,3.363653351221574,3.6051222221799146,1.182600542571905,1.4208975069289411,2.0948875244254803,1.489650051697207,1.566191627462372,3.026614597594982,2.776027015886222,1.7743682772533638,1.5330642129605976,2.7600363133659025,2.2636398571164857,3.0046534582840465,2.8338410518421737,1.0102253405135415,2.1557666196926992,1.5654885890382988,0.8089654257843826,1.7543390561369236,2.3015664855046714,0.8119035009703458,7.850721804351592,0.9728711821273165,0.4086552592249686,2.042259218709133,3.6273614223733293,1.9657685952696007,2.571431604242888
20230223,1.7201845893114471,3.8635289337191043,1.4822800026730723,1.9171739549063587,1.1262931668300769,1.0830667031704029,3.1589215822861707,1.9289385307963833,2.160391920679386,3.1513180174244817,2.6665891029539694,2.4562562882182277,3.1499404460794316,2.9579458677126027,1.5044370190894818,1.4248767847710258,5.242550824151139,1.8064729280972265,0.9244412663264949,3.211279913661615,3.525446268824923,2.953740281105899,1.6859217185489568,1.907333206785114,3.7525215984272133,2.0392003359025477,3.3293596683693414,3.144380819845953,2.0343190464528766,1.7231691209259865,1.1279627410466335,4.09630312148134,0.6138234732349938,1.0161814441702892,1.1227538171349645,0.824124336923711,0.681539179516752,2.1935538436551094,1.4018511570118015,0.8147263841355437,1.1407468955440168,1.5387608092285276,0.8576228561084058,0.40272703281927913,1.626912599370565,1.349237392620386,1.4598746981639734,2.3772996804330733,4.348310067636292,1.130318380127476,1.644984982472951,1.1484238529840323,1.0850446472311608,1.288702218062672,0.9382387763897022,1.3728065501610935,0.9490042975798368,2.7476264802352026,1.83300149469764,0.7727258242607795,0.5204427389086491,0.5706051650821092,1.670327202938443,0.7968055366241308,1.8035589935308498,0.984952726141284,0.7601418191882345,4.718906101062003,2.3375081421241157,1.4180480080977056,0.5336857255781187,0.7711715353966658,4.640600731714396,0.0796710256187775,0.24658510858930335,0.46517380366480193,1.1708294012867995,1.0191188353876495,0.2186157213401103,1.0620503990970995,1.8325364221746767,1.5707142318505065,2.6622447483814717,1.477375805399215,0.6913919499374468,1.617281433701368,2.507646783064568,2.0340662487969015,2.9174047771837106,4.337615788161266,2.4238259470342727,2.417911258430585,4.056933563866595,1.1760560636959076,2.3303560571359925,3.0485283117124684,2.8934782460595487,0.8834701381089396,0.9871759478584957,1.8204593664857924,2.0045736257384528,2.034835830523375,2.9370915151780377,2.777307141439516,1.791969151742579,1.4605847248888286,2.1225753304678547,1.8847871830999725,2.1268491047896636,2.586985627159109,0.7600602904868682,1.8174645702255243,1.1650036918630111,0.7056531711801199,1.4132947825897493,2.1913756053575937,1.6188463474894068,6.42938678624687,0.946294892388178,0.38035760565186066,1.763852571071902,3.291257078659841,3.1698173157988987,1.8035150240499893
20230222,1.6690431837130726,3.2312853090188405,1.154945622362012,1.9717154723806931,1.2214677507336489,1.0200313957898701,3.4966448084125927,2.2771911685741806,2.939564632056939,3.0649688247584277,2.3763338969864196,2.60004883532693,2.7381471423128496,3.3799857867603946,1.7630294823878678,1.699639801671705,6.277980833734436,2.5847453542404244,1.017144949830659,3.385023866546979,3.4519626869096136,2.1908834121434224,1.7285835493764894,2.0204056337589757,4.144382463165997,2.192817638985061,2.9664415564765703,3.089590139566954,2.064720540086878,1.4941271651165593,0.9296572456046805,3.093028328807422,0.9241130698228812,1.4952423656514238,0.9147672109715422,1.305496423765718,0.9860288069596781,2.049666299884077,1.412779774257247,0.6807791163911389,1.2450741257492814,1.1099236581233143,1.0194397005737208,0.46258371669903325,1.828932402724372,1.5257044219340055,1.6178769227284355,1.8307646426800013,3.9512109392274635,1.5029665026707892,1.8613010691783183,1.1692663078595786,1.0187334135728192,1.283855700942028,1.061883609758534,1.3364239636177324,0.9987331498085209,2.7170839503986293,2.002451784868279,0.8875451193709759,0.5161852218207068,0.42826476068414937,1.9283237636248052,1.0135739811735023,2.597435326817016,1.1423384029148185,0.9461129067646437,3.6340906546472587,1.9313182115968994,1.552182855638049,0.5634522855861123,1.046363988222572,3.4639739281908613,0.11669248544478728,0.41695702090729553,0.5441393220527695,1.9717224500629333,2.2488967728715092,0.34198676514446297,1.5086052369753677,1.8452461479536195,1.5152671765506,3.1519292162931283,2.124761397014158,0.7808464623058411,1.6000672273976428,2.3879199508941524,1.9921628809805043,3.5812749994978246,4.831505036923832,2.2498031790744055,1.9346831911872533,4.296902019937474,1.4657219893291813,2.459231516130185,3.2235199699206203,2.8451648383414923,0.7387436237813199,1.2465956184233593,1.7455552316109957,2.0542225529531524,1.7740028893078144,3.8149722358244778,2.9637746394731845,1.8864318963553144,1.5718910679000822,2.196880667139012,2.125658983528824,2.7751504126599094,2.927024612018039,1.0151944017223151,1.9038984547348017,1.7505195820157493,0.7144639372723214,1.715773183642544,1.9958125405284126,1.3957780854020345,5.483262357904232,1.0524652211895584,0.45340444954763787,1.6685351049707868,3.1886458315443598,2.7335435775129637,1.4071644196790472
20230221,2.0185568503149227,2.0846033026233233,1.0035308689856768,2.3406988843755667,1.9079783779164559,0.7650066868493621,3.7800127034756965,2.2735003912347054,2.6827783677617454,2.831978625875189,2.5974542291671514,2.7201009185813456,3.146418879265598,2.748392600495137,1.844351610705787,1.7939070146283842,5.5201104478391265,2.836701705960598,1.047092732468445,3.3466950345927167,4.639431649739261,2.1920187006601326,1.947050465049268,1.8665889783169778,3.818723742576598,2.127309482563222,3.1722632075330974,3.1761299117188266,1.9190881925672205,1.3717801599207329,1.0644252503821257,3.8723108492030875,1.1547893811207683,1.3152688427247006,1.0666853363288993,3.394231567675253,1.330149768098179,1.9412683865553926,2.1846576663653385,0.7334563081983817,1.2218706352140587,1.3646481498100118,1.3713368430587398,0.6406579382689676,1.5876748180549165,1.2669718086312596,1.387720085814709,1.544983609812747,3.062234548027426,2.4292931054419036,1.6106319602995423,1.028030814397412,1.1803975608100359,1.2130971639709485,1.484895830522388,1.1898155440603133,0.8841899280406844,2.6926849746466637,2.1636869556440077,0.842596806738171,0.7177694054227675,0.7167295798890521,1.5348866016528326,1.2638846501288106,2.834298609084263,1.0251498854821224,0.8738827787377192,3.3709278840137165,1.6953338695662803,1.5125026262496053,1.2025026168959096,1.0951932810447413,2.3908507053314785,0.13773323805834634,0.4624164318799334,0.5294229278647965,1.5333466267930758,1.3769466793206657,0.4429010059025268,1.1977856577632102,1.2750319511973685,1.5263627920024398,2.6769144720392815,2.5765691641970534,0.9206668554161133,2.0256843116753105,2.0933994081335916,1.8632935721253954,4.352538858518675,3.8430112186897176,2.348378805048009,1.9734874228814017,4.491513717798419,1.9184247539272599,2.5015868414731024,2.890113398490596,2.646317685017628,0.8487270045064944,2.6794572419652427,1.812774230921026,2.1330480442248283,2.099195232357178,3.1301592313598325,2.4053036384367537,1.9948020537926727,1.6337704752021591,2.238768753699886,1.9125385085779707,2.917194917218194,2.9076914252315924,1.3565594303288349,2.444969793601029,2.061658120871096,0.5965456507199767,1.680171064549076,2.0743671464752,1.083285083641759,4.6489720364075735,1.000009379233662,0.40988168162117655,1.409383076001737,2.4867839789151893,1.6981234156526117,1.643261677693299
20230220,2.0309302470648665,2.5051016544232585,1.2815355572843266,2.563882492283743,1.529925491188977,0.8200772769534114,3.263775239691475,1.8620892992260638,2.330362412688503,2.5323790426672588,1.8221157036544124,2.176826196519642,2.2197042776296785,2.5199636197632,1.4757949678170659,1.19025935917199,4.203588154745358,2.4215835740524945,1.0281370141191581,2.285700577580398,3.1159871553204805,2.252377991089846,1.6740820989997611,2.087010617673924,3.0790633242930467,1.9501497177995812,2.2963146454115417,2.784565236039515,1.255692419243533,1.3307455183077093,0.9251558362266491,3.140864095810722,0.755206068418113,0.9925218133890887,1.1502094597400576,3.153303825512507,1.5042562158001833,2.1601174113070085,2.1804601460666335,1.0521470824799581,1.6816333955908014,1.6358590601534961,1.6084071783556435,0.6781529660974536,1.2881582547764934,1.2378028041974347,1.4200812093934867,1.4973513228124415,2.9196160770464865,2.191669297698333,1.50158503010723,0.9079654314691383,1.184616076588436,1.1137604855650687,1.2224885543197377,1.0864595461202304,0.9846197690704497,2.31249705644707,1.9476797840797824,0.7961995948484853,0.670157115473197,0.43784451947041303,1.2201299612592682,0.9396445459780923,2.259376891037238,0.8716200382042836,0.7830903694546261,3.2597913611479603,2.201920853233928,1.474933038258404,0.7046578039852575,0.7235004158113432,2.1945950584902008,0.1109284099274625,0.3278264607067452,0.4128697686316626,1.193280506988223,1.3821512115921224,0.3013320234625664,0.9890917392057124,1.4740258461110787,1.1617570835492477,2.102764964472751,1.823670980109547,0.6549526858229646,1.7477870778053188,1.642898472409075,1.5420175281040458,3.0613772286584386,2.962915191631961,1.9662269730767303,2.185740459495642,4.048890984896196,1.5362822415449642,2.327298287906053,2.623990766273468,2.4137287026951153,0.7783316328605036,1.7196602435338024,1.6635378661843474,2.2305373938829667,1.5959086312725956,3.2183264516253036,2.9701735487708,1.8448847125848535,1.7933069473567689,2.2372974344869165,1.855811952704573,3.3116339985009824,2.880893912100798,1.5227865143918147,2.652515296278432,2.6932120966710977,0.6345849256847439,1.6430287527041545,1.8176894591796895,1.088655254928903,4.137154044808252,0.9860499144416692,0.4404949665214586,1.2903880784266568,2.036280088553006,1.6001263592266353,1.7880892497945857
20230217,3.232360361577259,2.8686178607905304,1.5539168371409855,3.050142692145036,1.2695699136078271,0.9557758885323343,3.16565187466824,1.9510639268357335,2.10136682763983,2.6786842739555845,1.92457217072445,1.9717938459546347,1.735065331037699,2.8752791110597173,1.7821477122538945,1.2380337775164432,4.5895187426098465,1.9566236851432353,1.320942468131252,2.3262771483337534,2.6791910715888942,2.0406865487121446,1.7715718775545726,4.559288830229886,3.123783447805852,2.1011548482443025,2.1256921297099227,2.7943175415157224,2.168227770472924,1.6498213493167737,1.0507239817997824,3.129022864005709,1.185390458584628,3.0471427237199404,1.3804904966114266,3.4036552174575347,1.69556831855494,2.1846842778174755,2.1052365648680262,1.178735991653226,2.2195525901109434,1.8532526453497258,1.7436729373523576,0.989611942440634,1.5882119799050207,1.707000641913945,1.756875649042738,1.8479903408958844,3.160617601903144,3.243862066651973,1.8127975960532277,1.232941549079397,1.467958094629248,1.733476020838569,1.6270914342148428,1.4564620866449904,1.5537303758029537,2.3917603306763753,2.3085521721285893,1.0137338484126335,0.7718954054434899,0.5275420520853992,1.008744662286818,1.133525101909473,2.291267493363361,0.7845850595370311,0.9941874295802471,3.41540363048641,2.2714111720202546,2.3602978293575236,0.8812502051738862,1.2243452037724516,5.468099106460466,0.13757233520211692,0.46238895486474707,0.6293423192826529,2.378276305483066,2.408580149329154,0.5756977726739958,1.4732357191796617,1.2733089276949583,1.3229367975994475,2.1615868656081316,1.9332375297268034,0.618640158952626,2.2657711005431573,1.5930045568956275,1.741479035765293,2.706586035100333,3.2192291504954857,1.6216567621179006,1.7686026278522478,3.4164243217026056,1.480648784771048,2.4347418607997504,2.6711271603109417,2.7001017283017665,0.8693133077196,1.4642257957913,2.3810582135424885,1.9770557946320382,1.745494606143518,2.7390805693487237,2.431944931130463,2.0405564187118346,2.0670432425883485,2.3905459688198443,2.063948113698149,3.1269260505057606,4.567011893352184,1.7538710316954502,2.864462995415123,2.3756764399715062,0.8219821019907302,2.3578661232191105,2.216519825508344,1.1812418874851207,4.168478974858065,0.9288067652531267,0.45333592783164967,1.4311727582557772,2.4731468201107356,2.4419978920388945,2.3927060491537633
20230216,3.360281129596637,2.518953824820462,1.3403505362130768,2.6204021279205376,1.1584895365198697,1.373513396801349,2.7067265662545488,2.0039743763348725,1.9911329203628567,2.7160575860563583,1.8444050102254423,3.434415549764595,2.157761417756203,3.2782435580532194,1.6041392606701579,1.309073165343315,4.269814190461811,2.110164421112948,1.6924016328637994,2.547340935927245,4.655443692797061,2.0247216534576524,1.649856483857503,4.038767402876409,2.68631904446861,1.628459641113709,1.8027796058768137,2.8471680660258976,1.6260677813819884,1.757067512157604,0.9887982256514997,2.8737174372164738,0.6956903896647663,2.181065713748419,1.130136499275564,2.720009355522921,1.992940577090875,2.472354348250947,1.544793275032792,0.8942588827409189,2.0853176129485513,1.8636005340031576,1.2764532366585062,0.9803767084756132,1.7921186565313614,2.0037574966295773,1.6831646035082433,1.7408681315674317,2.7126417798421922,2.4392318607797243,1.9839607221316102,1.0575888930741264,1.4843820552169302,1.5203462515840735,1.1676934778403965,1.432340772480353,1.212863757766096,2.556024627284013,2.026705397534882,0.9533048177982832,0.6919381024317166,0.6109353303621475,1.4918946994127047,1.1063177557399944,2.0113005757433866,0.9191660364773703,0.9270954931088352,2.8279671076278947,2.230622029372148,1.9521282394096278,0.5941737287296347,1.279342451413866,6.3691061368416815,0.13645429245714147,0.3739808671489751,0.5558961201350058,1.797111610418047,1.664016091211888,0.34737394280668665,1.1666645629988788,1.5088035885243969,1.1643525266304058,2.0929064167229665,1.6548485571944107,0.652225632382809,2.107571380394227,1.5492143900505704,1.7427152340247924,2.657119646753009,3.059933279443644,2.060686340312505,2.480170222271071,3.2725833089329774,1.7538849862434127,2.0970790543492104,2.920819296071092,2.86011872210252,0.7368725006646116,1.2785604429631017,1.5693819413282184,2.7582350130116953,1.6413107140173855,3.329278581385996,1.7768526329580852,2.0398573732174574,1.4882719952453582,2.221537567889768,1.7353056945938377,4.758802859672797,4.522558489024073,3.3750737571583063,3.2789300977071294,2.6188905953549786,1.0574559590471837,2.2192281238564053,2.099239196266394,1.1421947167999045,3.7583743538753756,0.8680094531130546,0.5051447768337314,1.543935762781656,2.354838433786466,2.0303375577431737,1.865170991058351
20230215,3.22203237995948,2.4675817818736516,1.4869703673827988,2.257337613638013,1.1332636657976984,1.0585806837882483,3.358564611499532,2.399499297942027,2.919573514436392,2.5248715559704564,2.3280690538204776,3.169690436836021,1.8193246677832362,3.253270729897563,1.2779798336502186,1.8186095887153635,4.694430600628319,2.202311984830577,1.348774229895827,2.7289742224704163,3.7999599700603612,1.6125094336469856,1.5055752950897634,2.9978167107279887,2.6529172330692092,1.8173421905737968,2.1026572444070344,2.6497718222095874,1.4116450344025713,1.9835445633478743,1.036747892018517,3.012860696625462,0.9737743075317279,1.6815494649648537,1.1392207607643037,2.091176246105433,1.77776450646943,1.7884637274354693,1.5763402921446492,0.9808809903563473,1.7044848232937815,1.8176373003328563,1.4230994694652706,0.7797743013790235,1.7087049492403013,1.4892284230367843,1.672046522505755,1.8436585681186188,2.4782685116623218,2.088091195442382,2.319729490106123,1.0250009781452705,1.298811445604384,1.208462089668808,1.2800070394306764,1.249042812408074,1.1882761199276648,2.431601170622414,1.6934625973609585,1.0948661425228985,0.6757050966507172,0.5130058074881649,1.1063962933039497,1.006440118239918,1.8270303466237705,0.8836730786840983,0.8659878332504987,3.6732567767610345,1.962570253487751,2.8125872519566055,0.6153958984913747,1.0881126305401372,4.586510649067742,0.11423847512536403,0.41598735153824484,0.5265369080102902,1.4408623668216234,2.0672712785835756,0.4542027728287458,1.0531047699876206,1.3513772781794502,1.811450777156514,2.3570387450758736,2.453920720344362,0.8438526996878842,1.9589710656981494,2.334012379941017,2.5096294091345914,3.488242855417718,2.6609444729920284,2.3593575534559648,1.986372906342063,3.7400705573107875,1.7028902292661505,2.8228688679443508,2.87546733981792,2.6126570765636927,0.6720210612890065,2.248541542029215,1.5871820875631055,2.382974013796835,1.6361435690218382,2.512508461603831,1.7713609966649304,1.9714190468296309,1.5653049645151638,2.6523618876700525,2.026576551084305,5.851628140932181,6.074509909522806,3.72351598935382,4.247781644843427,2.9069228204869875,1.4717890320924547,2.505695706992918,2.282969048843554,1.2833177601622288,4.867539223575302,0.707395901776458,0.8278771727792519,1.6399718092840065,2.5884049885926164,1.6087992165914684,1.3068230608163136
20230214,2.8339578327439208,3.1823912490145703,0.962647422824769,2.1191683058325217,1.001522904984205,1.079291617342587,3.5545005614496388,2.0151756571116275,2.116482251165595,2.127893841394863,2.365197821361846,2.7706051011897634,1.3865033308465033,2.7509595818864683,1.2517403223181427,1.508565738789526,5.143038996304888,2.1088238742192362,0.9527299852475728,2.899639902752825,3.265521547325014,1.483251018117205,1.2629703912907706,2.479244788673095,2.7522556932644027,1.7087147997311556,2.0073019131521677,2.6506773511398594,1.5364552279776218,1.5679027448524854,1.0567042081046945,4.232005562452921,0.6614038140997273,1.5186668108994312,1.4039811866643734,1.7246100133201039,1.063306027623116,1.7366308233528918,1.5158308741282012,0.7365612353368836,1.2195146814334024,1.4184402542632126,1.7026754709768814,0.6040392157830629,1.7377560012152375,1.274419180519965,1.2676183519401398,1.6088864925552997,3.0079897800882938,1.7618294884011905,2.2306200039024313,1.0497084523502347,1.1003066879370584,1.4154203719422267,1.2733519340474622,1.4719839303608009,0.9927694587509381,1.8711093141479582,1.3914327446389763,1.1275000487471778,0.5141130904943175,0.3953483210603601,1.2493802935566627,0.9397957691067116,2.8493641523187243,1.3905636232174874,0.8155883615474889,4.167429536082515,2.136009410172969,2.967692822335644,0.5824211274899733,0.8781321204456624,5.650826749528241,0.10761107804389353,0.44425592838852224,0.4528933330531198,1.131044120793975,1.1425056582339774,0.2890351030022176,1.3129767379923214,1.339926736246845,1.2197451721939871,2.008397496159032,1.6753283555832679,0.6869076924507647,2.1165373634496967,1.6132548865990108,2.1142607689675152,3.321856258808311,2.0995236562830444,1.7822325441742333,1.4326343466570306,3.7952933895980507,1.2633211402516586,2.8149749530859163,3.0381872090560726,2.6244337103025233,0.65427826064623,1.135593966027278,1.5304263527061248,1.622243864300046,1.7177357277952796,2.2302311830022234,2.702958235449322,1.7825020312787367,1.908865435962718,3.440628188070568,2.280235886995064,5.809837703588904,6.186803013902764,3.29390869532505,4.946586606038122,3.6824058107272872,2.110636912330429,3.0671739216665084,2.2240130965402143,1.0193978781627953,3.4564484219238865,0.6607553218220126,0.5244112550992518,1.654176758817796,2.4731526161891604,1.4909383429759404,1.3560768959185219
