"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"URI","United Rentals Inc","Industrials","US Equity","Common stocks","Large cap","$26,517,574,205","1,166,443","Analyze"
"UHAL","Amerco","Industrials","US Equity","Common stocks","Mid cap","$9,723,698,147","265,224","Analyze"
"WSC","Willscot Corp","Industrials","US Equity","Common stocks","Mid cap","$9,285,062,380","1,884,952","Analyze"
"CAR","Avis Budget Group Inc","Industrials","US Equity","Common stocks","Mid cap","$7,146,929,229","479,774","Analyze"
"HTZ","Hertz Global Holdings, Inc","Industrials","US Equity","Common stocks","Mid cap","$5,297,171,359","6,128,154","Analyze"
"AL","Air Lease Corp","Industrials","US Equity","Common stocks","Mid cap","$4,064,274,453","734,646","Analyze"
"R","Ryder System Inc","Industrials","US Equity","Common stocks","Mid cap","$3,959,632,587","357,010","Analyze"
"GATX","Gatx Corp","Industrials","US Equity","Common stocks","Mid cap","$3,647,583,796","212,899","Analyze"
"TRTN","Triton International Ltd","Industrials","US Equity","Common stocks","Mid cap","$3,400,256,552","495,107","Analyze"
"HRI","Herc Holdings Inc","Industrials","US Equity","Common stocks","Mid cap","$3,168,888,972","498,020","Analyze"
"FTAI","Fortress Transportation And Infrastructure Investors LLC","Industrials","US Equity","Common stocks","Mid cap","$2,400,471,879","1,577,907","Analyze"
"MGRC","Mcgrath Rent","Industrials","US Equity","Common stocks","Mid cap","$2,213,857,491","261,540","Analyze"
"CTOS","Custom Truck One Source, Inc.","Industrials","US Equity","Common stocks","Small cap","$1,621,896,934","325,694","Analyze"
"HEES","H And E Equipment Services Inc","Industrials","US Equity","Common stocks","Small cap","$1,549,171,514","419,020","Analyze"
"RCII","Rent-A-Center Inc","Consumer Discretionary","US Equity","Common stocks","Small cap","$1,490,843,885","934,896","Analyze"
"TGH","Textainer Group Holdings Ltd","Industrials","US Equity","Common stocks","Small cap","$1,360,528,543","295,012","Analyze"
"PRG","PROG Holdings, Inc.","Financials","US Equity","Common stocks","Small cap","$1,097,136,895","737,079","Analyze"
"ALTG","Alta Equipment Group Inc. Class A","Industrials","US Equity","Common stocks","Small cap","$499,654,651","412,052","Analyze"
"WLFC","Willis Lease Finance Corp","Industrials","US Equity","Common stocks","Small cap","$344,953,467","11,072","Analyze"
"AAN","Aarons Inc","Consumer Discretionary","US Equity","Common stocks","Micro cap","$279,863,674","436,567","Analyze"
"GLG","China Bat Group, Inc.","Financials","US Equity","Common stocks","Micro cap","$61,269,325","461,372","Analyze"
"MTMT","Mega Matrix Corp.","Industrials","US Equity","Common stocks","Micro cap","$45,022,894","126,120","Analyze"
"BRDS","Bird Global, Inc. Class A","Industrials","US Equity","Common stocks","Micro cap","$40,611,780","5,173,705","Analyze"
"HYRE","Hyrecar Inc.","Industrials","US Equity","Common stocks","Micro cap","$25,289,044","77,946","Analyze"
"FPAY","Flexshopper Inc.","Financials","US Equity","Common stocks","Micro cap","$16,400,106","19,964","Analyze"
