"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"SYY","Sysco Corp","Consumer Staples","US Equity","Common stocks","Large cap","$37,171,842,311","2,356,553","Analyze"
"PFGC","Performance Food Group","Consumer Staples","US Equity","Common stocks","Mid cap","$8,745,421,732","1,242,826","Analyze"
"USFD","US Foods Holding Corp","Consumer Staples","US Equity","Common stocks","Mid cap","$7,855,702,719","4,958,208","Analyze"
"UNFI","United Natural Foods Inc","Consumer Staples","US Equity","Common stocks","Small cap","$1,341,799,306","1,310,108","Analyze"
"ANDE","Andersons Inc","Consumer Staples","US Equity","Common stocks","Small cap","$1,324,312,143","420,058","Analyze"
"CHEF","Chefs Warehouse Inc","Consumer Staples","US Equity","Common stocks","Small cap","$1,242,514,364","690,693","Analyze"
"SPTN","Spartannash","Consumer Staples","US Equity","Common stocks","Small cap","$836,218,349","484,524","Analyze"
"WILC","G. Willi-Food International,  Ltd.","Consumer Staples","US Equity","Common stocks","Small cap","$692,500,000","1,517","Analyze"
"HFFG","Hf Foods Group Inc.","Consumer Staples","US Equity","Common stocks","Micro cap","$200,861,906","80,467","Analyze"
"DIT","Amcon Distributing","Consumer Discretionary","US Equity","Common stocks","Micro cap","$109,231,656","579","Analyze"
"ZEST","Ecoark Holdings Inc.","Energy","US Equity","Common stocks","Micro cap","$7,216,954","717,983","Analyze"
