"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"ODFL","Old Dominion Freight Line Inc","Industrials","US Equity","Common stocks","Large cap","$36,253,708,685","783,058","Analyze"
"TFII","TFI International Inc.","Industrials","US Equity","Common stocks","Mid cap","$9,895,735,930","257,058","Analyze"
"KNX","Knight Transportation Inc","Industrials","US Equity","Common stocks","Mid cap","$8,941,701,057","2,121,617","Analyze"
"SAIA","Saia Inc","Industrials","US Equity","Common stocks","Mid cap","$7,146,025,177","378,743","Analyze"
"WERN","Werner Enterprises Inc","Industrials","US Equity","Common stocks","Mid cap","$2,675,428,682","544,563","Analyze"
"SNDR","Schneider National Inc Class B","Industrials","US Equity","Common stocks","Mid cap","$2,444,213,974","648,600","Analyze"
"ARCB","ArcBest Corporation","Industrials","US Equity","Common stocks","Mid cap","$2,159,477,249","338,560","Analyze"
"MRTN","Marten Transport Ltd","Industrials","US Equity","Common stocks","Small cap","$1,611,693,277","337,504","Analyze"
"HTLD","Heartland Express Inc","Industrials","US Equity","Common stocks","Small cap","$1,206,942,126","294,360","Analyze"
"ULH","Universal Logistics Inc","Industrials","US Equity","Common stocks","Small cap","$708,890,915","74,344","Analyze"
"PTSI","Pam Transportation Services Inc","Industrials","US Equity","Common stocks","Small cap","$593,590,859","23,016","Analyze"
"CVLG","Covenant Logistics Group, Inc. - Class A","Industrials","US Equity","Common stocks","Small cap","$360,923,564","83,450","Analyze"
"DSKE","Daseke Inc","Industrials","US Equity","Common stocks","Small cap","$321,274,372","405,400","Analyze"
"TSP","TuSimple Holdings Inc.","Industrials","US Equity","Common stocks","Micro cap","$276,339,353","2,982,818","Analyze"
"USX","U S Xpress Enterprises Inc Class A","Industrials","US Equity","Common stocks","Micro cap","$215,558,342","1,475,628","Analyze"
"USAK","Usa Truck Inc","Industrials","US Equity","Common stocks","Micro cap","$160,618,624","270,742","Analyze"
"YELL","Yellow Corporation","Industrials","US Equity","Common stocks","Micro cap","$108,798,337","950,757","Analyze"
"BEST","BEST Inc. ADRs of Class A","Industrials","US Equity","ADRs","Micro cap","$41,921,233","226,236","Analyze"
"PATI","Patriot Transportation Holding Inc","Industrials","US Equity","Common stocks","Micro cap","$27,612,409","3,839","Analyze"
"YGMZ","MingZhu Logistics Holdings Ltd","Industrials","US Equity","Common stocks","Micro cap","$27,552,332","43,803","Analyze"
