"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"ABB","ABB Ltd ADRs","Industrials","US Equity","ADRs","Large cap","$65,583,190,604","1,611,718","Analyze"
"HUBB","Hubbell Inc","Industrials","US Equity","Common stocks","Large cap","$12,410,904,977","366,957","Analyze"
"PLUG","Plug Power Inc","Industrials","US Equity","Common stocks","Mid cap","$6,818,102,001","19,592,187","Analyze"
"NVT","Nvent Electric Plc","Industrials","US Equity","Common stocks","Mid cap","$6,789,191,344","1,161,448","Analyze"
"AYI","Acuity Brands Inc","Industrials","US Equity","Common stocks","Mid cap","$5,562,214,360","292,708","Analyze"
"VRT","Vertiv Holdings, LLC Class A","Industrials","US Equity","Common stocks","Mid cap","$4,996,187,956","3,202,931","Analyze"
"AEIS","Advanced Energy Industries Inc","Information Technology","US Equity","Common stocks","Mid cap","$3,636,319,284","233,741","Analyze"
"BDC","Belden Inc","Information Technology","US Equity","Common stocks","Mid cap","$3,605,377,702","298,667","Analyze"
"BE","Bloom Energy Corporation Class A","Industrials","US Equity","Common stocks","Mid cap","$3,484,422,096","2,567,653","Analyze"
"BMI","Badger Meter Inc","Information Technology","US Equity","Common stocks","Mid cap","$3,394,742,824","141,510","Analyze"
"ENS","Enersys","Industrials","US Equity","Common stocks","Mid cap","$3,313,794,426","227,997","Analyze"
"WIRE","Encore Wire Corp","Industrials","US Equity","Common stocks","Mid cap","$3,211,901,919","257,891","Analyze"
"HAYW","Hayward Holdings, Inc.","Industrials","US Equity","Common stocks","Mid cap","$2,343,107,003","2,606,393","Analyze"
"ENR","Energizer Holdings Inc","Consumer Staples","US Equity","Common stocks","Mid cap","$2,332,804,285","574,923","Analyze"
"ENVX","Enovix Corporation","Industrials","US Equity","Common stocks","Small cap","$1,814,470,943","4,537,375","Analyze"
"FCEL","Fuelcell Energy Inc","Industrials","US Equity","Common stocks","Small cap","$1,160,393,672","9,035,803","Analyze"
"EAF","Graftech International Ltd.","Industrials","US Equity","Common stocks","Small cap","$1,129,099,638","1,723,439","Analyze"
"HOLI","Hollysys Automation Technologies","Industrials","US Equity","Common stocks","Small cap","$1,054,940,878","137,801","Analyze"
"FREY","FREYR Battery","Industrials","US Equity","Common stocks","Small cap","$984,921,900","2,199,071","Analyze"
"AZZ","Azz Inc","Industrials","US Equity","Common stocks","Small cap","$959,186,087","125,989","Analyze"
"PLPC","Preformed Line Products","Industrials","US Equity","Common stocks","Small cap","$596,610,521","25,410","Analyze"
"KE","Kimball Electronics Inc","Information Technology","US Equity","Common stocks","Small cap","$549,618,366","166,211","Analyze"
"SLDP","Solid Power, Inc. - Class A","Consumer Discretionary","US Equity","Common stocks","Small cap","$491,455,964","2,185,264","Analyze"
"BW","Babcock And Wilcox Enterprises Inc","Industrials","US Equity","Common stocks","Small cap","$490,687,772","504,786","Analyze"
"POWL","Powell Industries Inc","Industrials","US Equity","Common stocks","Small cap","$486,642,165","83,154","Analyze"
"NVX","NOVONIX Limited ADRs","Industrials","US Equity","ADRs","Small cap","$377,858,802","49,369","Analyze"
"MVST","Microvast Holdings, Inc.","Industrials","US Equity","Common stocks","Small cap","$371,290,234","1,849,735","Analyze"
"DCFC","Tritium DCFC Limited","Industrials","US Equity","Common stocks","Micro cap","$159,385,602","2,240,778","Analyze"
"GWH","ESS Tech, Inc.","Industrials","US Equity","Common stocks","Micro cap","$157,394,136","1,545,225","Analyze"
"CETY","Clean Energy Technologies Inc.","Industrials","US Equity","Common stocks","Micro cap","$148,846,952","16,103","Analyze"
"EOSE","Eos Energy Enterprises, Inc.","Industrials","US Equity","Common stocks","Micro cap","$127,880,491","2,987,576","Analyze"
"ADSE","ADS-TEC Energy PLC","Industrials","US Equity","Common stocks","Micro cap","$122,019,745","68,452","Analyze"
"FLUX","Flux Power Holdings Inc.","Industrials","US Equity","Common stocks","Micro cap","$82,551,812","60,566","Analyze"
"NEOV","NeoVolta Inc","Unknown","US Equity","Common stocks","Micro cap","$81,206,152","38,915","Analyze"
"CBAT","Cbak Energy Technology, Inc.","Information Technology","US Equity","Common stocks","Micro cap","$72,082,595","227,043","Analyze"
"IPWR","Ideal Power Inc","Industrials","US Equity","Common stocks","Micro cap","$61,689,670","15,218","Analyze"
"OESX","Orion Energy Systems Inc","Industrials","US Equity","Common stocks","Micro cap","$58,734,484","26,191","Analyze"
"ESP","Espey Manufacturing And Electronic","Industrials","US Equity","Common stocks","Micro cap","$52,593,238","8,544","Analyze"
"LTBR","Lightbridge Corp","Energy","US Equity","Common stocks","Micro cap","$44,481,873","37,872","Analyze"
"RFIL","Rf Industries Ltd","Information Technology","US Equity","Common stocks","Micro cap","$44,045,767","16,833","Analyze"
"XPON","Expion360 Inc.","Industrials","US Equity","Common stocks","Micro cap","$37,617,626","426,785","Analyze"
"OPTT","Ocean Power Technologies Inc","Industrials","US Equity","Common stocks","Micro cap","$28,427,282","164,858","Analyze"
"SVT","Servotronics Inc","Industrials","US Equity","Common stocks","Micro cap","$25,787,053","4,295","Analyze"
"PPSI","Pioneer Power Solutions Inc","Industrials","US Equity","Common stocks","Micro cap","$25,070,617","33,748","Analyze"
"APWC","Asia Pacific Wire & Cable Corporation Limited","Information Technology","US Equity","Common stocks","Micro cap","$20,176,717","5,075","Analyze"
"POLA","Polar Power Inc","Industrials","US Equity","Common stocks","Micro cap","$15,927,947","16,704","Analyze"
