"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"PII","Polaris Industries Inc","Consumer Discretionary","US Equity","Common stocks","Mid cap","$6,059,798,415","627,969","Analyze"
"HOG","Harley Davidson Inc","Consumer Discretionary","US Equity","Common stocks","Mid cap","$5,306,683,642","2,574,271","Analyze"
"FOXF","Fox Factory Holding Corp","Consumer Discretionary","US Equity","Common stocks","Mid cap","$4,932,304,879","243,335","Analyze"
"THO","Thor Industries Inc","Consumer Discretionary","US Equity","Common stocks","Mid cap","$4,123,636,870","1,033,850","Analyze"
"DOOO","BRP Inc.","Consumer Discretionary","US Equity","Common stocks","Mid cap","$2,791,415,286","49,406","Analyze"
"LCII","LCI Industries","Consumer Discretionary","US Equity","Common stocks","Mid cap","$2,603,350,792","209,331","Analyze"
"WGO","Winnebago Industries Inc","Consumer Discretionary","US Equity","Common stocks","Small cap","$1,711,149,608","650,676","Analyze"
"PATK","Patrick Industries Inc","Consumer Discretionary","US Equity","Common stocks","Small cap","$1,496,507,699","211,485","Analyze"
"MBUU","Malibu Boats Class A Inc","Consumer Discretionary","US Equity","Common stocks","Small cap","$1,110,854,845","120,749","Analyze"
"CWH","Camping World Holdings Inc Class A","Consumer Discretionary","US Equity","Common stocks","Small cap","$855,093,410","1,339,864","Analyze"
"MCFT","MasterCraft Boat Holdings, Inc.","Consumer Discretionary","US Equity","Common stocks","Small cap","$545,376,853","185,216","Analyze"
"MPX","Marine Products Corp","Consumer Discretionary","US Equity","Common stocks","Small cap","$402,920,833","21,146","Analyze"
"ONEW","OneWater Marine Inc. - Class A","Consumer Discretionary","US Equity","Common stocks","Small cap","$363,442,595","132,545","Analyze"
"REE","REE Automotive Ltd. - Class A","Utilities","US Equity","Common stocks","Micro cap","$71,906,422","624,520","Analyze"
"EZGO","EZGO Technologies Ltd.","Consumer Discretionary","US Equity","Common stocks","Micro cap","$43,181,145","25,667","Analyze"
"HLBZ","Helbiz, Inc. - Class A","Industrials","US Equity","Common stocks","Micro cap","$31,522,589","33,807,856","Analyze"
"VEEE","Twin Vee PowerCats Co.","Consumer Discretionary","US Equity","Common stocks","Micro cap","$16,373,448","30,441","Analyze"
"FUV","Arcimoto Inc.","Consumer Discretionary","US Equity","Common stocks","Micro cap","$9,286,829","197,253","Analyze"
