"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"KR","Kroger","Consumer Staples","US Equity","Common stocks","Large cap","$34,731,677,375","8,118,643","Analyze"
"ACI","Albertsons Companies, Inc. Class A","Consumer Staples","US Equity","Common stocks","Large cap","$10,660,777,852","6,288,324","Analyze"
"CASY","Caseys General Stores Inc","Consumer Staples","US Equity","Common stocks","Mid cap","$7,703,266,702","299,643","Analyze"
"SFM","Sprouts Farmers Market Inc","Consumer Staples","US Equity","Common stocks","Mid cap","$3,377,522,434","2,137,823","Analyze"
"GO","Grocery Outlet Holding Corp.","Consumer Staples","US Equity","Common stocks","Mid cap","$2,668,719,285","1,303,718","Analyze"
"DNUT","Krispy Kreme, Inc.","Consumer Discretionary","US Equity","Common stocks","Mid cap","$2,608,912,000","966,209","Analyze"
"WMK","Weis Markets Inc","Consumer Staples","US Equity","Common stocks","Mid cap","$2,179,849,821","95,899","Analyze"
"IMKTA","Ingles Markets Inc Class A","Consumer Staples","US Equity","Common stocks","Small cap","$1,259,568,718","102,545","Analyze"
"DDL","Dingdong (Cayman) Ltd ADRs","Consumer Staples","US Equity","ADRs","Small cap","$721,513,199","1,240,706","Analyze"
"MF","Missfresh Limited ADRs","Financials","US Equity","ADRs","Micro cap","$260,387,947","36,730","Analyze"
"NGVC","Natural Grocers By Vitamin Cottage","Consumer Staples","US Equity","Common stocks","Micro cap","$242,021,154","79,103","Analyze"
"VLGEA","Village Super Market Inc Class A","Consumer Staples","US Equity","Common stocks","Micro cap","$229,079,623","32,708","Analyze"
