"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"AVB","AvalonBay Communities, Inc","Real Estate","US Equity","REITs","Large cap","$21,557,490,885","808,602","Analyze"
"EQR","Equity Residential","Real Estate","US Equity","REITs","Large cap","$20,997,304,855","1,959,306","Analyze"
"INVH","Invitation Homes Inc","Real Estate","US Equity","REITs","Large cap","$17,535,280,673","3,845,401","Analyze"
"MAA","Mid-America Apartment Communities, Inc","Real Estate","US Equity","REITs","Large cap","$16,322,668,952","826,757","Analyze"
"SUI","Sun Communities, Inc","Real Estate","US Equity","REITs","Large cap","$16,139,926,624","695,652","Analyze"
"ESS","Essex Property Trust, Inc","Real Estate","US Equity","REITs","Large cap","$12,656,559,227","612,410","Analyze"
"UDR","UDR, Inc","Real Estate","US Equity","REITs","Large cap","$12,455,626,607","2,879,614","Analyze"
"ELS","Equity LifeStyle Properties, Inc","Real Estate","US Equity","REITs","Large cap","$11,554,263,899","942,942","Analyze"
"CPT","Camden Property Trust","Real Estate","US Equity","REITs","Large cap","$10,526,003,141","1,025,580","Analyze"
"AMH","American Homes 4 Rent Class A","Real Estate","US Equity","REITs","Large cap","$10,440,501,026","3,055,196","Analyze"
"ACC","American Campus Communities, Inc","Materials","US Equity","REITs","Mid cap","$9,124,979,953","10,936,371","Analyze"
"AIRC","Apartment Income REIT Corp.","Real Estate","US Equity","REITs","Mid cap","$4,890,583,550","967,518","Analyze"
"IRT","Independence Realty Trust, Inc","Real Estate","US Equity","REITs","Mid cap","$3,314,786,317","2,298,755","Analyze"
"APTS","Preferred Apartment Communities, Inc","Real Estate","US Equity","REITs","Small cap","$1,611,074,075","1,617,226","Analyze"
"VRE","Veris Residential, Inc.","Real Estate","US Equity","REITs","Small cap","$1,230,722,964","676,969","Analyze"
"AIV","Apartment Investment and Management Company","Real Estate","US Equity","REITs","Small cap","$1,035,982,890","1,521,738","Analyze"
"NXRT","NexPoint Residential Trust, Inc","Real Estate","US Equity","REITs","Small cap","$1,019,417,828","143,417","Analyze"
"UMH","UMH Properties, Inc","Real Estate","US Equity","REITs","Small cap","$838,556,509","518,847","Analyze"
"BRG","Bluerock Residential Growth REIT, Inc Class A","Real Estate","US Equity","REITs","Small cap","$811,478,060","5,046,264","Analyze"
"BRT","BRT Apartments Corp","Real Estate","US Equity","REITs","Small cap","$356,085,487","83,903","Analyze"
