"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"SPGI","S&P Global Inc","Financials","US Equity","Common stocks","Large cap","$110,639,250,000","1,708,519","Analyze"
"CME","CME Group Inc Class A","Financials","US Equity","Common stocks","Large cap","$64,763,945,032","2,444,901","Analyze"
"ICE","Intercontinental Exchange Inc","Financials","US Equity","Common stocks","Large cap","$53,945,910,969","3,975,006","Analyze"
"MCO","Moodys Corp","Financials","US Equity","Common stocks","Large cap","$53,215,813,723","929,981","Analyze"
"MSCI","MSCI Inc","Financials","US Equity","Common stocks","Large cap","$43,734,915,583","509,950","Analyze"
"NDAQ","Nasdaq Inc","Financials","US Equity","Common stocks","Large cap","$25,667,765,160","2,857,957","Analyze"
"FDS","Factset Research Systems Inc","Financials","US Equity","Common stocks","Large cap","$15,017,285,155","318,619","Analyze"
"CBOE","Cboe Global Markets, Inc.","Financials","US Equity","Common stocks","Large cap","$13,448,347,429","761,431","Analyze"
"MORN","Morningstar Inc","Financials","US Equity","Common stocks","Mid cap","$7,995,595,199","132,777","Analyze"
"VALU","Value Line Inc","Financials","US Equity","Common stocks","Small cap","$455,330,703","1,794","Analyze"
