"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"PAG","Penske Automotive Group Inc","Consumer Discretionary","US Equity","Common stocks","Mid cap","$9,104,407,077","414,217","Analyze"
"KMX","Carmax Inc","Consumer Discretionary","US Equity","Common stocks","Mid cap","$8,964,673,098","2,608,355","Analyze"
"AN","AutoNation Inc","Consumer Discretionary","US Equity","Common stocks","Mid cap","$5,850,209,202","845,531","Analyze"
"LAD","Lithia Motors Inc Class A","Consumer Discretionary","US Equity","Common stocks","Mid cap","$5,768,032,636","378,516","Analyze"
"DRVN","Driven Brands Holdings Inc.","Industrials","US Equity","Common stocks","Mid cap","$4,701,663,701","462,540","Analyze"
"ABG","Asbury Automotive Group Inc.","Consumer Discretionary","US Equity","Common stocks","Mid cap","$4,293,239,486","285,253","Analyze"
"GPI","Group Automotive Inc","Consumer Discretionary","US Equity","Common stocks","Mid cap","$2,895,179,693","174,998","Analyze"
"RUSHA","Rush Enterprises Inc Class A","Industrials","US Equity","Common stocks","Mid cap","$2,877,694,732","190,796","Analyze"
"RUSHB","Rush Enterprises Inc Class B","Industrials","US Equity","Common stocks","Mid cap","$2,877,694,732","19,483","Analyze"
"CARS","Cars.Com Inc","Communication Services","US Equity","Common stocks","Small cap","$1,185,477,494","606,073","Analyze"
"SAH","Sonic Automotive Inc Class A","Consumer Discretionary","US Equity","Common stocks","Small cap","$1,179,316,164","564,190","Analyze"
"CRMT","Americas Car-Mart Inc","Consumer Discretionary","US Equity","Common stocks","Small cap","$474,694,710","142,890","Analyze"
"KFS","Kingsway Financial Services Inc.","Financials","US Equity","Common stocks","Micro cap","$221,147,562","98,845","Analyze"
"LAZY","Lazydays Holdings Inc.","Consumer Discretionary","US Equity","Common stocks","Micro cap","$128,466,153","225,080","Analyze"
"VRM","Vroom, Inc.","Consumer Discretionary","US Equity","Common stocks","Micro cap","$121,164,620","2,506,330","Analyze"
"RMBL","Rumbleon Inc Class B","Consumer Discretionary","US Equity","Common stocks","Micro cap","$115,543,753","233,966","Analyze"
"KXIN","Kaixin Auto Holdings","Financials","US Equity","Common stocks","Micro cap","$69,053,318","288,947","Analyze"
"LOTZ","CarLotz, Inc. - Class A","Consumer Discretionary","US Equity","Common stocks","Micro cap","$63,311,592","1,734,735","Analyze"
"LMPX","LMP Automotive Holdings, Inc.","Consumer Discretionary","US Equity","Common stocks","Micro cap","$27,599,181","52,285","Analyze"
"RENN","Renren Inc. ADRs of Class A","Information Technology","US Equity","ADRs","Micro cap","$25,203,374","42,890","Analyze"
"JZXN","Jiuzi Holdings, Inc.","Consumer Discretionary","US Equity","Common stocks","Micro cap","$5,634,515","649,586","Analyze"
