"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"ADP","Automatic Data Processing Inc","Information Technology","US Equity","Common stocks","Large cap","$88,513,776,402","2,798,322","Analyze"
"PAYX","Paychex Inc","Information Technology","US Equity","Common stocks","Large cap","$38,887,131,198","2,272,002","Analyze"
"RHI","Robert Half","Industrials","US Equity","Common stocks","Mid cap","$7,976,150,688","1,267,485","Analyze"
"BZ","Kanzhun Ltd ADRs of Class A","Communication Services","US Equity","ADRs","Mid cap","$7,099,835,425","2,630,244","Analyze"
"TNET","TriNet Group, Inc.","Industrials","US Equity","Common stocks","Mid cap","$4,595,384,736","356,892","Analyze"
"NSP","Insperity Inc","Industrials","US Equity","Common stocks","Mid cap","$4,336,290,408","333,253","Analyze"
"MAN","Manpower Inc","Industrials","US Equity","Common stocks","Mid cap","$3,957,142,110","368,234","Analyze"
"ASGN","ASGN Incorporated","Industrials","US Equity","Common stocks","Mid cap","$3,871,529,000","291,204","Analyze"
"KFY","Korn Ferry International","Industrials","US Equity","Common stocks","Mid cap","$2,595,823,119","473,575","Analyze"
"UPWK","Upwork Inc","Industrials","US Equity","Common stocks","Small cap","$1,462,532,931","1,171,795","Analyze"
"KFRC","Kforce Inc","Industrials","US Equity","Common stocks","Small cap","$1,255,466,842","251,958","Analyze"
"CCRN","Cross Country Healthcare Inc","Health Care","US Equity","Common stocks","Small cap","$841,343,032","879,469","Analyze"
"HRT","HireRight Holdings Corp","Industrials","US Equity","Common stocks","Small cap","$825,163,581","363,986","Analyze"
"HHR","HeadHunter Group PLC ADRs","Industrials","US Equity","ADRs","Small cap","$761,054,528","3,457,678","Analyze"
"BBSI","Barrett Business Services Inc","Industrials","US Equity","Common stocks","Small cap","$592,676,744","117,016","Analyze"
"HSII","Heidrick And Struggles International","Industrials","US Equity","Common stocks","Small cap","$587,693,115","220,191","Analyze"
"KELYA","Kelly Services Inc Class A","Industrials","US Equity","Common stocks","Small cap","$576,928,304","227,291","Analyze"
"KELYB","Kelly Services Inc. Class B","Information Technology","US Equity","Common stocks","Small cap","$576,928,304","332","Analyze"
"TBI","Trueblue Inc","Industrials","US Equity","Common stocks","Small cap","$556,683,388","332,474","Analyze"
"HQI","HireQuest, Inc.","Industrials","US Equity","Common stocks","Micro cap","$290,510,000","22,678","Analyze"
"DHX","Dhi Group Inc","Communication Services","US Equity","Common stocks","Micro cap","$173,275,916","205,528","Analyze"
"MHH","Mastech Digital Inc","Industrials","US Equity","Common stocks","Micro cap","$134,730,218","6,496","Analyze"
"BGSF","BG Staffing Inc","Industrials","US Equity","Common stocks","Micro cap","$112,754,486","23,491","Analyze"
"HSON","Hudson Global Inc","Industrials","US Equity","Common stocks","Micro cap","$59,132,475","5,018","Analyze"
"JOB","Gee Group Inc","Industrials","US Equity","Common stocks","Micro cap","$42,346,668","405,902","Analyze"
"PIXY","Shiftpixy Inc.","Industrials","US Equity","Common stocks","Micro cap","$38,684,784","66,336","Analyze"
"IPDN","Professional Diversity Network Inc","Information Technology","US Equity","Common stocks","Micro cap","$27,324,960","137,002","Analyze"
"STAF","Staffing 360 Solutions, Inc.","Industrials","US Equity","Common stocks","Micro cap","$4,299,756","29,437","Analyze"
"RCRT","Recruiter.com Group Inc.","Industrials","US Equity","Common stocks","Micro cap","$4,295,637","147,752","Analyze"
