"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"RTX","Raytheon Technologies Corporation","Industrials","US Equity","Common stocks","Large cap","$140,467,974,240","5,383,431","Analyze"
"LMT","Lockheed Martin Corp","Industrials","US Equity","Common stocks","Large cap","$119,089,413,898","1,669,271","Analyze"
"BA","Boeing","Industrials","US Equity","Common stocks","Large cap","$118,577,142,351","6,166,267","Analyze"
"NOC","Northrop Grumman Corp","Industrials","US Equity","Common stocks","Large cap","$67,607,854,137","1,021,942","Analyze"
"GD","General Dynamics Corp","Industrials","US Equity","Common stocks","Large cap","$60,404,799,186","1,424,779","Analyze"
"TDG","Transdigm Group Inc","Industrials","US Equity","Common stocks","Large cap","$38,286,892,380","321,958","Analyze"
"LHX","L3Harris Technologies, Inc.","Industrials","US Equity","Common stocks","Large cap","$36,239,906,793","1,195,547","Analyze"
"HEI","Heico Corp","Industrials","US Equity","Common stocks","Large cap","$19,787,385,776","368,703","Analyze"
"HEI.A","Heico Corporation Class A","Industrials","US Equity","Common stocks","Large cap","$19,787,385,776","224,944","Analyze"
"AXON","Axon Enterprise, Inc.","Industrials","US Equity","Common stocks","Large cap","$15,717,839,608","1,488,263","Analyze"
"TXT","Textron Inc","Industrials","US Equity","Common stocks","Large cap","$13,714,481,100","1,575,122","Analyze"
"HII","Huntington Ingalls Industries Inc","Industrials","US Equity","Common stocks","Mid cap","$7,854,591,814","394,112","Analyze"
"ESLT","Elbit Systems Ltd.","Industrials","US Equity","Common stocks","Mid cap","$7,824,200,747","40,270","Analyze"
"CAE","CAE Inc.","Industrials","US Equity","Common stocks","Mid cap","$6,780,718,267","145,548","Analyze"
"HXL","Hexcel Corp","Industrials","US Equity","Common stocks","Mid cap","$5,638,656,064","604,660","Analyze"
"BWXT","BWX Technologies Inc","Industrials","US Equity","Common stocks","Mid cap","$5,568,601,179","748,738","Analyze"
"WWD","Woodward Inc","Industrials","US Equity","Common stocks","Mid cap","$5,365,410,257","398,255","Analyze"
"AJRD","Aerojet Rocketdyne Holdings Inc","Industrials","US Equity","Common stocks","Mid cap","$4,489,688,740","1,344,376","Analyze"
"SPR","Spirit Aerosystems Inc","Industrials","US Equity","Common stocks","Mid cap","$3,196,144,589","1,629,361","Analyze"
"MOG.A","Moog Inc. Class A","Industrials","US Equity","Common stocks","Mid cap","$3,059,360,887","170,827","Analyze"
"MOG.B","Moog Inc. Class B","Industrials","US Equity","Common stocks","Mid cap","$3,059,360,887","502","Analyze"
"ERJ","Embraer S.A. ADRs","Industrials","US Equity","ADRs","Mid cap","$2,858,195,070","2,293,000","Analyze"
"MRCY","Mercury Systems Inc","Industrials","US Equity","Common stocks","Mid cap","$2,774,651,652","331,361","Analyze"
"AVAV","Aerovironment Inc","Industrials","US Equity","Common stocks","Mid cap","$2,259,614,396","215,668","Analyze"
"AIR","AAR Corp","Industrials","US Equity","Common stocks","Small cap","$1,868,614,812","258,751","Analyze"
"RKLB","Rocket Lab USA, Inc.","Industrials","US Equity","Common stocks","Small cap","$1,838,949,643","3,642,478","Analyze"
"KTOS","Kratos Defense & Security Solutions","Industrials","US Equity","Common stocks","Small cap","$1,664,311,782","1,027,861","Analyze"
"SPCE","Virgin Galactic Holdings, Inc.","Industrials","US Equity","Common stocks","Small cap","$1,129,448,953","8,775,731","Analyze"
"RGR","Sturm Ruger Inc","Consumer Discretionary","US Equity","Common stocks","Small cap","$956,375,210","160,699","Analyze"
"PL","Planet Labs PBC Class A","Industrials","US Equity","Common stocks","Small cap","$866,355,000","2,074,677","Analyze"
"CDRE","Cadre Holdings, Inc.","Industrials","US Equity","Common stocks","Small cap","$686,167,141","102,147","Analyze"
"TGI","Triumph Group Inc","Industrials","US Equity","Common stocks","Small cap","$678,710,988","1,280,464","Analyze"
"DCO","Ducommun Inc","Industrials","US Equity","Common stocks","Small cap","$635,200,230","63,865","Analyze"
"KAMN","Kaman Corp","Industrials","US Equity","Common stocks","Small cap","$598,925,429","216,579","Analyze"
"VSEC","Vse Corp","Industrials","US Equity","Common stocks","Small cap","$565,641,099","69,897","Analyze"
"RADA","Rada Electronic Industries Ltd.","Industrials","US Equity","Common stocks","Small cap","$559,916,160","413,164","Analyze"
"SWBI","Smith & Wesson Brands, Inc.","Consumer Discretionary","US Equity","Common stocks","Small cap","$512,681,900","762,826","Analyze"
"NPK","National Presto Industries Inc","Industrials","US Equity","Common stocks","Small cap","$496,248,901","65,315","Analyze"
"ACHR","Archer Aviation Inc. Class A","Industrials","US Equity","Common stocks","Small cap","$467,308,783","1,702,381","Analyze"
"VEC","Vectrus Inc","Industrials","US Equity","Common stocks","Small cap","$388,387,613","133,607","Analyze"
"EVTL","Vertical Aerospace Ltd.","Industrials","US Equity","Common stocks","Small cap","$379,153,507","316,258","Analyze"
"EH","EHang Holdings Limited ADRs","Industrials","US Equity","ADRs","Small cap","$365,315,276","803,717","Analyze"
"ATRO","Astronics Corp","Industrials","US Equity","Common stocks","Small cap","$327,765,215","239,263","Analyze"
"LILM","Lilium N.V. - Class A","Industrials","US Equity","Common stocks","Micro cap","$297,031,408","1,434,700","Analyze"
"PKE","Park Electrochem Corp","Industrials","US Equity","Common stocks","Micro cap","$254,047,716","656,910","Analyze"
"LLAP","Terran Orbital Corporation","Industrials","US Equity","Common stocks","Micro cap","$223,538,519","5,198,603","Analyze"
"RDW","Redwire Corporation","Industrials","US Equity","Common stocks","Micro cap","$189,642,489","273,815","Analyze"
"IVAC","Intevac Inc","Information Technology","US Equity","Common stocks","Micro cap","$180,070,536","115,606","Analyze"
"VORB","Virgin Orbit Holdings, Inc.","Industrials","US Equity","Common stocks","Micro cap","$179,696,016","1,159,909","Analyze"
"BYRN","Byrna Technologies Inc.","Industrials","US Equity","Common stocks","Micro cap","$167,713,823","53,440","Analyze"
"SKYH","Sky Harbour Group Corporation Class A","Industrials","US Equity","Common stocks","Micro cap","$129,673,879","139,548","Analyze"
"ISSC","Innovative Solutions And Support","Industrials","US Equity","Common stocks","Micro cap","$125,619,394","13,460","Analyze"
"AIRI","Air Industries Group","Industrials","US Equity","Common stocks","Micro cap","$113,276,345","10,154","Analyze"
"ASTR","Astra Space, Inc. - Class A","Industrials","US Equity","Common stocks","Micro cap","$87,610,602","1,912,286","Analyze"
"CODA","Coda Octopus Group Inc.","Information Technology","US Equity","Common stocks","Micro cap","$77,141,169","16,663","Analyze"
"DPRO","Draganfly Inc.","Industrials","US Equity","Common stocks","Micro cap","$56,994,832","488,071","Analyze"
"MNTS","Momentus Inc. - Class A","Industrials","US Equity","Common stocks","Micro cap","$56,142,100","577,896","Analyze"
"TATT","Tat Technologies Ltd.","Industrials","US Equity","Common stocks","Micro cap","$51,897,429","2,396","Analyze"
"VTSI","Virtra Inc","Industrials","US Equity","Common stocks","Micro cap","$40,395,441","18,076","Analyze"
"UAVS","AgEagle Aerial Systems, Inc.","Industrials","US Equity","Common stocks","Micro cap","$34,622,800","436,748","Analyze"
"AZ","A2Z Smart Technologies Corp.","Industrials","US Equity","Common stocks","Micro cap","$29,292,551","28,299","Analyze"
"OPXS","Optex Systems Holdings Inc.","Industrials","US Equity","Common stocks","Micro cap","$20,424,471","7,773","Analyze"
"ASTC","Astrotech Corp","Information Technology","US Equity","Common stocks","Micro cap","$19,007,898","6,266","Analyze"
"SIF","Sifco Industries Inc","Industrials","US Equity","Common stocks","Micro cap","$16,648,132","8,384","Analyze"
"SIDU","Sidus Space Inc.","Industrials","US Equity","Common stocks","Micro cap","$15,163,642","4,400,097","Analyze"
