"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"NEM","Newmont Corporation","Materials","US Equity","Common stocks","Large cap","$37,969,561,215","10,327,593","Analyze"
"GOLD","Barrick Gold Corporation","Materials","US Equity","Common stocks","Large cap","$32,122,898,796","22,646,387","Analyze"
"FNV","Franco-Nevada Corporation","Materials","US Equity","Common stocks","Large cap","$27,555,790,428","977,137","Analyze"
"AEM","Agnico Eagle Mines Limited","Materials","US Equity","Common stocks","Large cap","$23,386,094,130","3,503,313","Analyze"
"WPM","Wheaton Precious Metals Corp.","Materials","US Equity","Common stocks","Large cap","$21,059,950,571","3,191,956","Analyze"
"GFI","Gold Fields ADRs","Materials","US Equity","ADRs","Large cap","$11,088,678,223","7,366,071","Analyze"
"AU","AngloGold Ashanti ADRs","Materials","US Equity","ADRs","Mid cap","$9,101,499,568","3,886,899","Analyze"
"RGLD","Royal Gold Inc","Materials","US Equity","Common stocks","Mid cap","$8,191,072,046","600,551","Analyze"
"SBSW","D/B/A Sibanye-Stillwater Limited","Materials","US Equity","Common stocks","Mid cap","$5,873,018,273","5,017,399","Analyze"
"AUY","Yamana Gold Inc.","Materials","US Equity","Common stocks","Mid cap","$5,588,740,088","14,601,293","Analyze"
"KGC","Kinross Gold Corporation","Materials","US Equity","Common stocks","Mid cap","$5,240,269,478","16,737,221","Analyze"
"AGI","Alamos Gold Inc Class A","Materials","US Equity","Common stocks","Mid cap","$4,565,850,192","3,981,015","Analyze"
"BTG","B2Gold Corp","Materials","US Equity","Common stocks","Mid cap","$4,032,704,460","10,813,984","Analyze"
"HL","Hecla Mining","Materials","US Equity","Common stocks","Mid cap","$3,561,837,383","9,303,198","Analyze"
"SSRM","SSR Mining Inc.","Materials","US Equity","Common stocks","Mid cap","$2,971,182,212","1,955,530","Analyze"
"OR","Osisko Gold Royalties Ltd","Consumer Staples","US Equity","Common stocks","Mid cap","$2,763,183,735","1,274,225","Analyze"
"HMY","Harmony Gold Mining Company Limited ADRs","Materials","US Equity","ADRs","Mid cap","$2,459,926,449","6,210,378","Analyze"
"NG","Novagold Resources Inc.","Materials","US Equity","Common stocks","Small cap","$1,943,779,186","1,118,591","Analyze"
"EGO","Eldorado Gold Corporation","Materials","US Equity","Common stocks","Small cap","$1,809,197,590","2,205,563","Analyze"
"SAND","Sandstorm Gold Ltd","Industrials","US Equity","Common stocks","Small cap","$1,682,656,837","3,560,654","Analyze"
"ORLA","Orla Mining Ltd.","Materials","US Equity","Common stocks","Small cap","$1,499,569,410","286,236","Analyze"
"EQX","Equinox Gold Corp.","Materials","US Equity","Common stocks","Small cap","$1,460,787,611","2,832,341","Analyze"
"CGAU","Centerra Gold Inc.","Materials","US Equity","Common stocks","Small cap","$1,376,516,270","241,621","Analyze"
"IAG","Iamgold Corp","Financials","US Equity","Common stocks","Small cap","$1,216,597,800","6,176,939","Analyze"
"SA","Seabridge Gold","Materials","US Equity","Common stocks","Small cap","$988,673,608","384,165","Analyze"
"CDE","Coeur Mining Inc","Materials","US Equity","Common stocks","Small cap","$966,758,283","7,407,564","Analyze"
"NFGC","New Found Gold Corp","Materials","US Equity","Common stocks","Small cap","$836,550,799","222,397","Analyze"
"DRD","DRDGold Ltd ADRs","Materials","US Equity","ADRs","Small cap","$789,369,492","613,345","Analyze"
"NGD","New Gold Inc.","Materials","US Equity","Common stocks","Small cap","$662,912,981","5,230,941","Analyze"
"IAUX","i-80 Gold Corp.","Materials","US Equity","Common stocks","Small cap","$566,729,416","1,434,171","Analyze"
"ODV","Osisko Development Corp.","Materials","US Equity","Common stocks","Small cap","$351,757,560","79,261","Analyze"
"DC","Dakota Gold Corp.","Materials","US Equity","Common stocks","Micro cap","$267,289,894","353,138","Analyze"
"PPTA","Perpetua Resources Corp.","Materials","US Equity","Common stocks","Micro cap","$224,321,926","122,203","Analyze"
"CMCL","Caledonia Mining Corporation Plc","Materials","US Equity","Common stocks","Micro cap","$207,896,641","96,178","Analyze"
"GLDG","GoldMining Inc.","Materials","US Equity","Common stocks","Micro cap","$196,706,821","821,634","Analyze"
"CTGO","Contango ORE Inc.","Materials","US Equity","Common stocks","Micro cap","$176,103,779","2,847","Analyze"
"GSV","Gold Standard Ventures Corporation","Materials","US Equity","Common stocks","Micro cap","$144,211,618","1,584,778","Analyze"
"TRX","Tanzanian Royalty Exploration Corporation","Materials","US Equity","Common stocks","Micro cap","$139,829,435","391,476","Analyze"
"GAU","Galiano Gold Inc.","Minerals","US Equity","Common stocks","Micro cap","$121,469,465","289,282","Analyze"
"THM","International Tower Hill Mines Ltd","Materials","US Equity","Common stocks","Micro cap","$105,879,277","125,575","Analyze"
"GORO","Gold Resource Corp","Materials","US Equity","Common stocks","Micro cap","$81,900,848","1,467,350","Analyze"
"VGZ","Vista Gold Corporation","Materials","US Equity","Common stocks","Micro cap","$63,088,459","133,955","Analyze"
"IDR","Idaho Strategic Resources, Inc.","Materials","US Equity","Common stocks","Micro cap","$58,129,674","13,829","Analyze"
"USAU","U.S. Gold Corp.","Materials","US Equity","Common stocks","Micro cap","$36,834,996","38,395","Analyze"
"AAU","Almaden Minerals Ltd.","Materials","US Equity","Common stocks","Micro cap","$26,895,396","271,122","Analyze"
"PZG","Paramount Gold Nevada Corp","Materials","US Equity","Common stocks","Micro cap","$15,745,705","198,676","Analyze"
