"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"APH","Amphenol Corp","Information Technology","US Equity","Common stocks","Large cap","$46,605,101,807","2,482,624","Analyze"
"TEL","TE Connectivity Ltd","Information Technology","US Equity","Common stocks","Large cap","$39,604,545,492","1,875,259","Analyze"
"GLW","Corning Inc","Information Technology","US Equity","Common stocks","Large cap","$27,670,590,065","4,322,150","Analyze"
"JBL","Jabil Inc","Information Technology","US Equity","Common stocks","Large cap","$11,080,488,821","1,531,454","Analyze"
"FLEX","Flex Ltd","Information Technology","US Equity","Common stocks","Mid cap","$9,680,198,603","4,986,008","Analyze"
"LFUS","Littelfuse Inc","Information Technology","US Equity","Common stocks","Mid cap","$6,434,826,014","89,669","Analyze"
"FN","Fabrinet","Information Technology","US Equity","Common stocks","Mid cap","$4,045,984,572","279,784","Analyze"
"SANM","Sanmina Corp","Information Technology","US Equity","Common stocks","Mid cap","$3,344,477,838","356,487","Analyze"
"ROG","Rogers Corp","Information Technology","US Equity","Common stocks","Mid cap","$2,838,273,340","286,089","Analyze"
"PLXS","Plexus Corp","Information Technology","US Equity","Common stocks","Mid cap","$2,618,438,693","183,301","Analyze"
"OSIS","OSI Systems, Inc.","Information Technology","US Equity","Common stocks","Small cap","$1,660,194,156","123,646","Analyze"
"MEI","Methode Electronics Inc","Information Technology","US Equity","Common stocks","Small cap","$1,489,088,763","237,372","Analyze"
"CTS","Cts Corp","Information Technology","US Equity","Common stocks","Small cap","$1,441,528,498","169,719","Analyze"
"VICR","Vicor Corp","Industrials","US Equity","Common stocks","Small cap","$1,418,281,239","461,946","Analyze"
"TTMI","Ttm Technologies Inc","Information Technology","US Equity","Common stocks","Small cap","$1,281,295,480","639,404","Analyze"
"CLS","Celestica","Information Technology","US Equity","Common stocks","Small cap","$1,275,352,171","471,339","Analyze"
"BHE","Benchmark Electronics Inc","Information Technology","US Equity","Common stocks","Small cap","$796,021,212","311,226","Analyze"
"WBX","Wallbox N.V. Class A","Information Technology","US Equity","Common stocks","Small cap","$726,096,285","412,508","Analyze"
"ATC","Atotech Limited","Information Technology","US Equity","Common stocks","Small cap","$593,980,005","993,553","Analyze"
"AMOT","Allied Motion Technologies Inc","Industrials","US Equity","Common stocks","Small cap","$590,954,889","66,067","Analyze"
"BELFA","Bel Fuse Inc Class A","Information Technology","US Equity","Common stocks","Small cap","$412,207,636","3,365","Analyze"
"BELFB","Bel Fuse Inc Class B","Information Technology","US Equity","Common stocks","Small cap","$412,207,636","79,340","Analyze"
"LYTS","Lsi Industries Inc","Industrials","US Equity","Common stocks","Small cap","$378,282,340","280,433","Analyze"
"RELL","Richardson Electronics Ltd","Information Technology","US Equity","Common stocks","Micro cap","$251,387,778","132,931","Analyze"
"MMAT","Meta Materials Inc.","Information Technology","US Equity","Common stocks","Micro cap","$167,756,987","10,712,809","Analyze"
"OUST","Ouster, Inc.","Information Technology","US Equity","Common stocks","Micro cap","$167,066,287","4,758,714","Analyze"
"NEON","Neonode Inc","Information Technology","US Equity","Common stocks","Micro cap","$117,653,624","66,348","Analyze"
"KOPN","Kopin Corp","Information Technology","US Equity","Common stocks","Micro cap","$108,424,917","471,794","Analyze"
"KULR","KULR Technology Group Inc","Industrials","US Equity","Common stocks","Micro cap","$97,686,059","563,885","Analyze"
"REFR","Research Frontiers Inc","Information Technology","US Equity","Common stocks","Micro cap","$59,981,624","21,680","Analyze"
"VIAO","VIA optronics AG ADRs","Information Technology","US Equity","ADRs","Micro cap","$59,125,648","23,144","Analyze"
"LINK","Interlink Electronics, Inc.","Information Technology","US Equity","Common stocks","Micro cap","$58,084,140","1,516","Analyze"
"LPTH","Lightpath Technologies Inc Class A","Information Technology","US Equity","Common stocks","Micro cap","$51,694,159","70,162","Analyze"
"DAIO","Data I O Corp","Information Technology","US Equity","Common stocks","Micro cap","$43,111,242","14,239","Analyze"
"DSWL","Deswell Industries Inc.","Consumer Discretionary","US Equity","Common stocks","Micro cap","$41,272,269","9,127","Analyze"
"CPSH","Cps Technologies Corp","Information Technology","US Equity","Common stocks","Micro cap","$38,293,748","25,203","Analyze"
"NSYS","Nortech Systems Incorporated","Information Technology","US Equity","Common stocks","Micro cap","$28,923,779","10,879","Analyze"
"ELTK","Eltek Ltd.","Information Technology","US Equity","Common stocks","Micro cap","$23,829,248","2,431","Analyze"
"LGL","Lgl Group Inc","Information Technology","US Equity","Common stocks","Micro cap","$22,268,753","9,551","Analyze"
"SGMA","Sigmatron International Inc","Information Technology","US Equity","Common stocks","Micro cap","$13,781,824","48,650","Analyze"
"OST","Ostin Technology Group Co., Ltd.","Information Technology","US Equity","Common stocks","Micro cap","$10,993,506","33,678","Analyze"
"MTEK","Maris Tech Ltd.","Information Technology","US Equity","Common stocks","Micro cap","$7,598,455","34,793","Analyze"
"IMTE","Integrated Media Technology Limited","Communication Services","US Equity","Common stocks","Micro cap","$7,112,581","93,302","Analyze"
