"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"DE","Deere & Company","Industrials","US Equity","Common stocks","Large cap","$116,113,882,675","1,591,615","Analyze"
"CAT","Caterpillar Inc","Industrials","US Equity","Common stocks","Large cap","$113,306,854,326","3,584,668","Analyze"
"PCAR","Paccar Inc","Industrials","US Equity","Common stocks","Large cap","$36,479,562,944","3,680,786","Analyze"
"CNHI","CNH Industrial N.V.","Industrials","US Equity","Common stocks","Large cap","$19,585,590,947","4,818,752","Analyze"
"AGCO","AGCO Corp","Industrials","US Equity","Common stocks","Mid cap","$9,402,140,702","699,625","Analyze"
"OSK","Oshkosh Corp","Industrials","US Equity","Common stocks","Mid cap","$5,098,879,811","638,454","Analyze"
"TEX","Terex Corp","Industrials","US Equity","Common stocks","Mid cap","$3,146,175,000","1,110,880","Analyze"
"ALG","Alamo Group Inc","Industrials","US Equity","Common stocks","Mid cap","$2,122,796,286","84,315","Analyze"
"LNN","Lindsay Corp","Industrials","US Equity","Common stocks","Small cap","$1,603,808,405","103,628","Analyze"
"WNC","Wabash National Corp","Industrials","US Equity","Common stocks","Small cap","$1,127,959,973","635,210","Analyze"
"CMCO","Columbus Mckinnon Corp","Industrials","US Equity","Common stocks","Small cap","$995,015,560","129,988","Analyze"
"ASTE","Astec Industries Inc","Industrials","US Equity","Common stocks","Small cap","$876,957,044","152,092","Analyze"
"SHYF","The Shyft Group, Inc.","Industrials","US Equity","Common stocks","Small cap","$793,235,832","240,327","Analyze"
"REVG","Rev Group Inc","Industrials","US Equity","Common stocks","Small cap","$675,416,695","191,677","Analyze"
"TWI","Titan International Inc","Industrials","US Equity","Common stocks","Small cap","$658,905,833","1,062,949","Analyze"
"HY","Hyster Yale Materials Handling Inc","Industrials","US Equity","Common stocks","Small cap","$621,721,686","149,786","Analyze"
"MTW","Manitowoc Inc","Industrials","US Equity","Common stocks","Small cap","$591,889,703","537,148","Analyze"
"LEV","The Lion Electric Company","Industrials","US Equity","Common stocks","Small cap","$415,541,508","906,253","Analyze"
"GENC","Gencor Industries Inc","Industrials","US Equity","Common stocks","Micro cap","$183,355,237","47,962","Analyze"
"MNTX","Manitex International Inc","Industrials","US Equity","Common stocks","Micro cap","$105,963,964","31,426","Analyze"
"XOS","Xos, Inc.","Industrials","US Equity","Common stocks","Micro cap","$82,303,160","276,946","Analyze"
"HYFM","Hydrofarm Holdings Group, Inc","Industrials","US Equity","Common stocks","Micro cap","$76,486,860","740,027","Analyze"
"UGRO","urban-gro Inc","Industrials","US Equity","Common stocks","Micro cap","$27,059,560","44,879","Analyze"
"ZEV","Lightning eMotors, Inc","Industrials","US Equity","Common stocks","Micro cap","$24,033,149","2,476,518","Analyze"
"ARTW","Arts Way Manufacturing Inc","Industrials","US Equity","Common stocks","Micro cap","$9,987,673","13,414","Analyze"
"CEAD","CEA Industries Inc.","Industrials","US Equity","Common stocks","Micro cap","$6,764,855","41,250","Analyze"
