"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"ENB","Enbridge Inc","Energy","US Equity","Common stocks","Large cap","$73,808,570,706","4,423,771","Analyze"
"EPD","Enterprise Products Partners LP","Energy","US Equity","MLPs","Large cap","$54,205,034,485","5,173,106","Analyze"
"TRP","TransCanada Corporation","Energy","US Equity","Common stocks","Large cap","$38,269,351,526","1,777,579","Analyze"
"KMI","Kinder Morgan Inc","Energy","US Equity","Common stocks","Large cap","$36,844,772,841","15,152,757","Analyze"
"ET","Energy Transfer Operating LP","Energy","US Equity","MLPs","Large cap","$36,144,855,117","15,367,072","Analyze"
"LNG","Cheniere Energy Inc","Energy","US Equity","Common stocks","Large cap","$35,739,189,107","2,346,139","Analyze"
"WMB","Williams Inc","Energy","US Equity","Common stocks","Large cap","$34,492,373,799","8,247,689","Analyze"
"MPLX","MPLX LP","Energy","US Equity","MLPs","Large cap","$33,635,076,082","2,164,119","Analyze"
"OKE","Oneok Inc","Energy","US Equity","Common stocks","Large cap","$26,225,037,798","3,522,544","Analyze"
"CQP","Cheniere Energy Partners LP","Energy","US Equity","MLPs","Large cap","$21,205,491,119","460,119","Analyze"
"PBA","Pembina Pipeline Corp.","Energy","US Equity","Common stocks","Large cap","$16,790,612,692","916,917","Analyze"
"TRGP","Targa Resources Corp","Energy","US Equity","Common stocks","Large cap","$15,150,843,756","2,035,775","Analyze"
"MMP","Magellan Midstream Partners LP","Energy","US Equity","MLPs","Large cap","$10,345,622,602","1,063,232","Analyze"
"WES","Western Midstream Partners, LP","Consumer Discretionary","US Equity","MLPs","Mid cap","$9,572,271,725","1,692,052","Analyze"
"DCP","DCP Midstream Partners LP","Energy","US Equity","MLPs","Mid cap","$8,690,304,835","2,341,987","Analyze"
"PAA","Plains All American Pipeline LP","Energy","US Equity","MLPs","Mid cap","$8,066,404,569","6,123,560","Analyze"
"SHLX","Shell Midstream Partners LP","Energy","US Equity","MLPs","Mid cap","$6,221,840,475","23,671,567","Analyze"
"ENLC","EnLink Midstream LLC","Energy","US Equity","MLPs","Mid cap","$4,734,602,617","2,582,956","Analyze"
"AM","Antero Midstream Partners LP","Energy","US Equity","MLPs","Mid cap","$4,685,625,049","2,518,573","Analyze"
"DTM","DT Midstream, Inc.","Energy","US Equity","Common stocks","Mid cap","$4,548,908,361","735,759","Analyze"
"EURN","Euronav Nv","Energy","US Equity","Common stocks","Mid cap","$3,883,436,184","1,558,859","Analyze"
"FRO","Frontline Ltd","Energy","US Equity","Common stocks","Mid cap","$3,722,254,704","3,648,064","Analyze"
"STNG","Scorpio Tankers Inc","Energy","US Equity","Common stocks","Mid cap","$3,234,838,577","1,452,240","Analyze"
"CEQP","Crestwood Equity Partners LP","Energy","US Equity","MLPs","Mid cap","$2,392,647,478","608,611","Analyze"
"PAGP","Plains GP Holdings LP","Energy","US Equity","Common stocks","Mid cap","$2,363,996,927","3,015,614","Analyze"
"ETRN","Equitrans Midstream Corporation","Energy","US Equity","Common stocks","Mid cap","$2,263,368,822","5,358,004","Analyze"
