"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"BVN","Compania de Minas Buenaventura ADRs","Materials","US Equity","ADRs","Mid cap","$2,226,608,384","1,554,712","Analyze"
"SILV","Silvercrest Metals Inc.","Materials","US Equity","Common stocks","Small cap","$996,755,657","1,499,254","Analyze"
"MMX","Maverix Metals Inc.","Materials","US Equity","Common stocks","Small cap","$716,112,058","62,394","Analyze"
"NSR","Nomad Royalty Company Ltd.","Materials","US Equity","Common stocks","Small cap","$477,914,197","44,209","Analyze"
"NEWP","New Pacific Metals Corp.","Materials","US Equity","Common stocks","Small cap","$397,699,105","105,558","Analyze"
"MUX","McEwen Mining Inc.","Materials","US Equity","Common stocks","Small cap","$378,472,120","621,769","Analyze"
"GATO","Gatos Silver, Inc.","Materials","US Equity","Common stocks","Small cap","$325,062,448","599,100","Analyze"
"GROY","Gold Royalty Corp.","Materials","US Equity","Common stocks","Small cap","$311,866,021","544,616","Analyze"
"MTA","Metalla Royalty & Streaming Ltd.","Materials","US Equity","Common stocks","Micro cap","$274,496,008","205,566","Analyze"
"PLG","Platinum Group Metals Ltd.","Materials","US Equity","Common stocks","Micro cap","$138,284,343","210,753","Analyze"
"HYMC","Hycroft Mining Holding Corporation - Class A","Materials","US Equity","Common stocks","Micro cap","$83,104,569","5,332,736","Analyze"
"AXU","Alexco Resource Corp","Materials","US Equity","Common stocks","Micro cap","$76,478,965","534,536","Analyze"
"ITRG","Integra Resources Corp.","Materials","US Equity","Common stocks","Micro cap","$42,067,370","125,101","Analyze"
"AUMN","Golden Minerals","Materials","US Equity","Common stocks","Micro cap","$38,928,326","697,549","Analyze"
"LODE","Comstock Mining Inc","Energy","US Equity","Common stocks","Micro cap","$34,263,946","1,393,220","Analyze"
