"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"CNP","Centerpoint Energy Inc","Utilities","US Equity","Common stocks","Large cap","$17,238,993,163","5,049,897","Analyze"
"ATO","Atmos Energy Corp","Utilities","US Equity","Common stocks","Large cap","$15,249,671,630","947,698","Analyze"
"NI","Nisource Inc","Utilities","US Equity","Common stocks","Large cap","$10,716,956,385","4,360,621","Analyze"
"NIMC","NiSource, Inc Series A Corporate Units","Utilities","US Equity","Units","Large cap","$10,716,956,385","27,336","Analyze"
"UGI","UGI Corp","Utilities","US Equity","Common stocks","Mid cap","$6,848,322,237","1,632,619","Analyze"
"UGIC","UGI Corporation Corporate Units","Utilities","US Equity","Units","Mid cap","$6,848,322,237","5,351","Analyze"
"NFE","New Fortress Energy LLC - Class A","Energy","US Equity","Common stocks","Mid cap","$5,707,774,206","2,666,111","Analyze"
"NJR","New Jersey Resources Corp","Utilities","US Equity","Common stocks","Mid cap","$4,844,399,850","500,753","Analyze"
"OGS","One Gas Inc","Utilities","US Equity","Common stocks","Mid cap","$4,143,098,098","625,372","Analyze"
"SWX","Southwest Gas Holdings Inc","Utilities","US Equity","Common stocks","Mid cap","$3,993,714,104","877,290","Analyze"
"SR","Spire Inc","Utilities","US Equity","Common stocks","Mid cap","$3,511,133,275","382,386","Analyze"
"CPK","Chesapeake Utilities Corp","Utilities","US Equity","Common stocks","Mid cap","$2,156,904,036","106,383","Analyze"
"NWN","Northwest Natural Gas","Utilities","US Equity","Common stocks","Small cap","$1,595,712,864","229,067","Analyze"
"SPH","Suburban Propane Partners LP","Utilities","US Equity","MLPs","Small cap","$935,198,744","197,494","Analyze"
"RGCO","RGC Resources Inc","Utilities","US Equity","Common stocks","Micro cap","$221,108,409","16,564","Analyze"
