"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"CTAS","Cintas Corp","Industrials","US Equity","Common stocks","Large cap","$44,016,910,479","435,085","Analyze"
"CPRT","Copart Inc","Industrials","US Equity","Common stocks","Large cap","$33,947,684,915","2,310,078","Analyze"
"GPN","Global Payments Inc","Information Technology","US Equity","Common stocks","Large cap","$25,966,937,025","2,297,631","Analyze"
"RBA","Ritchie Bros Auctioneers Inc","Industrials","US Equity","Common stocks","Mid cap","$6,027,340,910","6,241,447","Analyze"
"IAA","IAA, Inc.","Industrials","US Equity","Common stocks","Mid cap","$5,513,641,624","5,820,311","Analyze"
"GXO","GXO Logistics, Inc.","Industrials","US Equity","Common stocks","Mid cap","$5,384,107,513","810,409","Analyze"
"MMS","Maximus Inc","Information Technology","US Equity","Common stocks","Mid cap","$4,512,414,407","378,441","Analyze"
"WNS","WNS Holdings ADRs","Industrials","US Equity","ADRs","Mid cap","$4,292,471,969","148,615","Analyze"
"UNF","Unifirst Corp","Industrials","US Equity","Common stocks","Mid cap","$2,849,504,990","76,677","Analyze"
"ABM","ABM Industries Inc","Industrials","US Equity","Common stocks","Mid cap","$2,804,877,241","448,357","Analyze"
"CBZ","Cbiz Inc","Industrials","US Equity","Common stocks","Mid cap","$2,352,761,318","250,690","Analyze"
"FA","First Advantage Corporation","Industrials","US Equity","Common stocks","Mid cap","$2,034,862,810","512,153","Analyze"
"SP","Sp Plus Corp","Industrials","US Equity","Common stocks","Small cap","$633,151,578","101,229","Analyze"
"CASS","Cass Information Systems Inc","Information Technology","US Equity","Common stocks","Small cap","$613,264,090","64,116","Analyze"
"BV","Brightview Holdings Inc.","Industrials","US Equity","Common stocks","Small cap","$530,145,000","350,923","Analyze"
"VVI","Viad Corp","Industrials","US Equity","Common stocks","Small cap","$405,680,620","162,711","Analyze"
"SST","System1, Inc. Class A","Industrials","US Equity","Common stocks","Small cap","$373,139,852","34,020","Analyze"
"CVEO","Civeo Corporation","Industrials","US Equity","Common stocks","Small cap","$303,436,970","201,735","Analyze"
"KODK","Eastman Kodak","Information Technology","US Equity","Common stocks","Micro cap","$296,776,646","660,944","Analyze"
"ACTG","Acacia Research Corp","Financials","US Equity","Common stocks","Micro cap","$229,005,302","221,294","Analyze"
"PFMT","Performant Financial Corp","Industrials","US Equity","Common stocks","Micro cap","$226,515,324","175,236","Analyze"
"TDCX","TDCX Inc. ADRs of Class A","Industrials","US Equity","ADRs","Micro cap","$211,496,600","84,297","Analyze"
"PAYS","Paysign, Inc.","Information Technology","US Equity","Common stocks","Micro cap","$196,218,846","122,504","Analyze"
"QUAD","Quad Graphics Inc Class A","Industrials","US Equity","Common stocks","Micro cap","$165,042,433","196,382","Analyze"
"DLHC","DLH Holdings Corp","Industrials","US Equity","Common stocks","Micro cap","$149,538,253","46,113","Analyze"
"SRT","Startek Inc","Information Technology","US Equity","Common stocks","Micro cap","$149,038,683","18,349","Analyze"
"ARC","Arc Document Solutions Inc","Industrials","US Equity","Common stocks","Micro cap","$135,961,092","224,642","Analyze"
"PFSW","Pfsweb Inc","Information Technology","US Equity","Common stocks","Micro cap","$102,556,214","170,882","Analyze"
"SPIR","Spire Global, Inc. Class A","Industrials","US Equity","Common stocks","Micro cap","$99,200,113","507,527","Analyze"
"OMEX","Odyssey Marine Exploration Inc","Industrials","US Equity","Common stocks","Micro cap","$61,968,361","28,735","Analyze"
"ALJJ","Alj Regional Inc","Information Technology","US Equity","Common stocks","Micro cap","$44,028,468","6,457","Analyze"
"ATTO","Atento S.A.","Industrials","US Equity","Common stocks","Micro cap","$31,212,367","21,600","Analyze"
"SGRP","Spar Group Inc","Communication Services","US Equity","Common stocks","Micro cap","$27,624,729","6,906","Analyze"
"TISI","Team Inc","Industrials","US Equity","Common stocks","Micro cap","$27,490,956","23,813","Analyze"
"DSS","Document Security System Inc","Industrials","US Equity","Common stocks","Micro cap","$24,852,128","162,874","Analyze"
"WHLM","Wilhelmina International Inc","Industrials","US Equity","Common stocks","Micro cap","$20,629,376","3,740","Analyze"
"EJH","E-Home Household Service Holdings Ltd","Industrials","US Equity","Common stocks","Micro cap","$5,686,123","3,011,590","Analyze"
"AGFY","Agrify Corporation","Industrials","US Equity","Common stocks","Micro cap","$3,733,376","298,376","Analyze"
