"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"EDU","New Oriental Education & Technology ADRs","Consumer Discretionary","US Equity","ADRs","Mid cap","$6,584,228,080","2,217,338","Analyze"
"LOPE","Grand Canyon Education Inc","Consumer Discretionary","US Equity","Common stocks","Mid cap","$3,355,670,291","231,162","Analyze"
"TAL","TAL Education Group ADRs","Consumer Discretionary","US Equity","ADRs","Mid cap","$2,735,033,015","9,995,578","Analyze"
"GHC","Graham Holdings Company Class B","Consumer Discretionary","US Equity","Common stocks","Mid cap","$2,171,892,303","20,918","Analyze"
"STRA","Strayer Education Inc","Consumer Discretionary","US Equity","Common stocks","Mid cap","$2,113,840,641","165,830","Analyze"
"CHGG","Chegg Inc","Consumer Discretionary","US Equity","Common stocks","Small cap","$1,952,695,586","2,603,491","Analyze"
"LAUR","Laureate Education Inc Class A","Consumer Discretionary","US Equity","Common stocks","Small cap","$1,783,664,249","1,056,204","Analyze"
"ATGE","Adtalem Global Education Inc","Consumer Discretionary","US Equity","Common stocks","Small cap","$1,643,954,893","284,737","Analyze"
"LRN","K12 Inc","Consumer Discretionary","US Equity","Common stocks","Small cap","$1,643,774,005","447,045","Analyze"
"COUR","Coursera, Inc.","Consumer Discretionary","US Equity","Common stocks","Small cap","$1,586,288,951","1,164,077","Analyze"
"UDMY","Udemy, Inc.","Consumer Discretionary","US Equity","Common stocks","Small cap","$1,241,373,444","514,140","Analyze"
"GOTU","GSX Techedu Inc. ADRs","Consumer Discretionary","US Equity","ADRs","Small cap","$1,073,862,400","6,530,387","Analyze"
"PRDO","Perdoceo Education Corporation","Consumer Discretionary","US Equity","Common stocks","Small cap","$862,533,227","506,835","Analyze"
"VTRU","Vitru Ltd","Consumer Staples","US Equity","Common stocks","Small cap","$659,119,295","15,420","Analyze"
"TWOU","2U Inc","Consumer Discretionary","US Equity","Common stocks","Small cap","$514,092,448","1,071,656","Analyze"
"AFYA","Afya Limited - Class A","Consumer Staples","US Equity","Common stocks","Small cap","$456,195,519","244,864","Analyze"
"ARCE","Arco Platform Limited - Class A","Information Technology","US Equity","Common stocks","Small cap","$374,905,514","47,380","Analyze"
"SKIL","Skillsoft Corp. Class A","Industrials","US Equity","Common stocks","Small cap","$328,890,802","541,437","Analyze"
"UTI","Universal Technical Institute Inc","Consumer Discretionary","US Equity","Common stocks","Micro cap","$215,737,935","195,052","Analyze"
"LINC","Lincoln Educational Services Corp","Consumer Discretionary","US Equity","Common stocks","Micro cap","$163,864,485","122,639","Analyze"
"GNS","Genius Group Limited","Health Care","US Equity","Common stocks","Micro cap","$131,073,136","9,226,497","Analyze"
"APEI","American Public Education Inc","Consumer Discretionary","US Equity","Common stocks","Micro cap","$88,302,773","875,825","Analyze"
"REDU","RISE Education Cayman Ltd ADRs","Consumer Discretionary","US Equity","ADRs","Micro cap","$84,727,378","3,585,489","Analyze"
"COE","China Online Education ADRs of Class A","Consumer Discretionary","US Equity","ADRs","Micro cap","$76,779,385","2,581","Analyze"
"IH","iHuman Inc. ADRs of Class A","Consumer Discretionary","US Equity","ADRs","Micro cap","$70,358,743","16,615","Analyze"
"VSTA","Vasta Platform Limited - Class A","Consumer Discretionary","US Equity","Common stocks","Micro cap","$61,612,714","6,698","Analyze"
"AACG","ATA Creativity Global ADRs","Consumer Discretionary","US Equity","ADRs","Micro cap","$57,617,247","23,133","Analyze"
"YQ","17 Education & Technology Group Inc. ADRs","Consumer Discretionary","US Equity","ADRs","Micro cap","$47,008,771","142,645","Analyze"
"STG","Sunlands Online Education Group ADRs of Class A","Consumer Staples","US Equity","ADRs","Micro cap","$38,523,755","17,147","Analyze"
"TEDU","Tarena International ADRs","Consumer Discretionary","US Equity","ADRs","Micro cap","$35,616,600","3,495","Analyze"
"EDTK","Skillful Craftsman Education Technology Limited","Consumer Discretionary","US Equity","Common stocks","Micro cap","$30,598,751","16,708","Analyze"
"ZVO","Zovio Inc.","Consumer Discretionary","US Equity","Common stocks","Micro cap","$24,552,530","5,155,629","Analyze"
"RYB","RYB Education ADRs of Class A","Consumer Staples","US Equity","ADRs","Micro cap","$20,749,050","259","Analyze"
"FEDU","Four Seasons Education (Cayman) Inc.  ADRs","Consumer Staples","US Equity","ADRs","Micro cap","$17,693,936","4,175","Analyze"
"EEIQ","Elite Education Group International Ltd","Consumer Discretionary","US Equity","Common stocks","Micro cap","$15,214,144","1,729","Analyze"
"BEDU","Bright Scholar Education Holdings Limited ADRs of Class A","Consumer Discretionary","US Equity","ADRs","Micro cap","$15,128,890","4,805","Analyze"
"AIU","Meta Data Limited ADRs","Consumer Staples","US Equity","ADRs","Micro cap","$15,050,010","8,682","Analyze"
"ZME","Zhangmen Education Inc. ADRs of Class A","Consumer Staples","US Equity","ADRs","Micro cap","$14,203,763","25,259","Analyze"
"LXEH","Lixiang Education Holding Co., Ltd.  ADRs","Consumer Discretionary","US Equity","ADRs","Micro cap","$13,333,400","828,319","Analyze"
"CLEU","China Liberal Education Holdings Limited","Consumer Discretionary","US Equity","Common stocks","Micro cap","$11,530,122","369,938","Analyze"
"WAFU","Wah Fu Education Group Limited","Consumer Discretionary","US Equity","Common stocks","Micro cap","$8,924,127","6,341","Analyze"
"AMBO","Ambow Education Holding Ltd. ADRs of Class A","Consumer Staples","US Equity","ADRs","Micro cap","$6,579,928","17,057","Analyze"
"FHS","First High-School Education Group Co., Ltd. ADRs of Class A","Consumer Discretionary","US Equity","ADRs","Micro cap","$5,021,100","1,284,070","Analyze"
"ASPU","Aspen Group Inc.","Consumer Discretionary","US Equity","Common stocks","Micro cap","$3,355,491","2,914,796","Analyze"
"METX","Meten EdtechX Education Group Ltd.","Consumer Discretionary","US Equity","Common stocks","Micro cap","$2,851,083","456,315","Analyze"
