"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"BKNG","Booking Holdings Inc","Consumer Discretionary","US Equity","Common stocks","Large cap","$95,580,183,437","404,368","Analyze"
"TCOM","Trip.com Group Limited ADRs","Consumer Discretionary","US Equity","ADRs","Large cap","$25,557,103,470","6,273,873","Analyze"
"RCL","Royal Caribbean Cruises Ltd","Consumer Discretionary","US Equity","Common stocks","Large cap","$15,767,905,540","4,046,979","Analyze"
"EXPE","Expedia Inc","Consumer Discretionary","US Equity","Common stocks","Large cap","$13,695,975,317","2,814,382","Analyze"
"CCL","Carnival Corp","Consumer Discretionary","US Equity","Common stocks","Large cap","$10,266,281,128","40,692,890","Analyze"
"NCLH","Norwegian Cruise Line Holdings Ltd","Consumer Discretionary","US Equity","Common stocks","Mid cap","$5,303,658,353","18,584,909","Analyze"
"TNL","Travel & Leisure Co.","Consumer Discretionary","US Equity","Common stocks","Mid cap","$2,837,121,096","828,291","Analyze"
"TRIP","TripAdvisor Inc","Communication Services","US Equity","Common stocks","Mid cap","$2,400,523,239","2,185,741","Analyze"
"MMYT","MakeMyTrip Limited","Consumer Discretionary","US Equity","Common stocks","Small cap","$1,596,194,978","321,676","Analyze"
"LIND","Lindblad Expeditions Holdings Inc","Consumer Discretionary","US Equity","Common stocks","Small cap","$481,876,476","422,410","Analyze"
"DESP","Despegar.Com Corp.","Consumer Discretionary","US Equity","Common stocks","Small cap","$420,351,400","476,814","Analyze"
"YTRA","Yatra Online, Inc.","Consumer Discretionary","US Equity","Common stocks","Micro cap","$104,057,307","83,157","Analyze"
"TZOO","Travelzoo","Communication Services","US Equity","Common stocks","Micro cap","$81,391,081","17,066","Analyze"
"TOUR","Tuniu Corp ADRs","Consumer Discretionary","US Equity","ADRs","Micro cap","$21,518,889","590,189","Analyze"
