"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"GOOG","Alphabet Inc Class C","Communication Services","US Equity","Common stocks","Large cap","$1,263,113,280,000","34,901,241","Analyze"
"GOOGL","Alphabet Inc Class A","Communication Services","US Equity","Common stocks","Large cap","$1,263,113,280,000","38,796,560","Analyze"
"FB","Facebook Inc Class A","Communication Services","US Equity","Common stocks","Large cap","$561,210,585,170","22,267,154","Analyze"
"ABNB","Airbnb, Inc.","Consumer Discretionary","US Equity","Common stocks","Large cap","$77,277,975,115","5,378,376","Analyze"
"NTES","NetEase Inc ADRs","Communication Services","US Equity","ADRs","Large cap","$62,261,216,539","1,375,133","Analyze"
"BIDU","Baidu Inc ADRs of Class A","Communication Services","US Equity","ADRs","Large cap","$42,800,736,392","4,811,975","Analyze"
"TWTR","Twitter Inc","Communication Services","US Equity","Common stocks","Large cap","$41,093,718,362","139,717,200","Analyze"
"SPOT","Spotify Technology SA","Communication Services","US Equity","Common stocks","Large cap","$25,331,082,902","1,549,498","Analyze"
"DASH","DoorDash Inc","Consumer Discretionary","US Equity","Common stocks","Large cap","$19,158,074,600","4,306,034","Analyze"
"PINS","Pinterest, Inc. Class A","Communication Services","US Equity","Common stocks","Large cap","$16,414,678,674","11,796,233","Analyze"
"SNAP","Snap Inc. Class A","Communication Services","US Equity","Common stocks","Large cap","$15,116,652,196","35,254,462","Analyze"
"MTCH","Match Group Inc","Communication Services","US Equity","Common stocks","Large cap","$11,094,744,911","3,802,180","Analyze"
"TWLO","Twilio Inc Class A","Information Technology","US Equity","Common stocks","Large cap","$11,082,253,391","5,041,981","Analyze"
"Z","Zillow Group Inc Class C","Real Estate","US Equity","Common stocks","Mid cap","$9,840,385,523","2,427,863","Analyze"
"ZG","Zillow Group Inc Class A","Real Estate","US Equity","Common stocks","Mid cap","$9,840,385,523","453,787","Analyze"
"YNDX","Yandex N.V.","Communication Services","US Equity","Common stocks","Mid cap","$6,798,323,712","28,271,275","Analyze"
"TME","Tencent Music Entertainment Group  ADRs","Communication Services","US Equity","ADRs","Mid cap","$6,516,071,925","7,557,128","Analyze"
"IAC","IAC/InterActive","Communication Services","US Equity","Common stocks","Mid cap","$4,188,172,291","876,925","Analyze"
"IQ","iQIYI Inc. ADRs","Communication Services","US Equity","ADRs","Mid cap","$3,629,202,272","13,948,426","Analyze"
"WB","Weibo Corp ADRs","Communication Services","US Equity","ADRs","Mid cap","$2,765,314,530","1,237,865","Analyze"
"SSTK","Shutterstock Inc","Communication Services","US Equity","Common stocks","Mid cap","$2,582,769,692","494,814","Analyze"
"BMBL","Bumble","Communication Services","US Equity","Common stocks","Mid cap","$2,492,737,212","2,505,189","Analyze"
"YELP","Yelp Inc","Communication Services","US Equity","Common stocks","Mid cap","$2,082,122,719","553,581","Analyze"
"CARG","CarGurus Class A","Communication Services","US Equity","Common stocks","Small cap","$1,833,035,617","1,766,024","Analyze"
"PERI","Perion Network Ltd","Communication Services","US Equity","Common stocks","Small cap","$1,764,247,137","647,213","Analyze"
"LZ","LegalZoom.com, Inc.","Industrials","US Equity","Common stocks","Small cap","$1,664,009,905","898,501","Analyze"
"YY","YY Inc. ADRs","Communication Services","US Equity","ADRs","Small cap","$1,644,183,494","786,611","Analyze"
"MOMO","MOMO Inc ADRs","Communication Services","US Equity","ADRs","Small cap","$1,633,711,178","1,957,426","Analyze"
"FVRR","Fiverr International Ltd.","Consumer Discretionary","US Equity","Common stocks","Small cap","$1,261,273,615","469,258","Analyze"
"UXIN","Uxin Limited ADRs","Consumer Discretionary","US Equity","ADRs","Small cap","$1,169,302,500","94,351","Analyze"
"ZIP","ZipRecruiter, Inc.","Communication Services","US Equity","Common stocks","Small cap","$1,126,128,621","1,130,344","Analyze"
"TTGT","Techtarget Inc","Communication Services","US Equity","Common stocks","Small cap","$992,837,806","373,391","Analyze"
"ATHM","Autohome Inc. ADRs","Communication Services","US Equity","ADRs","Small cap","$931,718,616","511,541","Analyze"
"LKCO","Luokung Technology Corp","Information Technology","US Equity","Common stocks","Small cap","$930,822,520","2,229,847","Analyze"
"GENI","Genius Sports Limited","Communication Services","US Equity","Common stocks","Small cap","$852,165,983","1,284,268","Analyze"
"THRY","Thryv Holdings, Inc.","Communication Services","US Equity","Common stocks","Small cap","$773,838,695","218,286","Analyze"
"TBLA","Taboola.com Ltd.","Communication Services","US Equity","Common stocks","Small cap","$771,714,365","1,262,111","Analyze"
"ZH","Zhihu Inc. ADRs","Communication Services","US Equity","ADRs","Small cap","$745,874,880","3,695,997","Analyze"
"MAX","MediaAlpha, Inc.","Communication Services","US Equity","Common stocks","Small cap","$632,168,988","172,273","Analyze"
"SEAT","Vivid Seats Inc. - Class A","Consumer Discretionary","US Equity","Common stocks","Small cap","$558,046,003","499,190","Analyze"
"SMWB","Similarweb Ltd.","Information Technology","US Equity","Common stocks","Small cap","$484,250,003","127,241","Analyze"
"SOHU","Sohu.com Limited ADRs","Communication Services","US Equity","ADRs","Small cap","$471,626,987","42,326","Analyze"
"PCOM","Points International Ltd.","Information Technology","US Equity","Common stocks","Small cap","$363,259,456","84,418","Analyze"
"DOYU","DouYu International Holdings Limited ADRs","Communication Services","US Equity","ADRs","Small cap","$361,931,578","1,365,441","Analyze"
"EVER","Everquote Inc.","Communication Services","US Equity","Common stocks","Small cap","$346,372,100","780,255","Analyze"
"DAO","Youdao, Inc. ADRs of Class A","Consumer Discretionary","US Equity","ADRs","Small cap","$337,245,720","203,842","Analyze"
"KIND","Nextdoor Holdings, Inc. Class A","Communication Services","US Equity","Common stocks","Small cap","$314,837,540","1,049,454","Analyze"
"LIZI","LIZHI INC. ADRs of Class A","Communication Services","US Equity","ADRs","Micro cap","$270,472,147","305,274","Analyze"
"LOV","Spark Networks Inc. ADRs","Information Technology","US Equity","ADRs","Micro cap","$233,210,073","44,941","Analyze"
"OB","Outbrain Inc.","Communication Services","US Equity","Common stocks","Micro cap","$212,327,712","155,474","Analyze"
"TRUE","Truecar Inc","Communication Services","US Equity","Common stocks","Micro cap","$201,335,375","461,322","Analyze"
"TRVG","Trivago NV ADRs","Information Technology","US Equity","ADRs","Micro cap","$186,945,150","323,676","Analyze"
"ANGI","ANGI Homeservices Inc. - Class A","Communication Services","US Equity","Common stocks","Micro cap","$183,735,381","616,948","Analyze"
"NN","NextNav Inc.","Information Technology","US Equity","Common stocks","Micro cap","$182,980,667","366,914","Analyze"
"LCFY","Locafy Limited","Communication Services","US Equity","Common stocks","Micro cap","$146,780,941","4,068","Analyze"
"LTRPA","Liberty Tripadvisor Holdings Inc Series A","Communication Services","US Equity","Common stocks","Micro cap","$136,350,721","395,539","Analyze"
"LTRPB","Liberty Tripadvisor Holdings, Inc. - Series B","Information Technology","US Equity","Common stocks","Micro cap","$136,350,721","711","Analyze"
"GRPN","Groupon Inc","Consumer Discretionary","US Equity","Common stocks","Micro cap","$114,231,167","1,651,868","Analyze"
"MARK","Remark Holdings Inc","Consumer Discretionary","US Equity","Common stocks","Micro cap","$110,664,080","342,727","Analyze"
"CANG","Cango Inc. ADRs of Class A","Consumer Discretionary","US Equity","ADRs","Micro cap","$109,406,214","67,950","Analyze"
"CDLX","Cardlytics Inc.","Communication Services","US Equity","Common stocks","Micro cap","$94,432,211","1,120,375","Analyze"
"ATY","AcuityAds Holdings Inc.","Communication Services","US Equity","Common stocks","Micro cap","$88,053,828","63,344","Analyze"
"AREN","The Arena Group Holdings, Inc.","Communication Services","US Equity","Common stocks","Micro cap","$84,194,688","35,555","Analyze"
"JFIN","Jiayin Group Inc. ADRs of class A","Information Technology","US Equity","ADRs","Micro cap","$83,633,507","13,349","Analyze"
"BODY","The Beachbody Company, Inc. Class A","Consumer Discretionary","US Equity","Common stocks","Micro cap","$81,456,573","578,907","Analyze"
"FENG","Phoenix New Media ADRs","Communication Services","US Equity","ADRs","Micro cap","$76,187,203","12,476","Analyze"
"BLCT","BlueCity Holdings Limited ADRs","Information Technology","US Equity","ADRs","Micro cap","$47,957,760","73,669","Analyze"
"GAIA","Gaia Inc Class A","Communication Services","US Equity","Common stocks","Micro cap","$42,575,688","62,102","Analyze"
"KRKR","36Kr Holdings Inc. ADRs","Communication Services","US Equity","ADRs","Micro cap","$38,297,620","35,677","Analyze"
"IZEA","Izea Inc","Communication Services","US Equity","Common stocks","Micro cap","$38,214,899","99,831","Analyze"
"MOXC","Moxian Inc.","Information Technology","US Equity","Common stocks","Micro cap","$18,088,076","35,091","Analyze"
"TC","TuanChe Limited ADRs","Information Technology","US Equity","ADRs","Micro cap","$12,669,167","26,846","Analyze"
"CRTD","Creatd Inc.","Communication Services","US Equity","Common stocks","Micro cap","$11,380,676","954,071","Analyze"
"AUTO","AutoWeb, Inc.","Communication Services","US Equity","Common stocks","Micro cap","$8,725,733","98,922","Analyze"
"GROM","Grom Social Enterprises Inc.","Communication Services","US Equity","Common stocks","Micro cap","$3,590,256","267,773","Analyze"
"QTT","Qutoutiao Inc. ADRs","Communication Services","US Equity","ADRs","Unknown","$0","738,047","Analyze"
