"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"WM","Waste Management Inc","Industrials","US Equity","Common stocks","Large cap","$61,508,530,813","2,016,429","Analyze"
"RSG","Republic Services Inc","Industrials","US Equity","Common stocks","Large cap","$40,440,329,071","1,625,880","Analyze"
"WCN","Waste Connections Inc","Industrials","US Equity","Common stocks","Large cap","$33,776,508,445","864,295","Analyze"
"GFLU","GFL Environmental Inc. Tangible Equity Units","Industrials","US Equity","Units","Large cap","$14,075,172,723","338,086","Analyze"
"GFL","GFL Environmental Inc. Subordinate voting shares","Industrials","US Equity","Common stocks","Large cap","$10,988,637,025","2,020,946","Analyze"
"CLH","Clean Harbors Inc","Industrials","US Equity","Common stocks","Mid cap","$7,176,423,232","558,088","Analyze"
"CWST","Casella Waste Systems Inc Class A","Industrials","US Equity","Common stocks","Mid cap","$3,940,610,978","415,486","Analyze"
"SRCL","Stericycle Inc","Industrials","US Equity","Common stocks","Mid cap","$3,779,710,840","595,210","Analyze"
"MEG","Montrose Environmental Group, Inc.","Industrials","US Equity","Common stocks","Small cap","$1,025,978,613","396,373","Analyze"
"LICY","Li-Cycle Holdings Corp.","Industrials","US Equity","Common stocks","Small cap","$878,986,160","1,377,089","Analyze"
"HCCI","Heritage Crystal Inc","Industrials","US Equity","Common stocks","Small cap","$823,152,832","125,323","Analyze"
"PESI","Perma Fix Environmental Services I","Industrials","US Equity","Common stocks","Micro cap","$123,653,736","124,091","Analyze"
"CHRA","Charah Solutions Inc.","Industrials","US Equity","Common stocks","Micro cap","$120,313,226","16,465","Analyze"
"QRHC","Quest Resource Holding Corp","Industrials","US Equity","Common stocks","Micro cap","$114,703,038","28,234","Analyze"
"AQMS","Aqua Metals Inc","Industrials","US Equity","Common stocks","Micro cap","$85,661,898","348,822","Analyze"
"SMED","Sharps Compliance Corp","Health Care","US Equity","Common stocks","Micro cap","$79,663,408","120,397","Analyze"
"AWX","Avalon Holdings Corporation","Industrials","US Equity","Common stocks","Micro cap","$9,106,782","7,482","Analyze"
"CCNC","Code Chain New Continent Limited","Industrials","US Equity","Common stocks","Micro cap","$5,538,965","31,351","Analyze"
"JAN","JanOne Inc.","Industrials","US Equity","Common stocks","Micro cap","$3,937,788","410,830","Analyze"
