"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"MAR","Marriott International Inc","Consumer Discretionary","US Equity","Common stocks","Large cap","$49,293,223,017","1,915,470","Analyze"
"HLT","Hilton Worldwide Holdings Inc","Consumer Discretionary","US Equity","Common stocks","Large cap","$36,149,361,585","1,776,297","Analyze"
"HTHT","Huazhu Group Limited ADRs","Consumer Discretionary","US Equity","ADRs","Large cap","$15,983,561,639","1,418,631","Analyze"
"IHG","InterContinental Hotels Group PLC ADRs","Consumer Discretionary","US Equity","ADRs","Large cap","$11,400,803,299","265,128","Analyze"
"CHH","Choice Hotels International Inc","Consumer Discretionary","US Equity","Common stocks","Mid cap","$5,815,866,181","378,936","Analyze"
"WH","Wyndham Hotels & Resorts Inc","Consumer Discretionary","US Equity","Common stocks","Mid cap","$5,689,333,753","851,277","Analyze"
"H","Hyatt Hotels Corp Class A","Consumer Discretionary","US Equity","Common stocks","Mid cap","$5,037,316,100","1,032,607","Analyze"
"MCG","Membership Collective Group Inc.","Consumer Discretionary","US Equity","Common stocks","Small cap","$349,095,881","412,491","Analyze"
"GHG","GreenTree Hospitality Group Ltd. ADRs of Class A","Consumer Discretionary","US Equity","ADRs","Small cap","$303,194,076","29,970","Analyze"
"SOND","Sonder Holdings Inc. - Class A","Consumer Discretionary","US Equity","Common stocks","Micro cap","$167,597,888","1,070,946","Analyze"
"INTG","Intergroup Corp","Real Estate","US Equity","Common stocks","Micro cap","$97,128,504","559","Analyze"
