"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"PG","Procter & Gamble","Consumer Staples","US Equity","Common stocks","Large cap","$339,221,329,564","7,238,831","Analyze"
"UL","Unilever PLC ADRs","Consumer Staples","US Equity","ADRs","Large cap","$128,985,291,555","2,175,327","Analyze"
"EL","Estee Lauder Inc Class A","Consumer Staples","US Equity","Common stocks","Large cap","$85,199,168,000","1,194,940","Analyze"
"CL","Colgate-Palmolive","Consumer Staples","US Equity","Common stocks","Large cap","$59,646,108,486","4,358,171","Analyze"
"KMB","Kimberly Clark Corp","Consumer Staples","US Equity","Common stocks","Large cap","$42,981,484,647","1,784,805","Analyze"
"CHD","Church And Dwight Inc","Consumer Staples","US Equity","Common stocks","Large cap","$20,579,008,167","1,414,168","Analyze"
"CLX","Clorox","Consumer Staples","US Equity","Common stocks","Large cap","$19,098,189,118","1,111,050","Analyze"
"COTY","Coty Inc Class A","Consumer Staples","US Equity","Common stocks","Mid cap","$9,753,696,192","6,054,383","Analyze"
"NWL","Newell Brands Inc","Consumer Discretionary","US Equity","Common stocks","Mid cap","$4,764,672,000","6,290,205","Analyze"
"IPAR","Inter Parfums Inc","Consumer Staples","US Equity","Common stocks","Mid cap","$4,463,843,227","196,097","Analyze"
"ELF","Elf Beauty Inc","Consumer Staples","US Equity","Common stocks","Mid cap","$4,007,228,643","994,221","Analyze"
"ASAI","Sendas Distribuidora S.A. ADRs","Consumer Staples","US Equity","ADRs","Mid cap","$3,899,261,016","558,461","Analyze"
"NTCO","Natura &Co Holding S.A. ADRs","Consumer Staples","US Equity","ADRs","Mid cap","$3,492,460,239","1,132,652","Analyze"
"SPB","Spectrum Brands Holdings Inc","Consumer Staples","US Equity","Common stocks","Mid cap","$2,357,756,278","672,357","Analyze"
"HELE","Helen Of Troy Ltd","Consumer Discretionary","US Equity","Common stocks","Mid cap","$2,091,886,719","392,118","Analyze"
"EPC","Edgewell Personal Care","Consumer Staples","US Equity","Common stocks","Mid cap","$2,071,598,384","414,701","Analyze"
"NUS","Nu Skin Enterprises Inc","Consumer Staples","US Equity","Common stocks","Small cap","$1,899,763,248","503,301","Analyze"
"HIMS","Hims & Hers Health, Inc. Class A","Health Care","US Equity","Common stocks","Small cap","$1,882,778,122","4,628,694","Analyze"
"SKIN","The Beauty Health Company - Class A","Consumer Staples","US Equity","Common stocks","Small cap","$1,571,450,581","2,511,165","Analyze"
"USNA","Usana Health Sciences Inc","Consumer Staples","US Equity","Common stocks","Small cap","$1,168,464,746","86,536","Analyze"
"EWCZ","European Wax Center, Inc.","Consumer Discretionary","US Equity","Common stocks","Small cap","$834,513,555","331,611","Analyze"
"REV","Revlon Inc Class A","Consumer Staples","US Equity","Common stocks","Micro cap","$211,693,011","169,576","Analyze"
"NATR","Natures Sunshine Products Inc","Consumer Staples","US Equity","Common stocks","Micro cap","$194,564,935","54,172","Analyze"
"ACU","Acme United Corp","Industrials","US Equity","Common stocks","Micro cap","$80,847,390","8,925","Analyze"
"LFVN","Lifevantage Corp","Consumer Staples","US Equity","Common stocks","Micro cap","$43,747,598","15,297","Analyze"
"UG","United Guardian Inc","Consumer Staples","US Equity","Common stocks","Micro cap","$43,600,087","6,924","Analyze"
"TKLF","Yoshitsu Co., Ltd ADRs","Consumer Staples","US Equity","Common stocks","Micro cap","$39,512,559","22,600","Analyze"
"MTEX","Mannatech Inc","Consumer Staples","US Equity","Common stocks","Micro cap","$30,927,647","2,647","Analyze"
"DOGZ","Dogness (International) Corporation Class A","Consumer Staples","US Equity","Common stocks","Micro cap","$24,599,163","37,300","Analyze"
"TANH","Tantech Holdings Ltd.","Materials","US Equity","Common stocks","Micro cap","$13,502,861","17,041","Analyze"
"SUMR","Summer Infant Inc","Consumer Staples","US Equity","Common stocks","Unknown","$0","29,024","Analyze"
