"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"JPM","JP Morgan Chase & Co","Financials","US Equity","Common stocks","Large cap","$373,335,206,420","21,377,385","Analyze"
"BAC","Bank of America Corp","Financials","US Equity","Common stocks","Large cap","$215,863,543,817","87,263,786","Analyze"
"WFC","Wells Fargo","Financials","US Equity","Common stocks","Large cap","$138,279,185,456","34,383,049","Analyze"
"HSBC","HSBC Holdings PLC ADRs","Financials","US Equity","ADRs","Large cap","$133,727,686,662","3,738,877","Analyze"
"RY","Royal Bank Of Canada","Financials","US Equity","Common stocks","Large cap","$128,853,747,658","1,053,126","Analyze"
"TD","The Toronto-Dominion Bank","Financials","US Equity","Common stocks","Large cap","$103,142,161,536","3,680,245","Analyze"
"C","Citigroup Inc","Financials","US Equity","Common stocks","Large cap","$84,454,305,344","26,982,834","Analyze"
"MUFG","Mitsubishi UFJ Financial Group Inc. ADRs","Financials","US Equity","ADRs","Large cap","$79,551,947,468","8,158,624","Analyze"
"UBS","UBS Group AG ADRs","Financials","US Equity","ADRs","Large cap","$67,567,266,791","7,320,130","Analyze"
"BMO","Bank Of Montreal","Financials","US Equity","Common stocks","Large cap","$60,170,513,132","722,971","Analyze"
"SAN","Banco Santander SA ADRs","Health Care","US Equity","ADRs","Large cap","$58,612,461,528","7,766,905","Analyze"
"BNS","The Bank Of Nova Scotia","Financials","US Equity","Common stocks","Large cap","$57,514,229,498","2,096,374","Analyze"
"SMFG","Sumitomo Mitsui Financial Group Inc ADRs","Financials","US Equity","ADRs","Large cap","$53,750,425,685","5,533,997","Analyze"
"ING","ING Groep NV ADRs","Information Technology","US Equity","ADRs","Large cap","$42,668,936,987","6,033,530","Analyze"
"BBVA","Banco Bilbao Vizcaya Argentaria SA ADRs","Financials","US Equity","ADRs","Large cap","$40,884,190,304","2,307,259","Analyze"
"CM","Canadian Imperial Bank Of Commerce","Financials","US Equity","Common stocks","Large cap","$37,743,499,651","1,616,645","Analyze"
"NWG","NatWest Group plc ADRs","Financials","US Equity","ADRs","Large cap","$31,537,065,492","2,328,641","Analyze"
"BCS","Barclays PLC ADRs","Financials","US Equity","ADRs","Large cap","$26,399,292,826","11,256,700","Analyze"
"NU","Nu Holdings Ltd. Class A","Financials","US Equity","Common stocks","Large cap","$14,738,507,020","24,623,015","Analyze"
"EWBC","East West Bancorp Inc","Financials","US Equity","Common stocks","Mid cap","$7,562,027,627","2,517,840","Analyze"
"CS","Credit Suisse Group AG ADRs","Financials","US Equity","ADRs","Mid cap","$3,489,481,614","89,341,068","Analyze"
"NTB","Bank Of Nt Butterfield & Son Ltd","Financials","US Equity","Common stocks","Small cap","$1,349,602,931","496,355","Analyze"
