"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"NEE","Nextera Energy Inc","Utilities","US Equity","Common stocks","Large cap","$146,697,028,536","9,414,921","Analyze"
"SOLN","Southern Company (The) 2019 Series A Corporate Units","Utilities","US Equity","Units","Large cap","$81,734,171,495","2,099,444","Analyze"
"SO","Southern Co","Utilities","US Equity","Common stocks","Large cap","$72,238,151,346","5,509,989","Analyze"
"DUK","Duke Energy Corp","Utilities","US Equity","Common stocks","Large cap","$70,500,850,092","3,513,309","Analyze"
"AEP","American Electric Power Inc","Utilities","US Equity","Common stocks","Large cap","$43,935,496,660","3,619,328","Analyze"
"AEPPZ","American Electric Power Company, Inc. - Corporate Unit","Utilities","US Equity","Units","Large cap","$43,935,496,660","482,811","Analyze"
"PCGU","Pacific Gas & Electric Co. Equity Unit","Utilities","US Equity","Units","Large cap","$37,708,326,253","44,979","Analyze"
"XEL","Xcel Energy Inc","Utilities","US Equity","Common stocks","Large cap","$34,810,815,723","3,696,855","Analyze"
"ED","Consolidated Edison Inc","Utilities","US Equity","Common stocks","Large cap","$32,568,279,776","2,267,785","Analyze"
"PCG","Pacific Gas & Electric Co.","Utilities","US Equity","Common stocks","Large cap","$30,427,100,000","17,780,327","Analyze"
"WEC","WEC Energy Group Inc","Utilities","US Equity","Common stocks","Large cap","$28,367,027,373","1,832,495","Analyze"
"ES","Eversource Energy","Utilities","US Equity","Common stocks","Large cap","$25,526,410,881","2,530,879","Analyze"
"EIX","Edison International","Utilities","US Equity","Common stocks","Large cap","$25,268,718,449","2,281,443","Analyze"
"DTP","DTE Energy Company 6.25% Corporate Units","Utilities","US Equity","Units","Large cap","$21,720,414,611","2,837,357","Analyze"
"AEE","Ameren Corp","Utilities","US Equity","Common stocks","Large cap","$21,122,138,988","1,336,332","Analyze"
"DTE","DTE Energy","Utilities","US Equity","Common stocks","Large cap","$21,115,989,007","1,545,070","Analyze"
"FTS","Fortis Inc.","Utilities","US Equity","Common stocks","Large cap","$19,151,329,384","639,800","Analyze"
"PPL","PPL Corporation","Utilities","US Equity","Common stocks","Large cap","$19,087,323,197","6,466,326","Analyze"
"CMS","CMS Energy Corp","Utilities","US Equity","Common stocks","Large cap","$16,901,154,663","2,014,113","Analyze"
"AGR","Avangrid Inc","Utilities","US Equity","Common stocks","Large cap","$14,510,633,653","632,375","Analyze"
"EBR","Centrais Eletricas Brasileiras ADRs","Utilities","US Equity","ADRs","Large cap","$13,394,510,946","2,019,881","Analyze"
"EBR.B","Centrais Electricas Brasileiras S.A. ADRs of Preferred Shares","Utilities","US Equity","ADRs","Large cap","$13,394,510,946","28,544","Analyze"
"EVRG","Evergy Inc","Utilities","US Equity","Common stocks","Large cap","$13,120,676,108","1,992,931","Analyze"
"LNT","Alliant Energy Corp","Utilities","US Equity","Common stocks","Large cap","$12,566,921,601","2,269,742","Analyze"
"ENIA","Enel Americas SA ADRs","Utilities","US Equity","ADRs","Large cap","$10,320,499,401","32,426,775","Analyze"
"KEP","Korea Electric Power Corp ADRs","Utilities","US Equity","ADRs","Mid cap","$8,948,979,233","358,255","Analyze"
"PNW","Pinnacle West Corp","Utilities","US Equity","Common stocks","Mid cap","$8,386,305,069","1,231,096","Analyze"
"OGE","OGE Energy Corp","Utilities","US Equity","Common stocks","Mid cap","$6,899,898,749","1,381,972","Analyze"
"IDA","IDACORP, Inc.","Utilities","US Equity","Common stocks","Mid cap","$5,148,548,702","258,367","Analyze"
"POR","Portland General Electric","Utilities","US Equity","Common stocks","Mid cap","$4,060,642,148","888,087","Analyze"
"HE","Hawaiian Electric Industries Inc","Utilities","US Equity","Common stocks","Mid cap","$3,954,139,620","626,360","Analyze"
"ENIC","Enel Chile ADRs","Utilities","US Equity","ADRs","Mid cap","$3,223,161,566","395,623","Analyze"
"PNM","PNM Resources Inc","Utilities","US Equity","Common stocks","Small cap","$1,895,648,540","704,909","Analyze"
"KEN","Kenon Holdings Ltd.","Utilities","US Equity","Common stocks","Small cap","$1,557,375,877","20,429","Analyze"
"PAM","Pampa Energia ADRs","Utilities","US Equity","ADRs","Small cap","$1,550,788,868","165,361","Analyze"
"CEPU","Central Puerto S.A. ADRs","Utilities","US Equity","ADRs","Small cap","$779,721,464","238,325","Analyze"
"GNE","Genie Energy Ltd Class B","Utilities","US Equity","Common stocks","Micro cap","$265,404,749","118,675","Analyze"
"VIA","Via Renewables, Inc. - Class A","Utilities","US Equity","Common stocks","Micro cap","$256,895,809","161,860","Analyze"
"EDN","Edenor ADRs","Utilities","US Equity","ADRs","Micro cap","$173,567,574","44,369","Analyze"
"NEE-O","NextEra Energy, Inc. 4.872% Corporate Units","Utilities","US Equity","Units","Unknown","$0","296,815","Analyze"
"NEE-P","NextEra Energy, Inc. 5.279% Corporate Units","Utilities","US Equity","Units","Unknown","$0","107,655","Analyze"
"NEE-Q","NextEra Energy, Inc. 6.219% Corporate Units","Utilities","US Equity","Units","Unknown","$0","13,300","Analyze"
