"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"TSLA","Tesla Inc","Consumer Discretionary","US Equity","Common stocks","Large cap","$602,315,612,050","153,478,839","Analyze"
"TM","Toyota Motor Corp ADRs","Consumer Discretionary","US Equity","ADRs","Large cap","$221,671,734,619","213,827","Analyze"
"RACE","Ferrari N.V.","Consumer Discretionary","US Equity","Common stocks","Large cap","$49,165,108,487","366,289","Analyze"
"GM","General Motors","Consumer Discretionary","US Equity","Common stocks","Large cap","$47,055,060,005","15,961,691","Analyze"
"HMC","Honda Motor Co Ltd ADRs","Consumer Discretionary","US Equity","ADRs","Large cap","$46,445,024,945","1,125,845","Analyze"
"F","Ford Motor Company","Consumer Discretionary","US Equity","Common stocks","Large cap","$44,713,066,145","86,519,078","Analyze"
"STLA","Stellantis N.V.","Consumer Discretionary","US Equity","Common stocks","Large cap","$26,918,720,894","5,943,011","Analyze"
"LI","Li Auto Inc. ADRs of Class A","Consumer Discretionary","US Equity","ADRs","Large cap","$20,485,877,100","8,622,569","Analyze"
"TTM","Tata Motors Ltd ADRs","Consumer Discretionary","US Equity","ADRs","Large cap","$16,699,602,315","3,589,313","Analyze"
"LCID","Lucid Group, Inc.","Consumer Discretionary","US Equity","Common stocks","Large cap","$14,992,350,004","18,456,014","Analyze"
"NIO","NIO Inc. ADRs of Class A","Consumer Discretionary","US Equity","ADRs","Large cap","$14,311,026,000","43,901,827","Analyze"
"RIVN","Rivian Automotive, Inc.  Class A","Consumer Discretionary","US Equity","Common stocks","Large cap","$12,603,123,328","51,155,937","Analyze"
"XPEV","XPeng Inc. ADRs of Class A","Consumer Discretionary","US Equity","ADRs","Mid cap","$6,822,333,570","14,497,202","Analyze"
"FSR","Fisker Inc. Class A","Consumer Discretionary","US Equity","Common stocks","Small cap","$1,075,266,084","6,633,940","Analyze"
"NKLA","Nikola Corporation","Industrials","US Equity","Common stocks","Small cap","$781,647,315","12,153,407","Analyze"
"BLBD","Blue Bird Corp","Industrials","US Equity","Common stocks","Small cap","$634,234,927","214,377","Analyze"
"HYLN","Hyliion Holdings Corp. Class A","Industrials","US Equity","Common stocks","Small cap","$394,171,313","1,507,801","Analyze"
"PTRA","Proterra Inc","Industrials","US Equity","Common stocks","Small cap","$382,616,000","6,422,031","Analyze"
"FFIE","Faraday Future Intelligent Electric Inc.","Consumer Discretionary","US Equity","Common stocks","Micro cap","$271,024,662","56,455,345","Analyze"
"NIU","Niu Technologies Class A ADRs","Consumer Discretionary","US Equity","ADRs","Micro cap","$262,355,728","431,706","Analyze"
"GOEV","Canoo Inc.  - Class A","Consumer Discretionary","US Equity","Common stocks","Micro cap","$246,194,268","29,381,147","Analyze"
"HYZN","Hyzon Motors Inc. - Class A","Industrials","US Equity","Common stocks","Micro cap","$244,559,301","1,075,296","Analyze"
"MULN","Mullen Automotive, Inc.","Consumer Discretionary","US Equity","Common stocks","Micro cap","$238,880,744","252,080,493","Analyze"
"WKHS","Workhorse Group Inc","Consumer Discretionary","US Equity","Common stocks","Micro cap","$212,247,915","3,533,254","Analyze"
"RIDE","Lordstown Motors Corp. - Class A","Consumer Discretionary","US Equity","Common stocks","Micro cap","$160,789,181","4,915,237","Analyze"
"ARVL","Arrival","Consumer Discretionary","US Equity","Common stocks","Micro cap","$112,119,648","10,936,408","Analyze"
"CENN","Cenntro Electric Group Limited","Consumer Discretionary","US Equity","Common stocks","Micro cap","$106,874,858","2,115,939","Analyze"
"ELMS","Electric Last Mile Solutions, Inc. - Class A","Consumer Discretionary","US Equity","Common stocks","Micro cap","$88,109,488","5,320,555","Analyze"
"SOLO","Electrameccanica Vehicles Corp. Ltd.","Consumer Discretionary","US Equity","Common stocks","Micro cap","$62,093,118","805,660","Analyze"
"GP","GreenPower Motor Company Inc.","Consumer Discretionary","US Equity","Common stocks","Micro cap","$50,669,087","103,203","Analyze"
"VEV","Vicinity Motor Corp.","Consumer Discretionary","US Equity","Common stocks","Micro cap","$38,968,254","37,486","Analyze"
"SEV","Sono Group N.V.","Consumer Discretionary","US Equity","Common stocks","Micro cap","$36,221,646","1,283,803","Analyze"
"VLCN","Volcon, Inc.","Consumer Discretionary","US Equity","Common stocks","Micro cap","$33,897,480","78,086","Analyze"
"AYRO","AYRO, Inc.","Consumer Discretionary","US Equity","Common stocks","Micro cap","$21,101,695","97,378","Analyze"
