"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"NLY","Annaly Capital Management Inc","Financials","US Equity","Mortgage REITs","Mid cap","$9,057,837,892","6,537,789","Analyze"
"AGNC","AGNC Investment Corp","Financials","US Equity","Mortgage REITs","Mid cap","$5,538,004,568","13,817,617","Analyze"
"STWD","Starwood Property Trust Inc","Financials","US Equity","Mortgage REITs","Mid cap","$5,135,032,317","9,460,658","Analyze"
"NRZ","New Residential Investment Corp","Financials","US Equity","Mortgage REITs","Mid cap","$5,083,305,268","5,088,263","Analyze"
"NYMT","New York Mortgage Trust Inc","Financials","US Equity","Mortgage REITs","Mid cap","$3,177,432,708","2,130,552","Analyze"
"BXMT","Blackstone Mortgage Trust Inc.","Financials","US Equity","Mortgage REITs","Mid cap","$2,977,069,559","3,743,137","Analyze"
"ABR","Arbor Realty Trust Inc","Financials","US Equity","Mortgage REITs","Small cap","$1,949,234,079","5,457,185","Analyze"
"CMTG","Claros Mortgage Trust, Inc.","Financials","US Equity","Mortgage REITs","Small cap","$1,541,500,153","339,618","Analyze"
"TWO","Two Harbors Investment Corp","Financials","US Equity","Mortgage REITs","Small cap","$1,296,590,464","1,313,861","Analyze"
"ARI","Apollo Commercial Real Estate Finance","Financials","US Equity","Mortgage REITs","Small cap","$1,255,855,087","1,532,234","Analyze"
"CIM","Chimera Investment Corp","Financials","US Equity","Mortgage REITs","Small cap","$1,203,179,639","2,381,510","Analyze"
"LADR","Ladder Capital Corp Class A","Financials","US Equity","Mortgage REITs","Small cap","$1,136,070,072","1,104,463","Analyze"
"RC","Ready Capital Corp","Financials","US Equity","Mortgage REITs","Small cap","$1,054,172,143","2,257,483","Analyze"
"PMT","PennyMac Mortgage Investment Trust","Financials","US Equity","Mortgage REITs","Small cap","$988,480,230","970,960","Analyze"
"FBRT","Franklin BSP Realty Trust, Inc.","Financials","US Equity","REITs","Small cap","$927,493,904","425,554","Analyze"
"ARR","Armour Residential REIT Inc","Financials","US Equity","Mortgage REITs","Small cap","$923,390,243","7,459,812","Analyze"
"MFA","MFA Financial, Inc.","Financials","US Equity","Mortgage REITs","Small cap","$893,767,153","1,312,041","Analyze"
"KREF","KKR Real Estate Finance Inc Trust","Financials","US Equity","Mortgage REITs","Small cap","$714,442,414","731,609","Analyze"
"RWT","Redwood Trust Inc.","Financials","US Equity","Mortgage REITs","Small cap","$692,891,759","1,468,213","Analyze"
"DX","Dynex Capital Inc.","Financials","US Equity","Mortgage REITs","Small cap","$613,734,607","1,264,483","Analyze"
"BRMK","Broadmark Realty Capital Inc.","Financials","US Equity","Mortgage REITs","Small cap","$569,159,814","3,173,520","Analyze"
"TRTX","TPG RE Finance Trust","Financials","US Equity","Mortgage REITs","Small cap","$524,841,712","517,100","Analyze"
"ACRE","Ares Commercial Real Estate Corp","Financials","US Equity","Mortgage REITs","Small cap","$470,710,840","1,003,870","Analyze"
"IVR","Invesco Mortgage Capital","Financials","US Equity","Mortgage REITs","Small cap","$405,690,400","1,250,863","Analyze"
"ORC","Orchid Island Capital Inc","Financials","US Equity","Mortgage REITs","Small cap","$393,945,975","785,038","Analyze"
"GPMT","Granite Point Mortgage Trust Inc.","Financials","US Equity","Mortgage REITs","Micro cap","$254,757,778","2,319,762","Analyze"
"REFI","Chicago Atlantic Real Estate Finance, Inc.","Financials","US Equity","Mortgage REITs","Micro cap","$237,413,128","84,569","Analyze"
"AOMR","Angel Oak Mortgage, Inc.","Financials","US Equity","Mortgage REITs","Micro cap","$176,720,781","127,968","Analyze"
"SEVN","Seven Hills Realty Trust","Financials","US Equity","Common stocks","Micro cap","$150,453,735","21,579","Analyze"
"AJX","Great Ajax Corp","Financials","US Equity","Mortgage REITs","Micro cap","$144,801,863","142,857","Analyze"
"SACH","Sachem Capital Corp.","Financials","US Equity","Mortgage REITs","Micro cap","$142,377,024","274,144","Analyze"
"CHMI","Cherry Hill Mortgage Investment Corporation","Financials","US Equity","Mortgage REITs","Micro cap","$138,682,584","595,711","Analyze"
"MITT","AG Mortgage Investment Trust, Inc.","Financials","US Equity","Mortgage REITs","Micro cap","$110,501,218","201,361","Analyze"
"LFT","Lument Finance Trust, Inc.","Financials","US Equity","Mortgage REITs","Micro cap","$104,984,616","35,552","Analyze"
"EARN","Ellington Residential Mortgage REIT","Financials","US Equity","Mortgage REITs","Micro cap","$95,919,184","98,127","Analyze"
"ACR","ACRES Commercial Realty Corp.","Financials","US Equity","Mortgage REITs","Micro cap","$85,551,702","15,657","Analyze"
"AAIC","Arlington Asset Investment Corp Class A","Financials","US Equity","Mortgage REITs","Micro cap","$77,138,845","76,371","Analyze"
"LOAN","Manhattan Bridge Capital, Inc","Financials","US Equity","Mortgage REITs","Micro cap","$59,888,663","16,026","Analyze"
"WMC","Western Asset Mortgage Capital","Financials","US Equity","Mortgage REITs","Micro cap","$52,892,985","34,703","Analyze"
