"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"LIN","Linde Plc","Materials","US Equity","Common stocks","Large cap","$158,448,861,184","2,614,031","Analyze"
"SHW","Sherwin Williams","Materials","US Equity","Common stocks","Large cap","$53,948,477,392","1,568,980","Analyze"
"ECL","Ecolab Inc","Materials","US Equity","Common stocks","Large cap","$44,704,497,966","1,254,317","Analyze"
"PPG","PPG Industries Inc","Materials","US Equity","Common stocks","Large cap","$29,069,064,480","1,504,694","Analyze"
"LYB","Lyondellbasell Industries NV","Materials","US Equity","Common stocks","Large cap","$27,950,568,913","2,432,571","Analyze"
"ALB","Albemarle Corp","Materials","US Equity","Common stocks","Large cap","$25,294,440,891","1,739,406","Analyze"
"IFF","International Flavors & Fragrances","Materials","US Equity","Common stocks","Large cap","$21,300,203,486","2,232,473","Analyze"
"AVTR","Avantor, Inc.","Health Care","US Equity","Common stocks","Large cap","$14,176,802,496","7,710,360","Analyze"
"WLK","Westlake Chemical Corp","Materials","US Equity","Common stocks","Large cap","$13,641,804,980","547,619","Analyze"
"RPM","RPM International Inc","Materials","US Equity","Common stocks","Large cap","$10,719,636,839","702,588","Analyze"
"OLN","Olin Corp","Materials","US Equity","Common stocks","Mid cap","$6,696,579,164","1,780,863","Analyze"
"AXTA","Axalta Coating Systems Ltd","Materials","US Equity","Common stocks","Mid cap","$6,191,667,024","4,693,216","Analyze"
"ESI","Element Solutions Inc.","Materials","US Equity","Common stocks","Mid cap","$4,431,359,429","1,029,723","Analyze"
"CC","Chemours Company","Materials","US Equity","Common stocks","Mid cap","$4,223,094,102","1,433,630","Analyze"
"CBT","Cabot Corp","Materials","US Equity","Common stocks","Mid cap","$4,081,204,868","311,497","Analyze"
"BCPC","Balchem Corp","Materials","US Equity","Common stocks","Mid cap","$3,903,440,699","139,970","Analyze"
"LTHM","Livent Corporation","Materials","US Equity","Common stocks","Mid cap","$3,654,183,147","2,475,075","Analyze"
"FUL","H. B. Fuller","Materials","US Equity","Common stocks","Mid cap","$3,527,121,837","356,784","Analyze"
"AVNT","Avient Corporation","Materials","US Equity","Common stocks","Mid cap","$3,457,633,092","564,372","Analyze"
"NEU","Newmarket Corp","Materials","US Equity","Common stocks","Mid cap","$3,409,069,046","44,267","Analyze"
"KWR","Quaker Chemical Corp","Materials","US Equity","Common stocks","Mid cap","$3,300,077,532","83,682","Analyze"
"SXT","Sensient Technologies Corp","Materials","US Equity","Common stocks","Mid cap","$3,011,165,012","178,394","Analyze"
"NGVT","Ingevity Corp","Materials","US Equity","Common stocks","Mid cap","$2,584,303,973","369,919","Analyze"
"IOSP","Innospec Inc","Materials","US Equity","Common stocks","Mid cap","$2,456,493,317","136,572","Analyze"
"GCP","GCP Applied Technologies Inc","Materials","US Equity","Common stocks","Mid cap","$2,369,103,281","1,421,029","Analyze"
"WDFC","Wd-40","Consumer Staples","US Equity","Common stocks","Mid cap","$2,312,880,591","99,611","Analyze"
