"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"CSCO","Cisco Systems Inc","Information Technology","US Equity","Common stocks","Large cap","$203,685,293,554","22,670,535","Analyze"
"MSI","Motorola Solutions Inc","Information Technology","US Equity","Common stocks","Large cap","$44,849,779,039","729,757","Analyze"
"NOK","Nokia OYJ ADRs","Information Technology","US Equity","ADRs","Large cap","$25,908,568,850","17,898,118","Analyze"
"HPE","Hewlett Packard Enterprise","Information Technology","US Equity","Common stocks","Large cap","$18,492,050,744","15,226,991","Analyze"
"ERIC","Telefonaktiebolaget LM Ericsson ADRs of Class B","Information Technology","US Equity","ADRs","Large cap","$16,468,041,231","7,529,054","Analyze"
"UI","Ubiquiti Inc.","Information Technology","US Equity","Common stocks","Large cap","$16,051,449,686","41,435","Analyze"
"ZBRA","Zebra Technologies Corp","Information Technology","US Equity","Common stocks","Large cap","$14,843,119,253","268,246","Analyze"
"JNPR","Juniper Networks Inc","Information Technology","US Equity","Common stocks","Large cap","$10,405,588,423","3,507,319","Analyze"
"CIEN","Ciena Corp","Information Technology","US Equity","Common stocks","Mid cap","$7,323,744,609","2,423,580","Analyze"
"MAXR","Maxar Technologies Ltd.","Industrials","US Equity","Common stocks","Mid cap","$3,784,075,479","1,168,698","Analyze"
"LITE","Lumentum Holdings Inc","Information Technology","US Equity","Common stocks","Mid cap","$3,525,695,000","1,237,828","Analyze"
"PI","Impinj Inc","Information Technology","US Equity","Common stocks","Mid cap","$3,513,943,336","424,696","Analyze"
"VSAT","Viasat Inc","Information Technology","US Equity","Common stocks","Mid cap","$2,359,169,445","2,058,791","Analyze"
"VIAV","Viavi Solutions Inc","Information Technology","US Equity","Common stocks","Mid cap","$2,348,924,896","2,691,057","Analyze"
"EXTR","Extreme Networks Inc","Information Technology","US Equity","Common stocks","Mid cap","$2,290,404,448","1,733,354","Analyze"
"POLY","Plantronics, Inc.","Information Technology","US Equity","Common stocks","Small cap","$1,751,835,187","192,389","Analyze"
"INFN","Infinera Corp","Information Technology","US Equity","Common stocks","Small cap","$1,600,931,296","3,140,083","Analyze"
"HLIT","Harmonic Inc","Information Technology","US Equity","Common stocks","Small cap","$1,552,768,078","1,416,704","Analyze"
"KN","Knowles Corp","Information Technology","US Equity","Common stocks","Small cap","$1,469,974,355","676,132","Analyze"
"COMM","Commscope Holding Inc","Information Technology","US Equity","Common stocks","Small cap","$1,244,481,842","3,464,460","Analyze"
"ADTN","Adtran Inc","Information Technology","US Equity","Common stocks","Small cap","$1,230,565,212","537,721","Analyze"
"CRDO","Credo Technology Group Holding Ltd","Information Technology","US Equity","Common stocks","Small cap","$1,216,461,672","2,951,163","Analyze"
"DGII","Digi International Inc","Information Technology","US Equity","Common stocks","Small cap","$1,153,447,489","403,887","Analyze"
"SWIR","Sierra Wireless Inc","Information Technology","US Equity","Common stocks","Small cap","$804,880,896","1,080,796","Analyze"
"CLFD","Clearfield Inc","Information Technology","US Equity","Common stocks","Small cap","$689,297,314","551,488","Analyze"
