"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"SLB","Schlumberger Nv","Energy","US Equity","Common stocks","Large cap","$64,954,060,143","10,886,776","Analyze"
"BKR","Baker Hughes Company Class A","Energy","US Equity","Common stocks","Large cap","$27,029,849,255","7,489,282","Analyze"
"HAL","Halliburton","Energy","US Equity","Common stocks","Large cap","$26,599,223,551","10,419,887","Analyze"
"TS","Tenaris SA ADRs","Energy","US Equity","ADRs","Large cap","$16,610,153,198","2,056,632","Analyze"
"NOV","National Oilwell Varco Inc","Energy","US Equity","Common stocks","Mid cap","$6,784,199,867","5,048,579","Analyze"
"FTI","TechnipFMC PLC","Energy","US Equity","Common stocks","Mid cap","$5,542,828,656","6,458,039","Analyze"
"CHX","ChampionX Corporation","Energy","US Equity","Common stocks","Mid cap","$4,884,480,043","1,818,132","Analyze"
"VAL","Valaris Limited","Energy","US Equity","Common stocks","Mid cap","$4,689,045,082","1,843,740","Analyze"
"WFRD","Weatherford International plc","Energy","US Equity","Common stocks","Mid cap","$3,849,344,430","1,047,335","Analyze"
"WHD","Cactus Inc Class A","Energy","US Equity","Common stocks","Mid cap","$2,410,538,215","741,022","Analyze"
"TDW","Tidewater Inc.","Energy","US Equity","Common stocks","Mid cap","$2,079,311,298","1,038,606","Analyze"
"LBRT","Liberty Oilfield Services Inc. Class A","Energy","US Equity","Common stocks","Mid cap","$2,046,419,883","3,136,769","Analyze"
"USAC","USA Compression Partners LP","Energy","US Equity","MLPs","Small cap","$1,958,274,745","241,987","Analyze"
"XPRO","Expro Group Holdings N.V.","Energy","US Equity","Common stocks","Small cap","$1,920,397,739","922,278","Analyze"
"RES","RPC, Inc.","Energy","US Equity","Common stocks","Small cap","$1,661,701,352","1,577,597","Analyze"
"OII","Oceaneering International Inc","Energy","US Equity","Common stocks","Small cap","$1,645,408,769","1,185,857","Analyze"
"TH","Target Hospitality Corp.","Consumer Discretionary","US Equity","Common stocks","Small cap","$1,596,233,204","661,443","Analyze"
"AROC","Archrock Inc","Energy","US Equity","Common stocks","Small cap","$1,437,996,372","1,516,681","Analyze"
