"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"VMI","Valmont Inds Inc","Industrials","US Equity","Common stocks","Mid cap","$6,505,808,057","153,281","Analyze"
"ATI","Allegheny Technologies Inc","Materials","US Equity","Common stocks","Mid cap","$4,856,361,933","1,655,532","Analyze"
"MLI","Mueller Industries Inc","Industrials","US Equity","Common stocks","Mid cap","$4,108,061,261","675,014","Analyze"
"ESAB","ESAB Corporation","Industrials","US Equity","Common stocks","Mid cap","$3,403,402,741","402,964","Analyze"
"CRS","Carpenter Technology Corp","Materials","US Equity","Common stocks","Small cap","$1,952,010,570","442,480","Analyze"
"RYI","Ryerson Holding Corp","Materials","US Equity","Common stocks","Small cap","$1,256,174,141","399,203","Analyze"
"PRLB","Proto Labs Inc","Industrials","US Equity","Common stocks","Small cap","$851,342,334","252,055","Analyze"
"HAYN","Haynes International Inc","Materials","US Equity","Common stocks","Small cap","$602,858,560","117,972","Analyze"
"IIIN","Insteel Industries Inc","Industrials","US Equity","Common stocks","Small cap","$516,817,135","104,746","Analyze"
"NWPX","Northwest Pipe","Industrials","US Equity","Common stocks","Micro cap","$297,446,748","91,700","Analyze"
"MEC","Mayville Engineering Company, Inc.","Industrials","US Equity","Common stocks","Micro cap","$267,087,157","110,966","Analyze"
"CMPO","CompoSecure, Inc.  - Class A","Information Technology","US Equity","Common stocks","Micro cap","$133,559,657","248,789","Analyze"
"ALPP","Alpine 4 Holdings, Inc. - Class A","Industrials","US Equity","Common stocks","Micro cap","$83,359,112","459,596","Analyze"
"AP","Ampco Pittsburgh Corp","Materials","US Equity","Common stocks","Micro cap","$43,657,918","36,365","Analyze"
"SGBX","SG Blocks, Inc.","Industrials","US Equity","Common stocks","Micro cap","$9,591,964","28,786","Analyze"
"HIHO","Highway Holdings Limited","Industrials","US Equity","Common stocks","Micro cap","$8,756,840","10,567","Analyze"
