"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"NUE","Nucor Corp","Materials","US Equity","Common stocks","Large cap","$37,285,531,812","2,171,836","Analyze"
"MT","ArcelorMittal ADRs","Materials","US Equity","ADRs","Large cap","$24,771,791,766","2,913,241","Analyze"
"PKX","POSCO ADRs","Materials","US Equity","ADRs","Large cap","$21,342,395,603","249,465","Analyze"
"STLD","Steel Dynamics Inc","Materials","US Equity","Common stocks","Large cap","$18,444,603,288","3,063,643","Analyze"
"RS","Reliance Steel & Aluminum","Materials","US Equity","Common stocks","Large cap","$15,944,809,816","961,507","Analyze"
"CLF","Cleveland-Cliffs Inc.","Materials","US Equity","Common stocks","Mid cap","$9,085,995,916","10,717,413","Analyze"
"TX","Ternium S.A. ADRs","Materials","US Equity","ADRs","Mid cap","$7,850,575,311","365,639","Analyze"
"SIM","Grupo Simec ADRs of B Shares","Information Technology","US Equity","ADRs","Mid cap","$5,775,085,902","775","Analyze"
"X","United States Steel Corporation","Materials","US Equity","Common stocks","Mid cap","$5,679,910,425","9,118,136","Analyze"
"CMC","Commercial Metals","Materials","US Equity","Common stocks","Mid cap","$5,387,889,115","1,448,157","Analyze"
"GGB","Gerdau S.A. ADRs","Materials","US Equity","ADRs","Mid cap","$5,000,661,292","9,026,194","Analyze"
"SID","Companhia Siderurgica Nacional-CSN ADRs","Materials","US Equity","ADRs","Mid cap","$3,500,888,020","4,390,504","Analyze"
"WOR","Worthington Industries Inc","Materials","US Equity","Common stocks","Mid cap","$3,049,067,190","257,545","Analyze"
"SCHN","Schnitzer Steel Industries Inc Class A","Materials","US Equity","Common stocks","Small cap","$793,766,560","358,047","Analyze"
"TMST","Timkensteel Corp","Materials","US Equity","Common stocks","Small cap","$785,453,038","688,870","Analyze"
"ASTL","Algoma Steel Group Inc.","Materials","US Equity","Common stocks","Small cap","$780,901,845","1,719,942","Analyze"
"ZEUS","Olympic Steel Inc","Materials","US Equity","Common stocks","Small cap","$550,375,137","220,601","Analyze"
"MTL","Mechel PJSC ADRs","Materials","US Equity","ADRs","Small cap","$490,769,649","720,220","Analyze"
"SYNL","Synalloy Corp","Materials","US Equity","Common stocks","Micro cap","$135,987,173","25,457","Analyze"
"FRD","Friedman Industries Inc","Materials","US Equity","Common stocks","Micro cap","$81,721,515","44,520","Analyze"
"USAP","Universal Stainless And Alloy Prod","Materials","US Equity","Common stocks","Micro cap","$76,470,371","34,780","Analyze"
"HUDI","Huadi International Group Co., Ltd.","Materials","US Equity","Common stocks","Micro cap","$44,711,031","129,478","Analyze"
"ZKIN","Zk International Group Co., Ltd","Materials","US Equity","Common stocks","Micro cap","$21,578,987","23,158","Analyze"
