"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"ALLE","Allegion PLC","Industrials","US Equity","Common stocks","Mid cap","$8,986,202,168","948,169","Analyze"
"ADT","ADT Inc.","Consumer Discretionary","US Equity","Common stocks","Mid cap","$6,018,854,558","3,353,914","Analyze"
"MSA","MSA Safety Inc","Industrials","US Equity","Common stocks","Mid cap","$5,062,037,152","134,619","Analyze"
"BCO","Brinks","Industrials","US Equity","Common stocks","Mid cap","$2,831,981,468","209,039","Analyze"
"VVNT","Vivint Smart Home, Inc.","Consumer Discretionary","US Equity","Common stocks","Mid cap","$2,563,441,739","2,173,592","Analyze"
"VRRM","Verra Mobility Corporation - Class A","Information Technology","US Equity","Common stocks","Mid cap","$2,514,803,500","5,247,633","Analyze"
"REZI","Resideo Technologies, Inc.","Industrials","US Equity","Common stocks","Mid cap","$2,498,335,618","1,012,995","Analyze"
"BRC","Brady Corp Class A","Industrials","US Equity","Common stocks","Mid cap","$2,398,302,400","301,937","Analyze"
"NSSC","Napco Security Technologies Inc","Information Technology","US Equity","Common stocks","Small cap","$1,375,024,768","558,823","Analyze"
"ARLO","Arlo Technologies Inc.","Information Technology","US Equity","Common stocks","Small cap","$500,875,197","2,227,596","Analyze"
"EVLV","Evolv Technologies Holdings, Inc. - Class A","Information Technology","US Equity","Common stocks","Small cap","$404,946,013","1,145,362","Analyze"
"NL","Nl Industries Inc","Industrials","US Equity","Common stocks","Micro cap","$292,406,247","20,783","Analyze"
"CIX","Compx International Inc","Industrials","US Equity","Common stocks","Micro cap","$224,359,472","11,209","Analyze"
"GFAI","Guardforce AI Co., Limited","Industrials","US Equity","Common stocks","Micro cap","$190,343,745","243,015","Analyze"
"MG","Mistras Group Inc","Industrials","US Equity","Common stocks","Micro cap","$181,656,156","67,892","Analyze"
"SPCB","Supercom, Ltd.","Industrials","US Equity","Common stocks","Micro cap","$55,555,873","144,499","Analyze"
"SNT","Senstar Technologies Ltd.","Industrials","US Equity","Common stocks","Micro cap","$31,224,215","7,312","Analyze"
"KSCP","Knightscope, Inc. - Class A","Industrials","US Equity","Common stocks","Micro cap","$21,531,580","724,894","Analyze"
"IVDA","Iveda Solutions, Inc.","Information Technology","US Equity","Common stocks","Micro cap","$14,566,082","339,255","Analyze"
"APDN","Applied Dna Sciences Inc","Health Care","US Equity","Common stocks","Micro cap","$13,941,202","58,180","Analyze"
"VRME","VerifyMe Inc.","Information Technology","US Equity","Common stocks","Micro cap","$13,553,117","11,820","Analyze"
"DGLY","Digital Ally Inc","Information Technology","US Equity","Common stocks","Micro cap","$10,882,922","48,130","Analyze"
"BKYI","Bio-Key International Inc.","Industrials","US Equity","Common stocks","Micro cap","$6,822,483","14,295","Analyze"
"UUU","Universal Security Instruments Inc","Information Technology","US Equity","Common stocks","Micro cap","$5,157,738","14,089","Analyze"
"LGMK","LogicMark, Inc.","Health Care","US Equity","Common stocks","Micro cap","$2,961,533","737,162","Analyze"
