"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"V","Visa Inc Class A","Information Technology","US Equity","Common stocks","Large cap","$420,787,379,804","7,711,674","Analyze"
"MA","Mastercard Inc Class A","Information Technology","US Equity","Common stocks","Large cap","$335,135,859,510","3,168,082","Analyze"
"AXP","American Express","Financials","US Equity","Common stocks","Large cap","$121,104,161,489","3,824,441","Analyze"
"PYPL","Paypal Holdings Inc","Information Technology","US Equity","Common stocks","Large cap","$82,092,446,503","12,039,352","Analyze"
"COF","Capital One Financial Corp","Financials","US Equity","Common stocks","Large cap","$34,277,853,574","3,867,447","Analyze"
"DFS","Discover Financial Services","Financials","US Equity","Common stocks","Large cap","$24,268,369,096","2,728,546","Analyze"
"IX","Orix ADRs","Financials","US Equity","ADRs","Large cap","$20,266,347,368","24,440","Analyze"
"SYF","Synchrony Financial","Financials","US Equity","Common stocks","Large cap","$12,241,354,832","7,050,336","Analyze"
"ALLY","Ally Financial Inc","Financials","US Equity","Common stocks","Mid cap","$7,222,467,884","9,541,076","Analyze"
"SOFI","SoFi Technologies, Inc.","Financials","US Equity","Common stocks","Mid cap","$5,401,710,167","30,862,205","Analyze"
"CACC","Credit Acceptance Corp","Financials","US Equity","Common stocks","Mid cap","$5,155,685,295","102,604","Analyze"
"LU","Lufax Holding Ltd ADRs","Financials","US Equity","ADRs","Mid cap","$4,503,051,393","13,308,003","Analyze"
"FCFS","Firstcash Inc","Financials","US Equity","Common stocks","Mid cap","$4,272,395,921","271,276","Analyze"
"OMF","Onemain Holdings Inc","Financials","US Equity","Common stocks","Mid cap","$4,136,595,861","1,570,834","Analyze"
"WU","Western Union","Information Technology","US Equity","Common stocks","Mid cap","$4,054,995,404","17,727,465","Analyze"
"QFIN","360 Finance, Inc. ADRs","Financials","US Equity","ADRs","Mid cap","$2,924,248,810","1,341,073","Analyze"
"SLM","Sallie Mae","Financials","US Equity","Common stocks","Mid cap","$2,756,789,950","2,990,596","Analyze"
"NNI","Nelnet Inc Class A","Financials","US Equity","Common stocks","Mid cap","$2,387,824,321","66,940","Analyze"
"NAVI","Navient Corp","Financials","US Equity","Common stocks","Small cap","$1,976,670,482","1,328,417","Analyze"
"PRAA","PRA Group Inc","Financials","US Equity","Common stocks","Small cap","$1,548,290,168","310,549","Analyze"
"BFH","Bread Financial Holdings, Inc.","Financials","US Equity","Common stocks","Small cap","$1,400,224,863","909,123","Analyze"
"ENVA","Enova International Inc","Financials","US Equity","Common stocks","Small cap","$1,334,950,946","262,791","Analyze"
"NRDS","NerdWallet, Inc","Financials","US Equity","Common stocks","Small cap","$1,309,255,709","796,127","Analyze"
"AGM","Federal Agricultural Mortgage Corp Class C non-voting","Financials","US Equity","Common stocks","Small cap","$1,266,249,170","111,260","Analyze"
"AGM.A","Federal Agricultural Mortgage Corporation Class A","Financials","US Equity","Common stocks","Small cap","$1,266,249,170","409","Analyze"
"UPST","Upstart Holdings, Inc.","Financials","US Equity","Common stocks","Small cap","$1,105,227,706","5,031,542","Analyze"
"MGI","Moneygram International Inc","Information Technology","US Equity","Common stocks","Small cap","$1,013,611,272","2,848,618","Analyze"
"GDOT","Green Dot Corporation","Financials","US Equity","Common stocks","Small cap","$834,242,535","520,423","Analyze"
"PAYA","Paya Holdings Inc.","Information Technology","US Equity","Common stocks","Small cap","$788,469,824","1,126,832","Analyze"
"LC","LendingClub Corp","Financials","US Equity","Common stocks","Small cap","$716,157,301","2,192,279","Analyze"
"FINV","FinVolution Group ADRs","Financials","US Equity","ADRs","Small cap","$672,373,691","1,130,875","Analyze"
"WRLD","World Acceptance Corp","Financials","US Equity","Common stocks","Small cap","$487,762,371","84,485","Analyze"
"RWAY","Runway Growth Finance Corp.","Financials","US Equity","Common stocks","Small cap","$474,768,633","274,358","Analyze"
"EZPW","EZCORP, Inc. - Class A Non-Voting","Financials","US Equity","Common stocks","Small cap","$428,822,038","1,056,692","Analyze"
"ATLC","Atlanticus Holdings Corp","Financials","US Equity","Common stocks","Small cap","$359,653,332","23,397","Analyze"
"QIWI","QIWI plc ADRs","Information Technology","US Equity","ADRs","Small cap","$355,582,720","1,128,152","Analyze"
"LX","LexinFintech Holdings Ltd. ADRs","Financials","US Equity","ADRs","Small cap","$323,688,733","708,234","Analyze"
"RM","Regional Management Corp","Financials","US Equity","Common stocks","Micro cap","$238,556,385","53,467","Analyze"
"QD","Qudian Inc. ADRs of Class A","Financials","US Equity","ADRs","Micro cap","$228,670,194","546,222","Analyze"
"CPSS","Consumer Portfolio Services Inc","Financials","US Equity","Common stocks","Micro cap","$196,315,805","46,502","Analyze"
"MFIN","Medallion Financial","Financials","US Equity","Common stocks","Micro cap","$178,396,745","65,259","Analyze"
"YRD","Yirendai Limited ADRs","Financials","US Equity","ADRs","Micro cap","$174,094,928","40,281","Analyze"
"OPRT","Oportun Financial Corporation","Financials","US Equity","Common stocks","Micro cap","$125,324,441","1,066,063","Analyze"
"BTBT","Golden Bull Limited","Information Technology","US Equity","Common stocks","Micro cap","$117,950,474","1,693,253","Analyze"
"XYF","X Financial ADRs of Class A","Financials","US Equity","ADRs","Micro cap","$114,215,519","12,596","Analyze"
"SNFCA","Security National Financial Corp Class A","Financials","US Equity","Common stocks","Micro cap","$112,305,240","17,275","Analyze"
"FOA","Finance of America Companies Inc. Class A","Financials","US Equity","Common stocks","Micro cap","$86,180,352","70,100","Analyze"
"NICK","Nicholas Financial Inc","Financials","US Equity","Common stocks","Micro cap","$66,167,000","9,332","Analyze"
"CURO","Curo Group Holdings Corp.","Financials","US Equity","Common stocks","Micro cap","$62,887,352","215,247","Analyze"
"ELVT","Elevate Credit Inc","Financials","US Equity","Common stocks","Micro cap","$58,518,005","1,362,941","Analyze"
"SNTG","Sentage Holdings Inc.","Financials","US Equity","Common stocks","Micro cap","$37,284,800","4,000","Analyze"
"SUNL","Sunlight Financial Holdings, Inc. Class A","Financials","US Equity","Common stocks","Micro cap","$28,102,417","499,999","Analyze"
"JT","Jianpu Technology Inc.  ADRs of Class A","Financials","US Equity","ADRs","Micro cap","$27,976,086","13,493","Analyze"
"LYL","Dragon Victory International Limited","Financials","US Equity","Common stocks","Micro cap","$11,808,625","60,556","Analyze"
"LMFA","Lm Funding America Inc","Financials","US Equity","Common stocks","Micro cap","$10,446,013","246,979","Analyze"
"PT","Pintec Technology Holdings Limited ADRs of Class A","Information Technology","US Equity","ADRs","Micro cap","$8,384,360","37,765","Analyze"
"AIHS","Senmiao Technology Limited","Financials","US Equity","Common stocks","Micro cap","$6,885,271","52,991","Analyze"
"DXF","Dunxin Financial Holdings Limited ADRs","Financials","US Equity","ADRs","Micro cap","$2,854,185","114,656","Analyze"
