"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"AWK","American Water Works Inc","Utilities","US Equity","Common stocks","Large cap","$24,878,463,982","1,981,186","Analyze"
"WTRG","Essential Utilities, Inc.","Utilities","US Equity","Common stocks","Large cap","$10,746,615,582","1,777,464","Analyze"
"SBS","SABESP ADRs","Health Care","US Equity","ADRs","Mid cap","$6,178,929,216","1,762,755","Analyze"
"ZWS","Zurn Water Solutions Corporation","Industrials","US Equity","Common stocks","Mid cap","$3,484,428,466","1,331,599","Analyze"
"AWR","American States Water","Utilities","US Equity","Common stocks","Mid cap","$3,098,424,020","210,455","Analyze"
"CWT","California Water Service Group","Utilities","US Equity","Common stocks","Mid cap","$3,028,581,295","306,936","Analyze"
"SJW","SJW Group","Utilities","US Equity","Common stocks","Mid cap","$2,249,949,108","334,344","Analyze"
"MSEX","Middlesex Water","Utilities","US Equity","Common stocks","Small cap","$1,314,163,530","146,956","Analyze"
"YORW","York Water","Utilities","US Equity","Common stocks","Small cap","$610,913,702","79,673","Analyze"
"ARTNA","Artesian Resources Corp Class A","Utilities","US Equity","Common stocks","Small cap","$444,256,239","64,425","Analyze"
"GWRS","Global Water Resources Inc","Utilities","US Equity","Common stocks","Micro cap","$289,555,788","31,179","Analyze"
"VWTR","Vidler Water Resouces, Inc.","Industrials","US Equity","Common stocks","Micro cap","$288,223,424","229,710","Analyze"
"ARIS","Aris Water Solutions, Inc.","Industrials","US Equity","Common stocks","Micro cap","$239,380,085","397,795","Analyze"
"CDZI","Cadiz Inc","Utilities","US Equity","Common stocks","Micro cap","$222,505,872","297,024","Analyze"
"PCYO","Pure Cycle Corp","Utilities","US Equity","Common stocks","Micro cap","$218,518,336","152,817","Analyze"
"CWCO","Consolidated Water Ltd","Utilities","US Equity","Common stocks","Micro cap","$212,010,204","121,214","Analyze"
