"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"AQUA","Evoqua Water Technologies Corp.","Industrials","US Equity","Common stocks","Mid cap","$5,645,000,361","1,245,621","Analyze"
"FSS","Federal Signal Corp","Industrials","US Equity","Common stocks","Mid cap","$3,086,944,478","536,621","Analyze"
"ERII","Energy Recovery Inc","Industrials","US Equity","Common stocks","Small cap","$1,210,004,821","534,188","Analyze"
"PCT","PureCycle Technologies, Inc.","Materials","US Equity","Common stocks","Small cap","$967,296,337","4,456,113","Analyze"
"PCTTU","PureCycle Technologies Inc - Units (1 Ord Class A & 3/4 War)","Materials","US Equity","Units","Small cap","$967,296,337","10,047","Analyze"
"SCWO","374Water, Inc","Industrials","US Equity","Common stocks","Small cap","$547,582,171","434,664","Analyze"
"CECE","Ceco Environmental Corp","Industrials","US Equity","Common stocks","Small cap","$401,915,773","201,410","Analyze"
"ADES","Advanced Emissions Solutions","Materials","US Equity","Common stocks","Micro cap","$52,843,629","76,639","Analyze"
"AERC","AeroClean Technologies, Inc.","Industrials","US Equity","Common stocks","Micro cap","$51,139,876","63,608","Analyze"
"FTEK","Fuel Tech Inc","Industrials","US Equity","Common stocks","Micro cap","$36,658,519","101,709","Analyze"
"CLIR","Clearsign Combustion Corp","Information Technology","US Equity","Common stocks","Micro cap","$30,729,377","16,109","Analyze"
"LIQT","Liqtech International Inc","Industrials","US Equity","Common stocks","Micro cap","$21,503,934","46,124","Analyze"
"TOMZ","TOMI Environmental Solutions Inc.","Industrials","US Equity","Common stocks","Micro cap","$12,687,331","54,335","Analyze"
"CLWT","Euro Tech Holdings Company Limited","Industrials","US Equity","Common stocks","Micro cap","$9,510,522","4,516","Analyze"
"RENO","Renovare Environmental, Inc.","Industrials","US Equity","Common stocks","Micro cap","$36,299","1,772","Analyze"
