"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"CRM","Salesforce.Com Inc","Information Technology","US Equity","Common stocks","Large cap","$187,440,000,000","11,020,844","Analyze"
"SAP","SAP SE ADRs","Information Technology","US Equity","ADRs","Large cap","$152,015,113,668","806,519","Analyze"
"INTU","Intuit Inc","Information Technology","US Equity","Common stocks","Large cap","$121,333,509,941","1,923,488","Analyze"
"NOW","Servicenow Inc","Information Technology","US Equity","Common stocks","Large cap","$89,415,410,000","1,400,306","Analyze"
"UBER","Uber Technologies, Inc.","Industrials","US Equity","Common stocks","Large cap","$58,023,050,421","22,550,555","Analyze"
"CDNS","Cadence Design Systems Inc","Information technology","US Equity","Common stocks","Large cap","$56,498,580,000","2,381,440","Analyze"
"SHOP","Shopify Inc. Class A","Information Technology","US Equity","Common stocks","Large cap","$54,490,100,000","16,275,077","Analyze"
"SNOW","Snowflake Inc. Class A","Information Technology","US Equity","Common stocks","Large cap","$45,207,312,000","7,070,067","Analyze"
"ADSK","Autodesk Inc","Information Technology","US Equity","Common stocks","Large cap","$43,201,392,680","1,757,804","Analyze"
"WDAY","Workday Inc","Information Technology","US Equity","Common stocks","Large cap","$38,172,120,000","2,242,496","Analyze"
"ANSS","Ansys Inc","Information Technology","US Equity","Common stocks","Large cap","$27,401,575,289","736,363","Analyze"
"TTD","Trade Desk Inc Class A","Communication Services","US Equity","Common stocks","Large cap","$26,875,170,138","3,867,100","Analyze"
"TEAM","Atlassian Plc Class A","Information Technology","US Equity","Common stocks","Large cap","$23,010,025,428","2,892,055","Analyze"
"DDOG","Datadog, Inc. - Class A","Information Technology","US Equity","Common stocks","Large cap","$19,831,078,844","5,480,265","Analyze"
"HUBS","Hubspot Inc","Information Technology","US Equity","Common stocks","Large cap","$19,619,092,048","610,505","Analyze"
"FICO","Fair Isaac Corp","Information Technology","US Equity","Common stocks","Large cap","$17,126,629,920","582,719","Analyze"
"PAYC","Paycom Software Inc","Information Technology","US Equity","Common stocks","Large cap","$16,422,496,969","506,255","Analyze"
"PTC","PTC Inc","Information Technology","US Equity","Common stocks","Large cap","$14,189,219,096","891,897","Analyze"
"SSNC","SS&C Technologies Holdings, Inc.","Information Technology","US Equity","Common stocks","Large cap","$13,521,416,427","1,389,197","Analyze"
"TYL","Tyler Technologies Inc","Information Technology","US Equity","Common stocks","Large cap","$13,488,808,764","307,278","Analyze"
"NICE","Nice Ltd ADRs","Information Technology","US Equity","ADRs","Large cap","$13,409,622,411","290,535","Analyze"
"AZPN","Aspen Technology Inc","Information Technology","US Equity","Common stocks","Large cap","$13,261,270,229","293,969","Analyze"
"CTXS","Citrix Systems Inc","Information Technology","US Equity","Common stocks","Large cap","$12,565,596,160","6,631,341","Analyze"
"COIN","Coinbase Class A","Financials","US Equity","Common stocks","Large cap","$12,171,499,263","21,937,026","Analyze"
"BSY","Bentley Systems, Inc Class B","Information Technology","US Equity","Common stocks","Large cap","$11,507,344,062","1,036,595","Analyze"
"DOCU","Docusign Inc.","Information Technology","US Equity","Common stocks","Large cap","$11,503,452,007","4,007,440","Analyze"
"DT","Dynatrace, Inc.","Information Technology","US Equity","Common stocks","Large cap","$11,391,533,881","2,351,595","Analyze"
"U","Unity Software Inc.","Information Technology","US Equity","Common stocks","Large cap","$10,931,815,299","9,171,925","Analyze"
"CDAY","Ceridian HCM Holding Inc.","Information Technology","US Equity","Common stocks","Large cap","$10,551,351,506","1,065,249","Analyze"
"PCTY","Paylocity Holding Corp","Information Technology","US Equity","Common stocks","Large cap","$10,085,953,500","568,974","Analyze"
"OTEX","Open Text Corporation","Information technology","US Equity","Common stocks","Large cap","$10,072,065,172","819,060","Analyze"
"DIDI","DiDi Global Inc. ADRs of Class A","Industrials","US Equity","ADRs","Large cap","$10,040,950,478","7,148,279","Analyze"
"ZEN","Zendesk Inc","Information Technology","US Equity","Common stocks","Mid cap","$9,625,961,557","3,637,904","Analyze"
"ZI","ZoomInfo Technologies Inc. - Class A","Communication Services","US Equity","Common stocks","Mid cap","$9,416,289,600","5,364,304","Analyze"
