"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"KEYS","Keysight Technologies Inc","Information Technology","US Equity","Common stocks","Large cap","$27,868,022,452","1,293,425","Analyze"
"FTV","Fortive Corp","Industrials","US Equity","Common stocks","Large cap","$22,791,917,467","2,063,928","Analyze"
"TDY","Teledyne Technologies Inc","Information Technology","US Equity","Common stocks","Large cap","$19,659,053,817","192,144","Analyze"
"GRMN","Garmin Ltd","Consumer Discretionary","US Equity","Common stocks","Large cap","$18,196,373,143","897,618","Analyze"
"TRMB","Trimble Inc","Information Technology","US Equity","Common stocks","Large cap","$12,024,078,127","1,664,301","Analyze"
"CGNX","Cognex Corp","Information Technology","US Equity","Common stocks","Mid cap","$8,496,302,119","900,701","Analyze"
"ST","Sensata Technologies Holding Nv","Industrials","US Equity","Common stocks","Mid cap","$7,138,096,829","812,934","Analyze"
"MKSI","MKS Instruments Inc","Information Technology","US Equity","Common stocks","Mid cap","$5,737,555,999","790,651","Analyze"
"NOVT","Novanta Inc","Information Technology","US Equity","Common stocks","Mid cap","$5,327,202,757","162,142","Analyze"
"COHR","Coherent Inc","Information Technology","US Equity","Common stocks","Mid cap","$4,817,835,457","1,437,234","Analyze"
"IIVI","Ii Vi Inc","Information Technology","US Equity","Common stocks","Mid cap","$4,817,835,457","11,513","Analyze"
"VNT","Vontier Corporation","Information Technology","US Equity","Common stocks","Mid cap","$3,961,825,043","1,300,240","Analyze"
"ITRI","Itron Inc","Information Technology","US Equity","Common stocks","Mid cap","$2,331,059,021","389,754","Analyze"
"ESE","Esco Technologies Inc","Industrials","US Equity","Common stocks","Mid cap","$2,288,153,734","106,317","Analyze"
"MLAB","Mesa Laboratories Inc","Health Care","US Equity","Common stocks","Small cap","$906,123,031","51,788","Analyze"
"VPG","Vishay Precision Group Inc","Information Technology","US Equity","Common stocks","Small cap","$501,706,272","71,135","Analyze"
"FARO","Faro Technologies Inc","Information Technology","US Equity","Common stocks","Small cap","$434,953,230","192,382","Analyze"
"MVIS","Microvision Inc","Information Technology","US Equity","Common stocks","Small cap","$370,977,282","2,173,408","Analyze"
"VLDR","Velodyne Lidar, Inc.","Information Technology","US Equity","Common stocks","Small cap","$334,810,752","1,556,325","Analyze"
"CYBE","Cyberoptics Corp","Information Technology","US Equity","Common stocks","Small cap","$312,805,472","273,006","Analyze"
"LUNA","Luna Innovations Inc","Information Technology","US Equity","Common stocks","Micro cap","$200,524,638","487,401","Analyze"
"FCUV","Focus Universal Inc","Information Technology","US Equity","Common stocks","Micro cap","$192,406,644","69,545","Analyze"
"SATL","Satellogic Inc. - Class A","Information Technology","US Equity","Common stocks","Micro cap","$174,860,375","64,361","Analyze"
"BKSY","BlackSky Technology Inc. Class A","Industrials","US Equity","Common stocks","Micro cap","$162,628,762","1,066,765","Analyze"
"GNSS","LRAD Corporation","Information Technology","US Equity","Common stocks","Micro cap","$114,310,986","19,834","Analyze"
"QNGY","Quanergy Systems, Inc.","Information Technology","US Equity","Common stocks","Micro cap","$104,745,464","4,758,851","Analyze"
"SOTK","Sono-Tek Corporation","Information Technology","US Equity","Common stocks","Micro cap","$79,812,315","4,271","Analyze"
"WRAP","Wrap Technologies, Inc.","Information Technology","US Equity","Common stocks","Micro cap","$69,311,567","92,622","Analyze"
"ZEPP","Zepp Health Corporation ADRs","Information Technology","US Equity","ADRs","Micro cap","$46,794,466","30,945","Analyze"
"WATT","Energous Corp","Industrials","US Equity","Common stocks","Micro cap","$42,125,964","360,409","Analyze"
"SOBR","SOBR Safe, Inc.","Information Technology","US Equity","Common stocks","Micro cap","$24,581,220","417,417","Analyze"
"AATC","Autoscope Technologies Corporation","Information Technology","US Equity","Common stocks","Micro cap","$22,005,980","3,706","Analyze"
"ELSE","Electro Sensors Inc","Information Technology","US Equity","Common stocks","Micro cap","$15,254,693","6,443","Analyze"
"BNSO","Bonso Electronics International Inc.","Information Technology","US Equity","Common stocks","Micro cap","$14,911,564","5,947","Analyze"
"SLNH","Soluna Holdings, Inc.","Information Technology","US Equity","Common stocks","Micro cap","$6,680,979","298,767","Analyze"
"MIND","Mitcham Industries Inc","Energy","US Equity","Common stocks","Micro cap","$6,305,590","40,035","Analyze"
"SMIT","Schmitt Industries Inc","Information Technology","US Equity","Common stocks","Micro cap","$50,338","21,627","Analyze"
