"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"HD","Home Depot Inc","Consumer Discretionary","US Equity","Common stocks","Large cap","$288,156,017,708","4,701,842","Analyze"
"LOW","Lowes Companies Inc","Consumer Discretionary","US Equity","Common stocks","Large cap","$117,740,690,554","3,660,808","Analyze"
"FND","Floor Decor Holdings Inc","Consumer Discretionary","US Equity","Common stocks","Mid cap","$9,786,167,479","1,418,581","Analyze"
"LESL","Leslies, Inc.","Consumer Discretionary","US Equity","Common stocks","Small cap","$1,965,166,869","4,121,408","Analyze"
"HVT","Haverty Furniture Companies Inc","Consumer Discretionary","US Equity","Common stocks","Small cap","$500,124,780","222,013","Analyze"
"HVT.A","Haverty Furniture Companies Inc Class A","Consumer Discretionary","US Equity","Common stocks","Small cap","$500,124,780","467","Analyze"
"ARHS","Arhaus, Inc.","Consumer Discretionary","US Equity","Common stocks","Small cap","$440,524,173","1,685,555","Analyze"
"GRWG","GrowGeneration Corp.","Consumer Discretionary","US Equity","Common stocks","Micro cap","$204,328,583","1,088,804","Analyze"
"TTSH","Tile Shop Holdings, Inc.","Consumer Discretionary","US Equity","Common stocks","Micro cap","$200,965,319","138,416","Analyze"
"LL","Lumber Liquidators Holdings Inc","Consumer Discretionary","US Equity","Common stocks","Micro cap","$99,475,350","925,758","Analyze"
