"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"KEX","Kirby Corp","Industrials","US Equity","Common stocks","Mid cap","$4,001,800,200","342,783","Analyze"
"SBLK","Star Bulk Carriers Corp.","Industrials","US Equity","Common stocks","Mid cap","$2,171,320,052","1,637,263","Analyze"
"MATX","Matson Inc","Industrials","US Equity","Common stocks","Mid cap","$2,139,999,223","347,203","Analyze"
"INSW","International Seaways Inc","Energy","US Equity","Common stocks","Mid cap","$2,093,552,022","854,930","Analyze"
"GOGL","Golden Ocean Group Ltd","Industrials","US Equity","Common stocks","Small cap","$1,884,564,837","1,949,992","Analyze"
"SFL","Ship Finance International Ltd","Energy","US Equity","Common stocks","Small cap","$1,280,314,479","871,358","Analyze"
"CMRE","Costamare Inc","Industrials","US Equity","Common stocks","Small cap","$1,117,266,999","618,856","Analyze"
"DAC","Danaos Corporation","Industrials","US Equity","Common stocks","Small cap","$1,078,534,206","131,660","Analyze"
"SHIP","Seanergy Maritime Holdings Corp","Industrials","US Equity","Common stocks","Small cap","$842,435,435","291,028","Analyze"
"NAT","Nordic American Tankers Ltd","Energy","US Equity","Common stocks","Small cap","$779,640,520","4,339,366","Analyze"
"NMM","Navios Maritime Partners LP","Industrials","US Equity","Common stocks","Small cap","$718,388,434","148,846","Analyze"
"GSL","Global Ship Lease Inc New Class A","Industrials","US Equity","Common stocks","Small cap","$674,020,396","638,344","Analyze"
"GNK","Genco Shipping And Trading Ltd","Industrials","US Equity","Common stocks","Small cap","$651,838,587","1,333,631","Analyze"
"EGLE","Eagle Bulk Shipping Inc","Industrials","US Equity","Common stocks","Small cap","$640,741,693","519,363","Analyze"
"ASC","Ardmore Shipping Corp","Energy","US Equity","Common stocks","Small cap","$596,560,459","1,036,204","Analyze"
"SB","Safe Bulkers Inc","Industrials","US Equity","Common stocks","Small cap","$431,824,978","1,166,939","Analyze"
"NETI","Eneti Inc.","Industrials","US Equity","Common stocks","Small cap","$380,720,734","328,902","Analyze"
"DSX","Diana Shipping Inc.","Industrials","US Equity","Common stocks","Small cap","$340,489,364","794,632","Analyze"
"PANL","Pangaea Logistics Solutions Ltd","Industrials","US Equity","Common stocks","Micro cap","$261,426,319","315,130","Analyze"
"CPLP","Capital Product Partners LP","Energy","US Equity","MLPs","Micro cap","$248,023,191","103,089","Analyze"
"GRIN","Grindrod Shipping Holdings Ltd.","Industrials","US Equity","Common stocks","Micro cap","$214,850,336","117,085","Analyze"
"SMHI","Seacor Marine Holdings Inc","Energy","US Equity","Common stocks","Micro cap","$195,679,340","69,519","Analyze"
"KNOP","KNOT Offshore Partners LP","Energy","US Equity","MLPs","Micro cap","$169,804,730","400,044","Analyze"
"ESEA","Euroseas Ltd.","Industrials","US Equity","Common stocks","Micro cap","$129,301,463","51,928","Analyze"
"GASS","StealthGas Inc.","Industrials","US Equity","Common stocks","Micro cap","$98,179,605","182,786","Analyze"
"CTRM","Castor Maritime Inc.","Industrials","US Equity","Common stocks","Micro cap","$66,756,878","735,513","Analyze"
"PXS","Pyxis Tankers Inc.","Industrials","US Equity","Common stocks","Micro cap","$51,902,284","95,555","Analyze"
"EDRY","Eurodry Ltd.","Industrials","US Equity","Common stocks","Micro cap","$50,673,771","14,681","Analyze"
"PSHG","Performance Shipping Inc.","Industrials","US Equity","Common stocks","Micro cap","$48,582,690","1,364,019","Analyze"
"NM","Navios Maritime Inc","Industrials","US Equity","Common stocks","Micro cap","$30,681,334","115,830","Analyze"
"GLBS","Globus Maritime Limited","Industrials","US Equity","Common stocks","Micro cap","$21,199,770","108,488","Analyze"
"OP","OceanPal Inc.","Industrials","US Equity","Common stocks","Micro cap","$8,993,236","558,237","Analyze"
"TOPS","Top Ships Inc.","Industrials","US Equity","Common stocks","Micro cap","$3,084,068","6,647,771","Analyze"
