"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"UPS","United Parcel Service Inc Class B","Industrials","US Equity","Common stocks","Large cap","$160,260,685,496","4,466,479","Analyze"
"FDX","FedEx Corporation","Industrials","US Equity","Common stocks","Large cap","$54,523,262,174","2,881,273","Analyze"
"ZTO","ZTO Express ADRs of Class A","Industrials","US Equity","ADRs","Large cap","$17,718,859,220","4,293,079","Analyze"
"JBHT","JB Hunt Transport Services Inc","Industrials","US Equity","Common stocks","Large cap","$17,221,729,941","819,147","Analyze"
"EXPD","Expeditors International Of Washington","Industrials","US Equity","Common stocks","Large cap","$16,149,938,390","1,751,634","Analyze"
"CHRW","C.H. Robinson Worldwide, Inc.","Industrials","US Equity","Common stocks","Large cap","$10,899,477,403","1,575,453","Analyze"
"LSTR","Landstar System Inc","Industrials","US Equity","Common stocks","Mid cap","$6,209,965,665","246,284","Analyze"
"XPO","XPO Logistics Inc","Industrials","US Equity","Common stocks","Mid cap","$3,534,391,831","1,666,955","Analyze"
"FWRD","Forward Air Corp","Industrials","US Equity","Common stocks","Mid cap","$2,677,640,124","193,257","Analyze"
"HUBG","Hub Group Inc Class A","Industrials","US Equity","Common stocks","Mid cap","$2,669,974,126","283,359","Analyze"
"ATSG","Air Transport Services Group Inc","Industrials","US Equity","Common stocks","Small cap","$1,431,007,587","831,557","Analyze"
"CYRX","Cryoport Inc","Health Care","US Equity","Common stocks","Small cap","$1,046,952,973","372,698","Analyze"
"RLGT","Radiant Logistic Inc","Industrials","US Equity","Common stocks","Micro cap","$254,878,844","114,533","Analyze"
"STCN","Steel Connect Inc","Information Technology","US Equity","Common stocks","Micro cap","$66,255,202","77,483","Analyze"
"AIRT","Air T Inc","Industrials","US Equity","Common stocks","Micro cap","$63,442,350","1,981","Analyze"
"ATXG","Addentax Group Corp.","Unknown","US Equity","Common stocks","Micro cap","$36,160,218","58,920","Analyze"
"SGLY","Singularity Future Technology Ltd.","Industrials","US Equity","Common stocks","Micro cap","$13,300,460","34,542","Analyze"
