"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"DLR","Digital Realty Trust, Inc","Real Estate","US Equity","REITs","Large cap","$27,239,078,580","2,733,486","Analyze"
"ARE","Alexandria Real Estate Equities, Inc","Real Estate","US Equity","REITs","Large cap","$20,088,487,317","1,874,981","Analyze"
"BXP","Boston Properties, Inc","Real Estate","US Equity","REITs","Mid cap","$7,428,691,394","2,305,055","Analyze"
"KRC","Kilroy Realty Corporation","Real Estate","US Equity","REITs","Mid cap","$3,232,775,908","1,759,634","Analyze"
"CUZ","Cousins Properties Incorporated","Real Estate","US Equity","REITs","Mid cap","$2,806,357,463","2,597,946","Analyze"
"VNO","Vornado Realty Trust","Real Estate","US Equity","REITs","Mid cap","$2,486,594,765","6,001,419","Analyze"
"OFC","Corporate Office Properties Trust","Real Estate","US Equity","REITs","Mid cap","$2,462,041,647","799,372","Analyze"
"EQC","Equity Commonwealth","Real Estate","US Equity","REITs","Mid cap","$2,176,977,984","2,128,912","Analyze"
"HIW","Highwoods Properties, Inc","Real Estate","US Equity","REITs","Mid cap","$2,085,279,206","1,472,843","Analyze"
"DEI","Douglas Emmett, Inc","Real Estate","US Equity","REITs","Small cap","$1,905,776,953","3,710,467","Analyze"
"JBGS","JBG Smith Properties","Real Estate","US Equity","REITs","Small cap","$1,552,975,704","4,012,176","Analyze"
"WRE","Washington Real Estate Investment Trust","Real Estate","US Equity","REITs","Small cap","$1,535,659,904","364,537","Analyze"
"SLG","SL Green Realty Corp","Real Estate","US Equity","REITs","Small cap","$1,284,735,560","4,855,473","Analyze"
"GNL","Global Net Lease, Inc","Real Estate","US Equity","REITs","Small cap","$1,224,785,295","917,453","Analyze"
"DEA","Easterly Government Properties, Inc","Real Estate","US Equity","REITs","Small cap","$1,127,128,570","1,143,745","Analyze"
"PGRE","Paramount Group, Inc","Real Estate","US Equity","REITs","Small cap","$878,779,481","3,204,736","Analyze"
"PDM","Piedmont Office Realty Trust, Inc","Real Estate","US Equity","REITs","Small cap","$807,388,483","1,805,039","Analyze"
"HPP","Hudson Pacific Properties, Inc","Real Estate","US Equity","REITs","Small cap","$773,027,377","4,887,150","Analyze"
"BDN","Brandywine Realty Trust","Real Estate","US Equity","REITs","Small cap","$709,235,413","3,317,526","Analyze"
"OPI","Office Properties Income Trust","Real Estate","US Equity","REITs","Small cap","$531,776,928","1,007,096","Analyze"
"ONL","Orion Office REIT Inc.","Real Estate","US Equity","REITs","Small cap","$321,143,357","1,217,600","Analyze"
"PSTL","Postal Realty Trust, Inc. Class A","Real Estate","US Equity","Common stocks","Micro cap","$279,502,193","111,739","Analyze"
"CIO","City Office REIT, Inc","Real Estate","US Equity","REITs","Micro cap","$240,030,091","428,894","Analyze"
"FSP","Franklin Street Properties Corp","Real Estate","US Equity","REITs","Micro cap","$162,080,385","4,093,005","Analyze"
"CMCT","CIM Commercial Trust Corporation","Real Estate","US Equity","REITs","Micro cap","$95,639,153","44,122","Analyze"
"NYC","New York City REIT, Inc. Class A","Real Estate","US Equity","REITs","Micro cap","$16,412,955","6,918","Analyze"
