"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"APTV","Aptiv Plc","Consumer Discretionary","US Equity","Common stocks","Large cap","$29,191,755,330","1,762,946","Analyze"
"MGA","Magna International","Consumer Discretionary","US Equity","Common stocks","Large cap","$14,604,444,545","1,005,024","Analyze"
"LKQ","LKQ Corp","Consumer Discretionary","US Equity","Common stocks","Large cap","$14,318,709,068","2,550,724","Analyze"
"BWA","BorgWarner Inc","Consumer Discretionary","US Equity","Common stocks","Large cap","$10,899,070,919","2,069,695","Analyze"
"LEA","Lear Corp","Consumer Discretionary","US Equity","Common stocks","Mid cap","$8,075,996,297","701,323","Analyze"
"ALV","Autoliv Inc","Consumer Discretionary","US Equity","Common stocks","Mid cap","$7,583,839,622","1,911,927","Analyze"
"GNTX","Gentex Corp","Consumer Discretionary","US Equity","Common stocks","Mid cap","$6,231,471,577","1,345,679","Analyze"
"VC","Visteon Corp","Consumer Discretionary","US Equity","Common stocks","Mid cap","$4,357,060,465","380,251","Analyze"
"ALSN","Allison Transmission Holdings Inc","Industrials","US Equity","Common stocks","Mid cap","$3,929,038,506","723,693","Analyze"
"ADNT","Adient PLC","Consumer Discretionary","US Equity","Common stocks","Mid cap","$3,586,478,820","878,627","Analyze"
"GT","Goodyear Tire & Rubber","Consumer Discretionary","US Equity","Common stocks","Mid cap","$2,852,463,999","4,773,579","Analyze"
"QS","QuantumScape Corporation Class A","Consumer Discretionary","US Equity","Common stocks","Mid cap","$2,718,287,119","4,997,250","Analyze"
"MTOR","Meritor Inc","Industrials","US Equity","Common stocks","Mid cap","$2,586,229,364","2,543,288","Analyze"
"DORM","Dorman Products Inc","Consumer Discretionary","US Equity","Common stocks","Mid cap","$2,554,651,755","183,752","Analyze"
"DAN","Dana Incorporated Inc","Consumer Discretionary","US Equity","Common stocks","Small cap","$1,980,199,395","1,210,714","Analyze"
"THRM","Gentherm Inc","Consumer Discretionary","US Equity","Common stocks","Small cap","$1,905,862,960","198,529","Analyze"
"XPEL","XPEL, Inc.","Consumer Discretionary","US Equity","Common stocks","Small cap","$1,740,916,675","265,793","Analyze"
"TEN","Tenneco Inc","Consumer Discretionary","US Equity","Common stocks","Small cap","$1,669,011,637","5,440,091","Analyze"
"MNRO","Monro Inc.","Consumer Discretionary","US Equity","Common stocks","Small cap","$1,515,501,911","322,154","Analyze"
