"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"AAPL","Apple Inc","Information Technology","US Equity","Common stocks","Large cap","$2,514,581,877,780","63,361,442","Analyze"
"SONY","Sony Group Corporation ADRs","Consumer Discretionary","US Equity","ADRs","Large cap","$111,315,688,809","778,860","Analyze"
"LPL","LG Display Co Ltd ADRs","Information Technology","US Equity","ADRs","Mid cap","$4,122,036,864","234,114","Analyze"
"SONO","Sonos Inc","Consumer Discretionary","US Equity","Common stocks","Mid cap","$2,450,173,250","1,407,628","Analyze"
"VZIO","Vizio Holding Corp.","Consumer Discretionary","US Equity","Common stocks","Small cap","$1,802,550,649","493,649","Analyze"
"IRBT","iRobot Corporation","Consumer Discretionary","US Equity","Common stocks","Small cap","$1,181,412,738","436,094","Analyze"
"GPRO","Gopro Inc Class A","Consumer Discretionary","US Equity","Common stocks","Small cap","$627,709,603","1,308,438","Analyze"
"SKYX","SQL Technologies Corp.","Information Technology","US Equity","Common stocks","Micro cap","$297,061,823","102,901","Analyze"
"VOXX","Voxx International Corp Class A","Consumer Discretionary","US Equity","Common stocks","Micro cap","$258,459,219","73,427","Analyze"
"VUZI","Vuzix Corp","Consumer Discretionary","US Equity","Common stocks","Micro cap","$247,774,082","716,387","Analyze"
"HEAR","Turtle Beach Corp","Information Technology","US Equity","Common stocks","Micro cap","$146,754,370","226,080","Analyze"
"UEIC","Universal Electronics Inc","Consumer Discretionary","US Equity","Common stocks","Micro cap","$115,292,395","602,038","Analyze"
"HBB","Hamilton Beach Brands Holding Company","Consumer Discretionary","US Equity","Common stocks","Micro cap","$99,763,094","10,447","Analyze"
"ATER","Aterian, Inc.","Consumer Discretionary","US Equity","Common stocks","Micro cap","$65,221,996","831,371","Analyze"
"KOSS","Koss Corporation","Consumer Discretionary","US Equity","Common stocks","Micro cap","$41,997,363","12,733","Analyze"
"VIOT","Viomi Technology Co. ADRs","Information Technology","US Equity","ADRs","Micro cap","$34,859,754","29,407","Analyze"
"MSN","Emerson Radio Corp","Consumer Discretionary","US Equity","Common stocks","Micro cap","$11,783,885","14,138","Analyze"
"UTME","UTime Limited","Consumer Discretionary","US Equity","Common stocks","Micro cap","$6,780,417","8,618","Analyze"
