"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"DHI","D R Horton Inc","Consumer Discretionary","US Equity","Common stocks","Large cap","$33,061,911,642","3,303,008","Analyze"
"LEN","Lennar Corporation Class A","Consumer Discretionary","US Equity","Common stocks","Large cap","$29,215,382,982","2,878,090","Analyze"
"LEN.B","Lennar Corporation Class B","Consumer Discretionary","US Equity","Common stocks","Large cap","$29,215,382,982","61,182","Analyze"
"NVR","NVR, Inc.","Consumer Discretionary","US Equity","Common stocks","Large cap","$17,388,623,868","26,004","Analyze"
"PHM","Pultegroup Inc","Consumer Discretionary","US Equity","Common stocks","Large cap","$12,648,900,843","3,398,860","Analyze"
"TOL","Toll Brothers Inc","Consumer Discretionary","US Equity","Common stocks","Mid cap","$6,456,841,230","1,610,724","Analyze"
"MTH","Meritage Corp","Consumer Discretionary","US Equity","Common stocks","Mid cap","$4,149,024,536","514,413","Analyze"
"TMHC","Taylor Morrison Home Corp Class A","Consumer Discretionary","US Equity","Common stocks","Mid cap","$3,968,061,803","962,273","Analyze"
"SKY","Skyline Corp","Consumer Discretionary","US Equity","Common stocks","Mid cap","$3,880,321,636","350,297","Analyze"
"KBH","KB Home","Consumer Discretionary","US Equity","Common stocks","Mid cap","$3,248,571,247","2,043,367","Analyze"
"MDC","MDC Holdings Inc","Consumer Discretionary","US Equity","Common stocks","Mid cap","$2,748,862,923","847,392","Analyze"
"LGIH","LGI Homes, Inc.","Consumer Discretionary","US Equity","Common stocks","Mid cap","$2,614,362,656","241,950","Analyze"
"CVCO","Cavco Industries Inc","Consumer Discretionary","US Equity","Common stocks","Mid cap","$2,512,218,200","103,478","Analyze"
"TPH","TRI Pointe Group Inc","Consumer Discretionary","US Equity","Common stocks","Mid cap","$2,489,544,839","1,325,328","Analyze"
"CCS","Century Communities Inc","Consumer Discretionary","US Equity","Common stocks","Small cap","$1,926,066,590","314,272","Analyze"
"MHO","M I Homes Inc","Consumer Discretionary","US Equity","Common stocks","Small cap","$1,670,339,135","337,574","Analyze"
"GRBK","Green Brick Partners Inc","Consumer Discretionary","US Equity","Common stocks","Small cap","$1,536,577,735","381,811","Analyze"
"LEGH","Legacy Housing Corporation","Consumer Discretionary","US Equity","Common stocks","Small cap","$520,273,980","49,311","Analyze"
"BZH","Beazer Homes Inc","Consumer Discretionary","US Equity","Common stocks","Small cap","$459,239,981","283,097","Analyze"
"DFH","Dream Finders Homes, Inc.","Consumer Discretionary","US Equity","Common stocks","Small cap","$407,962,335","171,292","Analyze"
"HOV","Hovnanian Enterprises Inc Class A","Consumer Discretionary","US Equity","Common stocks","Small cap","$344,732,364","90,714","Analyze"
