"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"HHC","Howard Hughes Corp","Real Estate","US Equity","Common stocks","Mid cap","$3,732,151,239","231,063","Analyze"
"JOE","St Joe","Real Estate","US Equity","Common stocks","Mid cap","$2,285,003,141","200,251","Analyze"
"BRSP","BrightSpire Capital, Inc. Class A","Financials","US Equity","REITs","Small cap","$706,221,141","3,048,739","Analyze"
"OZ","Belpointe PREP, LLC Class A Units","Real Estate","US Equity","Units","Small cap","$322,127,369","8,450","Analyze"
"STRS","Stratus Properties Inc","Real Estate","US Equity","Common stocks","Micro cap","$156,612,963","21,504","Analyze"
"MDV","Modiv Inc. Class C","Real Estate","US Equity","REITs","Micro cap","$83,006,759","12,125","Analyze"
"CHCI","Comstock Holding Companies Inc Cla","Real Estate","US Equity","Common stocks","Micro cap","$48,097,374","53,231","Analyze"
"TPHS","Trinity Place Holdings Inc","Real Estate","US Equity","Common stocks","Micro cap","$20,651,198","15,745","Analyze"
"NEN","New England Realty Associates ADRs of Class A LP Units","Real Estate","US Equity","MLPs","Micro cap","$6,869,088","513","Analyze"
"VINO","Gaucho Group Holdings Inc.","Industrials","US Equity","Common stocks","Micro cap","$2,756,884","122,870","Analyze"
