"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"ASML","ASML Holding NV ADRs","Information Technology","US Equity","ADRs","Large cap","$267,748,285,508","981,613","Analyze"
"AMAT","Applied Material Inc","Information Technology","US Equity","Common stocks","Large cap","$103,763,640,467","8,198,650","Analyze"
"LRCX","Lam Research Corp","Information Technology","US Equity","Common stocks","Large cap","$70,651,249,670","1,254,317","Analyze"
"KLAC","KLA-Tencor Corporation","Information Technology","US Equity","Common stocks","Large cap","$53,842,317,041","1,180,351","Analyze"
"TER","Teradyne Inc","Information Technology","US Equity","Common stocks","Large cap","$16,792,311,075","1,708,447","Analyze"
"ENTG","Entegris Inc","Information Technology","US Equity","Common stocks","Large cap","$12,197,565,470","1,371,169","Analyze"
"OLED","Universal Display Corp","Information Technology","US Equity","Common stocks","Mid cap","$6,985,129,443","333,154","Analyze"
"IPGP","IPG Photonics Corp","Information Technology","US Equity","Common stocks","Mid cap","$5,569,518,102","250,075","Analyze"
"CCMP","Cabot Microelectronics Corp","Information Technology","US Equity","Common stocks","Mid cap","$4,939,117,056","3,453,472","Analyze"
"ACLS","Axcelis Technologies Inc","Information Technology","US Equity","Common stocks","Mid cap","$4,297,973,466","881,580","Analyze"
"DQ","Daqo New Energy ADRs","Information Technology","US Equity","ADRs","Mid cap","$3,652,329,709","1,424,218","Analyze"
"AMBA","Ambarella Inc","Information Technology","US Equity","Common stocks","Mid cap","$3,077,682,332","746,719","Analyze"
"NVMI","Nova Measuring Instruments Ltd.","Information Technology","US Equity","Common stocks","Mid cap","$2,972,237,253","184,132","Analyze"
"KLIC","Kulicke And Soffa Industries Inc","Information Technology","US Equity","Common stocks","Mid cap","$2,969,877,981","480,996","Analyze"
"AZTA","Azenta, Inc.","Health Care","US Equity","Common stocks","Mid cap","$2,874,699,443","1,453,171","Analyze"
"COHU","Cohu Inc","Information Technology","US Equity","Common stocks","Small cap","$1,760,668,452","340,997","Analyze"
"INDI","indie Semiconductor, Inc. - Class A","Information Technology","US Equity","Common stocks","Small cap","$1,539,286,718","2,446,327","Analyze"
"UCTT","Ultra Clean Holdings Inc","Information Technology","US Equity","Common stocks","Small cap","$1,412,554,856","392,222","Analyze"
"CAMT","Camtek Ltd.","Information Technology","US Equity","Common stocks","Small cap","$1,246,448,843","224,998","Analyze"
"AEHR","Aehr Test Systems","Information Technology","US Equity","Common stocks","Small cap","$1,101,494,778","2,208,362","Analyze"
"VECO","Veeco Instruments Inc","Information Technology","US Equity","Common stocks","Small cap","$1,077,140,795","891,533","Analyze"
"PLAB","Photronics Inc","Information Technology","US Equity","Common stocks","Small cap","$1,037,078,426","645,418","Analyze"
"ICHR","Ichor Holdings Ltd","Information Technology","US Equity","Common stocks","Small cap","$883,785,945","249,653","Analyze"
"ACMR","ACM Research Inc.","Information Technology","US Equity","Common stocks","Small cap","$627,194,064","852,522","Analyze"
"XPER","Xperi Corp","Information Technology","US Equity","Common stocks","Small cap","$446,096,665","305,610","Analyze"
"TGAN","Transphorm, Inc.","Information Technology","US Equity","Common stocks","Micro cap","$253,725,018","36,988","Analyze"
"AXTI","Axt Inc","Information Technology","US Equity","Common stocks","Micro cap","$165,561,090","251,247","Analyze"
"ATOM","Atomera Inc","Information Technology","US Equity","Common stocks","Micro cap","$156,849,840","148,503","Analyze"
"EMAN","Emagin Corp","Information Technology","US Equity","Common stocks","Micro cap","$152,547,666","784,527","Analyze"
"ASYS","Amtech Systems Inc","Information Technology","US Equity","Common stocks","Micro cap","$122,565,687","26,946","Analyze"
"TRT","Trio Tech International","Information Technology","US Equity","Common stocks","Micro cap","$18,711,961","7,650","Analyze"
"RBCN","Rubicon Technology Inc","Information Technology","US Equity","Common stocks","Micro cap","$3,743,591","2,100","Analyze"
