"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"HON","Honeywell International Inc","Industrials","US Equity","Common stocks","Large cap","$124,888,775,904","3,800,179","Analyze"
"GE","General Electric","Industrials","US Equity","Common stocks","Large cap","$99,859,013,559","9,111,223","Analyze"
"ITW","Illinois Tool Inc","Industrials","US Equity","Common stocks","Large cap","$70,556,159,650","1,301,226","Analyze"
"ETN","Eaton Corporation, PLC","Industrials","US Equity","Common stocks","Large cap","$65,571,276,532","2,505,921","Analyze"
"MMM","3M","Industrials","US Equity","Common stocks","Large cap","$55,698,356,678","4,321,296","Analyze"
"EMR","Emerson Electric","Industrials","US Equity","Common stocks","Large cap","$47,483,340,000","3,933,902","Analyze"
"ROP","Roper Technologies Inc","Information Technology","US Equity","Common stocks","Large cap","$45,158,704,039","717,583","Analyze"
"TT","Trane Technologies plc","Industrials","US Equity","Common stocks","Large cap","$41,900,057,950","1,768,359","Analyze"
"PH","Parker-Hannifin Corp","Industrials","US Equity","Common stocks","Large cap","$41,099,001,333","1,167,446","Analyze"
"OTIS","Otis Worldwide Corporation","Industrials","US Equity","Common stocks","Large cap","$33,305,720,329","2,032,227","Analyze"
"CMI","Cummins Inc","Industrials","US Equity","Common stocks","Large cap","$31,977,669,155","1,546,501","Analyze"
"ROK","Rockwell Automation Inc","Industrials","US Equity","Common stocks","Large cap","$31,957,728,894","777,712","Analyze"
"AME","Ametek Inc","Industrials","US Equity","Common stocks","Large cap","$31,859,366,666","1,083,779","Analyze"
"IR","Ingersoll Rand Plc","Industrials","US Equity","Common stocks","Large cap","$22,252,370,390","3,075,295","Analyze"
"DOV","Dover Corp","Industrials","US Equity","Common stocks","Large cap","$19,641,975,347","1,018,518","Analyze"
"XYL","Xylem Inc","Industrials","US Equity","Common stocks","Large cap","$17,528,429,940","1,578,116","Analyze"
"HWM","Howmet Aerospace Inc.","Industrials","US Equity","Common stocks","Large cap","$16,569,647,983","4,468,472","Analyze"
"IEX","IDEX Corp","Industrials","US Equity","Common stocks","Large cap","$16,462,967,600","368,038","Analyze"
"NDSN","Nordson Corp","Industrials","US Equity","Common stocks","Large cap","$11,861,037,947","255,885","Analyze"
"GGG","Graco Inc","Industrials","US Equity","Common stocks","Large cap","$11,598,351,741","1,451,548","Analyze"
"AOS","A O Smith Corp","Industrials","US Equity","Common stocks","Large cap","$10,127,489,685","1,108,904","Analyze"
"RRX","Regal Rexnord Corporation","Industrials","US Equity","Common stocks","Mid cap","$8,900,209,585","465,683","Analyze"
"LII","Lennox International Inc","Industrials","US Equity","Common stocks","Mid cap","$8,725,553,062","295,541","Analyze"
"PNR","Pentair","Industrials","US Equity","Common stocks","Mid cap","$8,393,335,522","1,784,290","Analyze"
"DCI","Donaldson Inc","Industrials","US Equity","Common stocks","Mid cap","$7,646,460,564","536,476","Analyze"
"MIDD","Middleby Corp","Industrials","US Equity","Common stocks","Mid cap","$7,275,914,320","601,977","Analyze"
"ITT","ITT Inc","Industrials","US Equity","Common stocks","Mid cap","$6,709,451,000","617,398","Analyze"
"GNRC","Generac Holdings Inc","Industrials","US Equity","Common stocks","Mid cap","$6,628,765,841","1,076,037","Analyze"
