"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"BHP","BHP Billiton Ltd ADRs","Materials","US Equity","ADRs","Large cap","$145,920,961,116","3,469,749","Analyze"
"RIO","Rio Tinto PLC ADRs","Materials","US Equity","ADRs","Large cap","$80,803,758,182","4,475,693","Analyze"
"VALE","Vale SA ADRs","Materials","US Equity","ADRs","Large cap","$67,858,163,142","27,772,433","Analyze"
"TECK","Teck Resources Ltd","Materials","US Equity","Common stocks","Large cap","$17,826,018,954","4,138,963","Analyze"
"MP","MP Materials Corp.","Materials","US Equity","Common stocks","Mid cap","$4,674,900,364","2,635,941","Analyze"
"SGML","Sigma Lithium Corporation","Materials","US Equity","Common stocks","Mid cap","$3,527,210,382","950,430","Analyze"
"LAC","Lithium Americas Corp.","Materials","US Equity","Common stocks","Mid cap","$3,110,403,065","2,007,124","Analyze"
"MTRN","Materion Corp","Materials","US Equity","Common stocks","Mid cap","$2,248,282,610","137,753","Analyze"
"CMP","Compass Minerals International Inc","Materials","US Equity","Common stocks","Small cap","$1,268,302,333","445,846","Analyze"
"PLL","Piedmont Lithium Limited","Materials","US Equity","Common stocks","Small cap","$984,231,653","749,464","Analyze"
"NEXA","Nexa Resources S.A.","Materials","US Equity","Common stocks","Small cap","$799,929,210","145,656","Analyze"
"GSM","Ferroglobe Plc","Materials","US Equity","Common stocks","Small cap","$799,828,474","1,184,772","Analyze"
"SLI","Standard Lithium Ltd.","Materials","US Equity","Common stocks","Small cap","$567,605,816","722,623","Analyze"
"TGB","Taseko Mines Limited","Materials","US Equity","Common stocks","Small cap","$441,168,762","1,464,290","Analyze"
"SKE","Skeena Resources Limited","Materials","US Equity","Common stocks","Small cap","$438,738,223","43,752","Analyze"
"LGO","Largo Resources Ltd.","Materials","US Equity","Common stocks","Small cap","$303,383,491","69,318","Analyze"
"VZLA","Vizsla Silver Corp.","Materials","US Equity","Common stocks","Micro cap","$269,782,602","240,970","Analyze"
"WRN","Western Copper And Gold Corporation","Materials","US Equity","Common stocks","Micro cap","$261,386,491","117,146","Analyze"
"NMG","Nouveau Monde Graphite Inc.","Materials","US Equity","Common stocks","Micro cap","$258,696,148","43,260","Analyze"
"TMC","TMC the metals company Inc.","Materials","US Equity","Common stocks","Micro cap","$228,676,732","896,371","Analyze"
"PLM","Polymet Mining Corporation","Materials","US Equity","Common stocks","Micro cap","$220,664,269","170,827","Analyze"
"EMX","Emx Royalty Corporation","Materials","US Equity","Common stocks","Micro cap","$216,901,812","122,775","Analyze"
"NAK","Northern Dynasty Minerals Ltd.","Materials","US Equity","Common stocks","Micro cap","$121,054,590","893,843","Analyze"
"USAS","Americas Silver Corporation","Materials","US Equity","Common stocks","Micro cap","$93,992,688","538,006","Analyze"
"TMQ","Trilogy Metals Inc.","Materials","US Equity","Common stocks","Micro cap","$76,146,022","195,605","Analyze"
"FURY","Fury Gold Mines Limited","Materials","US Equity","Common stocks","Micro cap","$75,411,943","109,328","Analyze"
"ELBM","Electra Battery Materials Corporation","Materials","US Equity","Common stocks","Micro cap","$66,047,728","34,702","Analyze"
"WWR","Westwater Resources","Industrials","US Equity","Common stocks","Micro cap","$57,499,723","327,952","Analyze"
"XPL","Solitario Exploration And Royalty","Materials","US Equity","Common stocks","Micro cap","$43,416,920","69,956","Analyze"
"SMTS","Sierra Metals Inc.","Materials","US Equity","Common stocks","Micro cap","$40,657,483","624,091","Analyze"
"UAMY","United States Antimony Corp","Materials","US Equity","Common stocks","Micro cap","$39,585,159","146,816","Analyze"
"LITM","Snow Lake Resources Ltd.","Materials","US Equity","Common stocks","Micro cap","$32,981,555","67,441","Analyze"
"CHNR","China Natural Resources Inc.","Materials","US Equity","Common stocks","Micro cap","$25,387,811","163,609","Analyze"
"EXN","Excellon Resources Inc.","Materials","US Equity","Common stocks","Micro cap","$11,225,864","121,544","Analyze"
"GPL","Great Panther Silver Limited","Materials","US Equity","Common stocks","Micro cap","$8,841,906","1,696,503","Analyze"
