"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"AMZN","Amazon.Com Inc.","Consumer Discretionary","US Equity","Common stocks","Large cap","$1,011,507,010,613","59,492,951","Analyze"
"BABA","Alibaba Group Holding Ltd ADRs","Consumer Discretionary","US Equity","ADRs","Large cap","$229,116,943,020","21,653,733","Analyze"
"PDD","Pinduoduo Inc. ADRs","Consumer Discretionary","US Equity","ADRs","Large cap","$97,926,670,064","9,999,402","Analyze"
"MELI","Mercadolibre Inc","Consumer Discretionary","US Equity","Common stocks","Large cap","$59,884,623,204","505,794","Analyze"
"JD","JD.com Inc ADRs","Consumer Discretionary","US Equity","ADRs","Large cap","$54,263,354,980","9,418,576","Analyze"
"CPNG","Coupang, Inc. Class A","Consumer Discretionary","US Equity","Common stocks","Large cap","$23,367,826,494","9,611,156","Analyze"
"EBAY","Ebay Inc","Consumer Discretionary","US Equity","Common stocks","Large cap","$22,790,567,971","6,682,273","Analyze"
"ETSY","Etsy Inc","Consumer Discretionary","US Equity","Common stocks","Large cap","$13,722,615,236","2,900,293","Analyze"
"VIPS","Vipshop Holdings Ltd ADRs","Consumer Discretionary","US Equity","ADRs","Mid cap","$8,156,691,175","5,875,583","Analyze"
"GLBE","Global-E Online Ltd.","Consumer Discretionary","US Equity","Common stocks","Mid cap","$4,647,144,744","1,224,650","Analyze"
"CHWY","Chewy, Inc. Class A","Consumer Discretionary","US Equity","Common stocks","Mid cap","$4,043,396,865","4,841,160","Analyze"
"W","Wayfair Inc Class A","Consumer Discretionary","US Equity","Common stocks","Mid cap","$2,901,688,398","5,542,418","Analyze"
"OZON","Ozon Holdings PLC ADRs","Consumer Discretionary","US Equity","ADRs","Mid cap","$2,416,535,296","4,371,585","Analyze"
"DADA","Dada Nexus Limited ADRs","Consumer Discretionary","US Equity","ADRs","Mid cap","$2,043,846,488","2,401,138","Analyze"
"FTCH","Farfetch Limited Class A","Consumer Discretionary","US Equity","Common stocks","Small cap","$1,646,679,145","10,687,180","Analyze"
"CVNA","Carvana Class A","Consumer Discretionary","US Equity","Common stocks","Small cap","$1,576,880,975","15,165,091","Analyze"
"RVLV","Revolve Group, Inc. Class A","Consumer Discretionary","US Equity","Common stocks","Small cap","$1,035,506,616","1,188,843","Analyze"
"OSTK","Overstock Com Inc","Consumer Discretionary","US Equity","Common stocks","Small cap","$878,147,361","1,693,036","Analyze"
"POSH","Poshmark, Inc.","Consumer Discretionary","US Equity","Common stocks","Small cap","$845,299,520","1,257,453","Analyze"
"NEGG","Newegg Commerce, Inc.","Consumer Discretionary","US Equity","Common stocks","Small cap","$522,556,343","477,840","Analyze"
"DTC","Solo Brands, Inc.","Consumer Discretionary","US Equity","Common stocks","Small cap","$416,394,573","703,833","Analyze"
"LQDT","Liquidity Services Inc","Consumer Discretionary","US Equity","Common stocks","Small cap","$394,033,773","322,164","Analyze"
"RERE","AiHuiShou International Co. Ltd. ADRs","Consumer Discretionary","US Equity","ADRs","Small cap","$359,392,964","232,708","Analyze"
"QRTEA","Qurate Retail, Inc. Series A","Consumer Discretionary","US Equity","Common stocks","Small cap","$354,230,113","10,797,889","Analyze"
"QRTEB","Qurate Retail, Inc. Series B","Consumer Discretionary","US Equity","Common stocks","Small cap","$354,230,113","4,431","Analyze"
"HEPS","D-MARKET Electronic Services & Trading ADRs","Consumer Discretionary","US Equity","ADRs","Small cap","$311,738,136","290,767","Analyze"
"JMIA","Jumia Technologies AG ADRs","Consumer Discretionary","US Equity","ADRs","Small cap","$307,621,348","1,852,218","Analyze"
"BZUN","Baozun Inc. ADRs","Consumer Discretionary","US Equity","ADRs","Micro cap","$299,674,205","400,105","Analyze"
"PRTS","U.S. Auto Parts Network, Inc.","Consumer Discretionary","US Equity","Common stocks","Micro cap","$294,849,630","963,899","Analyze"
"WISH","ContextLogic Inc.","Consumer Discretionary","US Equity","Common stocks","Micro cap","$277,633,835","33,100,898","Analyze"
"TDUP","ThredUp Inc.","Consumer Discretionary","US Equity","Common stocks","Micro cap","$168,569,748","6,199,565","Analyze"
"LITB","LightInTheBox ADRs","Consumer Discretionary","US Equity","ADRs","Micro cap","$163,371,976","50,002","Analyze"
"DIBS","1stdibs.com, Inc.","Consumer Discretionary","US Equity","Common stocks","Micro cap","$145,292,233","214,168","Analyze"
"SFT","Shift Technologies, Inc. - Class A","Consumer Discretionary","US Equity","Common stocks","Micro cap","$137,779,815","358,058","Analyze"
"GOED","1847 Goedeker Inc.","Consumer Discretionary","US Equity","Common stocks","Micro cap","$130,856,418","1,946,769","Analyze"
"AKA","a.k.a. Brands Holding Corp.","Consumer Discretionary","US Equity","Common stocks","Micro cap","$81,306,388","200,737","Analyze"
"HOUR","Hour Loop, Inc","Consumer Discretionary","US Equity","Common stocks","Micro cap","$76,042,394","4,177","Analyze"
"APRN","Blue Apron Holdings Inc. Class A","Consumer Staples","US Equity","Common stocks","Micro cap","$53,354,454","1,840,885","Analyze"
"NHTC","Natural Health Trends Corp","Consumer Staples","US Equity","Common stocks","Micro cap","$52,648,406","14,931","Analyze"
"YJ","Yunji Inc. ADRs of Class A","Consumer Discretionary","US Equity","ADRs","Micro cap","$47,873,616","110,312","Analyze"
"SECO","Secoo Holding Limited ADRs","Consumer Discretionary","US Equity","ADRs","Micro cap","$33,930,725","782,027","Analyze"
"BOXD","Boxed, Inc.","Consumer Discretionary","US Equity","Common stocks","Micro cap","$25,407,520","20,922,295","Analyze"
"MOGU","MOGU Inc. ADRs Class A","Consumer Discretionary","US Equity","ADRs","Micro cap","$20,959,386","7,657","Analyze"
"IPW","iPower Inc.","Consumer Discretionary","US Equity","Common stocks","Micro cap","$18,660,173","8,037","Analyze"
"TKAT","Takung Art Co., Ltd.","Consumer Discretionary","US Equity","Common stocks","Micro cap","$14,766,758","73,732","Analyze"
"IMBI","iMedia Brands, Inc. - Class A","Consumer Discretionary","US Equity","Common stocks","Micro cap","$13,070,415","111,599","Analyze"
