"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"OMC","Omnicom Group Inc","Communication Services","US Equity","Common stocks","Large cap","$17,966,483,147","2,547,925","Analyze"
"IPG","Interpublic Group Of Companies Inc","Communication Services","US Equity","Common stocks","Large cap","$13,490,324,097","4,131,457","Analyze"
"WPP","WPP PLC ADRs","Communication Services","US Equity","ADRs","Large cap","$12,360,758,836","93,693","Analyze"
"ZD","Ziff Davis, Inc.","Communication Services","US Equity","Common stocks","Mid cap","$3,516,635,351","316,377","Analyze"
"IAS","Integral Ad Science Holding LLC","Communication Services","US Equity","Common stocks","Mid cap","$2,143,314,262","727,013","Analyze"
"CRTO","Criteo SA ADRs","Information Technology","US Equity","ADRs","Small cap","$1,905,684,175","192,831","Analyze"
"MGNI","Magnite, Inc.","Communication Services","US Equity","Common stocks","Small cap","$1,243,876,563","1,609,869","Analyze"
"STGW","Stagwell Inc. - Class A","Communication Services","US Equity","Common stocks","Small cap","$905,448,262","2,139,640","Analyze"
"CMPR","Cimpress N.V","Industrials","US Equity","Common stocks","Small cap","$817,442,723","132,377","Analyze"
"QNST","Quinstreet Inc","Communication Services","US Equity","Common stocks","Small cap","$803,320,908","271,155","Analyze"
"DLX","Deluxe Corp","Industrials","US Equity","Common stocks","Small cap","$649,784,344","357,669","Analyze"
"BOC","Boston Omaha Corporation Class A","Communication Services","US Equity","Common stocks","Small cap","$628,709,482","110,230","Analyze"
"ADV","Advantage Solutions Inc.  - Class A","Communication Services","US Equity","Common stocks","Small cap","$592,748,235","679,360","Analyze"
"CCO","Clear Channel Outdoor Holdings Inc","Communication Services","US Equity","Common stocks","Small cap","$515,633,907","2,665,646","Analyze"
"TRMR","Tremor International Ltd. ADRs","Communication Services","US Equity","ADRs","Small cap","$379,924,002","219,991","Analyze"
"QUOT","Quotient Technology Inc","Consumer Discretionary","US Equity","Common stocks","Small cap","$301,817,332","675,018","Analyze"
"ICLK","iClick Interactive Asia Group Limited ADRs","Communication Services","US Equity","ADRs","Micro cap","$286,749,656","16,438","Analyze"
"EEX","Emerald Expositions Events Inc","Communication Services","US Equity","Common stocks","Micro cap","$234,870,388","406,988","Analyze"
"CTV","Innovid Corp.","Communication Services","US Equity","Common stocks","Micro cap","$205,784,606","267,376","Analyze"
"ADTH","AdTheorent Holding Company, Inc.","Communication Services","US Equity","Common stocks","Micro cap","$143,702,684","188,995","Analyze"
"XNET","Xunlei Limited ADRs","Information Technology","US Equity","ADRs","Micro cap","$125,677,470","78,837","Analyze"
"BAOS","Baosheng Media Group Holdings Limited","Communication Services","US Equity","Common stocks","Micro cap","$125,528,763","9,084","Analyze"
"TSQ","Townsquare Media Inc Class A","Communication Services","US Equity","Common stocks","Micro cap","$110,938,388","35,080","Analyze"
"SCOR","Comscore, Inc.","Communication Services","US Equity","Common stocks","Micro cap","$106,937,101","490,291","Analyze"
"WIMI","WiMi Hologram Cloud Inc. ADRs of Class B","Consumer Discretionary","US Equity","ADRs","Micro cap","$93,513,314","319,352","Analyze"
"SRAX","Social Realty Inc","Information Technology","US Equity","Common stocks","Micro cap","$81,363,416","367,779","Analyze"
"CNET","Chinanet Online Holdings Inc.","Information Technology","US Equity","Common stocks","Micro cap","$71,655,354","66,158","Analyze"
"FLNT","Fluent Inc.","Communication Services","US Equity","Common stocks","Micro cap","$66,015,852","285,708","Analyze"
"MCHX","Marchex Inc Class B","Communication Services","US Equity","Common stocks","Micro cap","$65,775,704","30,297","Analyze"
"HHS","Harte-Hanks, Inc.","Communication Services","US Equity","Common stocks","Micro cap","$65,287,888","62,134","Analyze"
"TRKA","Troika Media Group, Inc.","Communication Services","US Equity","Common stocks","Micro cap","$61,458,783","215,443,136","Analyze"
"INUV","Inuvo Inc","Information Technology","US Equity","Common stocks","Micro cap","$36,423,632","191,069","Analyze"
"STRN","Stran & Company, Inc.","Communication Services","US Equity","Common stocks","Micro cap","$25,712,319","56,914","Analyze"
"DMS","Digital Media Solutions, Inc. Class A","Communication Services","US Equity","Common stocks","Micro cap","$24,355,058","103,925","Analyze"
"CPOP","Pop Culture Group Co., Ltd","Communication Services","US Equity","Common stocks","Micro cap","$14,629,538","15,718","Analyze"
"ISIG","Insignia Systems Inc","Communication Services","US Equity","Common stocks","Micro cap","$14,030,728","4,031","Analyze"
"DRCT","Direct Digital Holdings, Inc.","Communication Services","US Equity","Common stocks","Micro cap","$11,248,256","101,506","Analyze"
"NCMI","National Cinemedia Inc","Communication Services","US Equity","Common stocks","Micro cap","$10,930,620","2,891,240","Analyze"
"MOBQ","Mobiquity Technologies Inc.","Communication Services","US Equity","Common stocks","Micro cap","$1,889,182","675,166","Analyze"
