"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"COP","ConocoPhillips","Energy","US Equity","Common stocks","Large cap","$117,514,429,551","7,406,849","Analyze"
"EOG","EOG Resources Inc","Energy","US Equity","Common stocks","Large cap","$61,581,681,113","4,969,922","Analyze"
"CNQ","Canadian Natural Resources Limited","Energy","US Equity","Common stocks","Large cap","$56,667,589,568","3,031,005","Analyze"
"OXY","Occidental Petroleum Corp","Energy","US Equity","Common stocks","Large cap","$52,636,236,701","18,995,164","Analyze"
"PXD","Pioneer Natural Resource","Energy","US Equity","Common stocks","Large cap","$44,458,085,665","3,273,577","Analyze"
"WDS","Woodside Energy Group Limited ADRs","Energy","US Equity","ADRs","Large cap","$40,918,057,565","852,248","Analyze"
"HES","Hess Corp","Energy","US Equity","Common stocks","Large cap","$36,913,111,917","2,124,498","Analyze"
"DVN","Devon Energy Corp","Energy","US Equity","Common stocks","Large cap","$30,554,157,475","12,780,983","Analyze"
"CLR","Continental Resources Inc","Energy","US Equity","Common stocks","Large cap","$26,961,475,199","3,538,434","Analyze"
"FANG","Diamondback Energy Inc","Energy","US Equity","Common stocks","Large cap","$23,248,043,488","4,247,078","Analyze"
"CTRA","Coterra Energy Inc.","Energy","US Equity","Common stocks","Large cap","$17,683,132,790","12,027,075","Analyze"
"MRO","Marathon Oil Corp","Energy","US Equity","Common stocks","Large cap","$13,852,392,488","11,518,419","Analyze"
"TPL","Texas Pacific Land Trust","Energy","US Equity","Common stocks","Large cap","$12,619,536,071","66,041","Analyze"
"EQT","EQT Corporation","Energy","US Equity","Common stocks","Large cap","$10,641,434,639","6,565,321","Analyze"
"APA","Apache Corp","Energy","US Equity","Common stocks","Large cap","$10,575,517,448","7,227,607","Analyze"
"CHK","Chesapeake Energy Corporation","Energy","US Equity","Common stocks","Mid cap","$9,854,754,906","1,993,361","Analyze"
"OVV","Ovintiv Inc.","Energy","US Equity","Common stocks","Mid cap","$8,327,721,295","4,709,815","Analyze"
"AR","Antero Resources Corp","Energy","US Equity","Common stocks","Mid cap","$6,203,189,138","6,293,917","Analyze"
"RRC","Range Resources Corp","Energy","US Equity","Common stocks","Mid cap","$5,765,188,999","4,654,808","Analyze"
"MUR","Murphy Oil Corp","Energy","US Equity","Common stocks","Mid cap","$5,361,350,275","1,927,349","Analyze"
"MTDR","Matador Resources","Energy","US Equity","Common stocks","Mid cap","$5,358,238,875","1,696,821","Analyze"
"PDCE","PDC Energy Inc","Energy","US Equity","Common stocks","Mid cap","$5,235,302,504","1,326,926","Analyze"
"SWN","Southwestern Energy","Energy","US Equity","Common stocks","Mid cap","$5,186,945,744","30,132,742","Analyze"
"CIVI","Civitas Resources, Inc.","Energy","US Equity","Common stocks","Mid cap","$5,077,284,455","1,328,726","Analyze"
"DEN","Denbury Inc.","Energy","US Equity","Common stocks","Mid cap","$3,969,231,000","710,964","Analyze"
"MGY","Magnolia Oil & Gas Corporation Class A","Energy","US Equity","Common stocks","Mid cap","$3,917,225,238","3,004,760","Analyze"
"CPG","Crescent Point Energy Corporation","Energy","US Equity","Common stocks","Mid cap","$3,594,599,475","7,646,090","Analyze"
"SM","SM Energy Company","Energy","US Equity","Common stocks","Mid cap","$3,112,915,688","2,430,259","Analyze"
"BSM","Black Stone Minerals LP","Energy","US Equity","MLPs","Mid cap","$3,059,284,308","670,539","Analyze"
"ERF","Enerplus Corporation","Energy","US Equity","Common stocks","Mid cap","$3,019,947,396","1,593,254","Analyze"
"KOS","Kosmos Energy Ltd","Energy","US Equity","Common stocks","Mid cap","$3,010,281,318","7,042,710","Analyze"
"CRK","Comstock Resources Inc","Energy","US Equity","Common stocks","Mid cap","$2,764,001,243","5,389,634","Analyze"
"WLL","Whiting Petroleum Corp","Energy","US Equity","Common stocks","Mid cap","$2,669,620,947","2,859,556","Analyze"
"CNX","CNX Resources Corporation","Energy","US Equity","Common stocks","Mid cap","$2,592,728,287","3,714,454","Analyze"
"CRC","California Resources Corporation","Energy","US Equity","Common stocks","Mid cap","$2,564,327,179","876,797","Analyze"
"HPK","HighPeak Energy, Inc.","Energy","US Equity","Common stocks","Mid cap","$2,378,728,868","313,600","Analyze"
"NOG","Northern Oil And Gas Inc","Energy","US Equity","Common stocks","Mid cap","$2,360,367,075","1,673,361","Analyze"
"CDEV","Centennial Resource Development Inc Class A","Energy","US Equity","Common stocks","Mid cap","$2,171,643,993","9,318,766","Analyze"
"OAS","Oasis Petroleum Inc.","Energy","US Equity","Common stocks","Mid cap","$2,145,305,533","1,288,961","Analyze"
"VET","Vermilion Energy Inc.","Energy","US Equity","Common stocks","Mid cap","$2,025,063,930","1,921,856","Analyze"
"CPE","Callon Petroleum","Energy","US Equity","Common stocks","Small cap","$1,864,777,644","2,065,448","Analyze"
"MNRL","Brigham Minerals, Inc. Class A","Energy","US Equity","Common stocks","Small cap","$1,847,114,945","3,018,292","Analyze"
"TALO","Talos Energy Inc.","Energy","US Equity","Common stocks","Small cap","$1,678,196,495","2,306,788","Analyze"
"VIST","Vista Oil & Gas, S.A.B. de C.V. ADRs of class A shares","Energy","US Equity","ADRs","Small cap","$1,517,939,227","715,872","Analyze"
