"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"PSTH","Pershing Square Tontine Holdings, Ltd. Class A","Financials","US Equity","Common stocks","Mid cap","$4,028,000,000","18,155,855","Analyze"
"ESSC","East Stone Acquisition Corporation","Financials","US Equity","Common stocks","Small cap","$1,793,074,616","418,384","Analyze"
"ESSCU","East Stone Acquisition Corp - Units (1 Ord, 1 Right & 1 Warrant)","Financials","US Equity","Units","Small cap","$1,793,074,616","1,885","Analyze"
"CVII","Churchill Capital Corp VII Class A","Financials","US Equity","Common stocks","Small cap","$1,396,560,000","1,025,171","Analyze"
"KAHC=","KKR Acquisition Holdings I Corp - Units (1 Ord Share Class A & 1/4 War)","Financials","US Equity","Units","Small cap","$1,391,040,000","9,344","Analyze"
"KAHC","KKR Acquisition Holdings I Corp. Class A","Financials","US Equity","Common stocks","Small cap","$1,381,380,000","9,301","Analyze"
"ASZ","Austerlitz Acquisition Corporation II Class A","Financials","US Equity","Common stocks","Small cap","$1,377,930,000","6,712","Analyze"
"CVII=","Churchill Capital Corp VII - Units (1 Ord Share Class A & 1/5 War)","Financials","US Equity","Units","Small cap","$1,216,800,000","7,679","Analyze"
"ASZ=","Austerlitz Acquisition Corp II - Units (1 Ord Share Class A & 1/4 War)","Financials","US Equity","Units","Small cap","$1,196,400,000","2,287","Analyze"
"IPOF","Social Capital Hedosophia Holdings Corp. VI Class A","Financials","US Equity","Common stocks","Small cap","$1,153,450,000","952,276","Analyze"
"IPOF=","Social Capital Hedosophia Holdings Corp VI - Units (1 Ord Share Class A & 1/4 War)","Financials","US Equity","Units","Small cap","$1,153,450,000","16,637","Analyze"
"CPUH","Compute Health Acquisition Corp. Class A","Financials","US Equity","Common stocks","Small cap","$1,104,000,000","28,021","Analyze"
"PAQC","Provident Acquisition Corp. Class A","Financials","US Equity","Common stocks","Small cap","$930,526,456","442,615","Analyze"
"PAQCU","Perfect Corp - Units (1 Ord Class A & 1/2 War)","Financials","US Equity","Units","Small cap","$930,526,456","15,019","Analyze"
"AAC=","Ares Acquisition Corporation - Units (1 Ord Share Class A & 1/5 War)","Financials","US Equity","Units","Small cap","$912,630,000","662","Analyze"
"JWSM=","Jaws Mustang Acquisition Corporation - Units (1 Ord Share Class A & 1/4 War)","Financials","US Equity","Units","Small cap","$901,800,000","4,708","Analyze"
"HERA","FTAC Hera Acquisition Corp. Class A","Financials","US Equity","Common stocks","Small cap","$886,349,797","238,561","Analyze"
"HERAU","FTAC Hera Acquisition Corp - Units (1 Ord Share Class A & 1/4 War)","Financials","US Equity","Units","Small cap","$886,349,797","10,369","Analyze"
"GGPIU","Polestar Automotive Holding UK Ltd - Units (1 Ord Share Class A & 1/5 War)","Financials","US Equity","Units","Small cap","$872,250,000","35,009","Analyze"
"DCRDU","Hammerhead Energy Inc. - Units (1 Ord Share Class A & 1/2 War)","Financials","US Equity","Units","Small cap","$857,854,699","1,890","Analyze"
"CRHC","Cohn Robbins Holdings Corp. Class A","Financials","US Equity","Common stocks","Small cap","$828,000,000","19,961","Analyze"
"CRHC=","Cohn Robbins Holdings Corp - Units (1 Ord Share Class A & 1/3 War)","Financials","US Equity","Units","Small cap","$828,000,000","142","Analyze"
"IPAXU","Inflection Point Acquisition Corp - Units (1 Ord Class A & 1/2 War)","Financials","US Equity","Units","Small cap","$791,400,000","412","Analyze"
"CPUH=","Compute Health Acquisition Corp - Units (1 Ord Share Class A & 1/4 War)","Financials","US Equity","Units","Small cap","$774,750,000","1,872","Analyze"
"PRPB","CC Neuberger Principal Holdings II Class A","Financials","US Equity","Common stocks","Small cap","$774,180,000","234,081","Analyze"
"PRPB=","Getty Images Holdings Inc - Units (1 Ord Share Class A & 1/4 War)","Financials","US Equity","Units","Small cap","$774,180,000","2,767","Analyze"
"SCRM","Screaming Eagle Acquisition Corp. Class A","Financials","US Equity","Common stocks","Small cap","$760,125,000","436,574","Analyze"
"SCRMU","Screaming Eagle Acquisition Corp - Units (1 Ord Share Class A & 1/3 War)","Financials","US Equity","Units","Small cap","$760,125,000","87,596","Analyze"
"BOAC","Bluescape Opportunities Acquisition Corp. Class A","Financials","US Equity","Common stocks","Small cap","$754,818,750","15,342","Analyze"
"APGB","Apollo Strategic Growth Capital II Class A","Financials","US Equity","Common stocks","Small cap","$705,180,000","449,529","Analyze"
"LGV","Longview Acquisition Corp. II Class A","Financials","US Equity","Common stocks","Small cap","$696,210,000","100","Analyze"
"LGV=","Longview Acquisition Corp II - Units (1 Ord Share Class A & 1/5 War)","Financials","US Equity","Units","Small cap","$696,210,000","3,615","Analyze"
"WALD","Waldencast Acquisition Corp. Class A Ordinary Share","Financials","US Equity","Common stocks","Small cap","$691,684,480","16,520","Analyze"
"AUS","Austerlitz Acquisition Corporation I Class A","Financials","US Equity","Common stocks","Small cap","$688,620,000","7,659","Analyze"
"SLCR","Silver Crest Acquisition Corporation - Class A","Financials","US Equity","Common stocks","Small cap","$664,630,817","275,509","Analyze"
"SLCRU","Silver Crest Acquisition Corp - Units (1 Ord Class A & 1/2 War)","Financials","US Equity","Units","Small cap","$664,630,817","275","Analyze"
"DHHC","DiamondHead Holdings Corp. Class A","Financials","US Equity","Common stocks","Small cap","$652,740,000","69,471","Analyze"
"DHHCU","DiamondHead Holdings Corp - Units (1 Ord Share Class A & 1/4 War)","Financials","US Equity","Units","Small cap","$652,740,000","200","Analyze"
"FVIV","Fortress Value Acquisition Corp. IV Class A","Financials","US Equity","Common stocks","Small cap","$652,600,000","574","Analyze"
"FVIV=","Fortress Value Acquisition Corp IV - Units (1 Ord Share Class A & 1/8 War)","Financials","US Equity","Units","Small cap","$651,950,000","407","Analyze"
"APSG=","Global Business Travel Group Inc - Units (1 Ord Share Class A & 1/3 War)","Financials","US Equity","Units","Small cap","$631,394,130","200","Analyze"
"EOCW","Elliott Opportunity II Corp. Class A","Financials","US Equity","Common stocks","Small cap","$622,909,000","267,246","Analyze"
"EOCW=","Elliott Opportunity II Corp - Units (1 Ord Share Class A & 1/4 War)","Financials","US Equity","Units","Small cap","$622,909,000","2,731","Analyze"
"PNTM=","Pontem Corp - Units (1 Ord Share Class A & 1/3 War)","Financials","US Equity","Units","Small cap","$619,800,000","1,031","Analyze"
"PNTM","Pontem Corporation Class A","Financials","US Equity","Common stocks","Small cap","$619,200,000","138,135","Analyze"
"APGB=","Apollo Strategic Growth Capital II - Units (1 Ord Share Class A & 1/5 War)","Financials","US Equity","Units","Small cap","$613,800,000","858","Analyze"
"FPAC","Far Peak Acquisition Corporation Class A","Financials","US Equity","Common stocks","Small cap","$612,000,000","2,751,779","Analyze"
"FPAC=","Far Peak Acquisition Corp - Units (1 Ord Share Class A & 1/3 War)","Financials","US Equity","Units","Small cap","$611,400,000","2,744","Analyze"
"BOAC=","Bluescape Opportunities Acquisition Corp - Units (1 Ord Share Class A & 1/2 War)","Financials","US Equity","Units","Small cap","$605,677,500","803","Analyze"
"SMIH","Summit Healthcare Acquisition Corp. Class A","Financials","US Equity","Common stocks","Small cap","$604,878,287","108,644","Analyze"
