"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"ENPH","Enphase Energy Inc","Information Technology","US Equity","Common stocks","Large cap","$27,935,561,568","4,309,823","Analyze"
"FSLR","First Solar Inc","Information Technology","US Equity","Common stocks","Large cap","$22,408,165,468","4,077,660","Analyze"
"SEDG","SolarEdge Technologies Inc","Information Technology","US Equity","Common stocks","Large cap","$16,368,982,096","1,244,800","Analyze"
"RUN","Sunrun Inc","Industrials","US Equity","Common stocks","Mid cap","$3,780,162,842","12,732,023","Analyze"
"SHLS","Shoals Technologies Group, Inc.","Industrials","US Equity","Common stocks","Mid cap","$3,638,939,410","6,621,993","Analyze"
"ARRY","Array Technologies, Inc.","Industrials","US Equity","Common stocks","Mid cap","$2,986,731,572","6,242,236","Analyze"
"CSIQ","Canadian Solar Inc.","Energy","US Equity","Common stocks","Mid cap","$2,461,671,969","1,163,833","Analyze"
"JKS","JinkoSolar Holding ADRs","Information Technology","US Equity","ADRs","Mid cap","$2,393,397,507","1,033,192","Analyze"
"SPWR","Sunpower Corp","Industrials","US Equity","Common stocks","Mid cap","$2,203,230,582","4,517,970","Analyze"
"NOVA","Sunnova Energy International Inc.","Utilities","US Equity","Common stocks","Small cap","$1,520,710,800","4,890,629","Analyze"
"MAXN","Maxeon Solar Technologies, Ltd.","Information Technology","US Equity","Common stocks","Small cap","$1,106,461,473","1,968,154","Analyze"
"FTCI","FTC Solar, Inc.","Industrials","US Equity","Common stocks","Micro cap","$227,258,282","1,633,563","Analyze"
"BEEM","Beam Global","Industrials","US Equity","Common stocks","Micro cap","$162,437,593","118,522","Analyze"
"SOL","ReneSola Ltd. ADRs","Industrials","US Equity","ADRs","Micro cap","$72,108,524","427,686","Analyze"
"SUNW","Sunworks Inc","Industrials","US Equity","Common stocks","Micro cap","$53,125,656","656,318","Analyze"
"SPI","Spi Energy Co., Ltd.","Health Care","US Equity","Common stocks","Micro cap","$35,186,308","64,049","Analyze"
"ASTI","Ascent Solar Tech Inc","Information Technology","US Equity","Common stocks","Micro cap","$15,956,985","195,472","Analyze"
"ISUN","iSun, Inc.","Industrials","US Equity","Common stocks","Micro cap","$13,545,675","123,598","Analyze"
"PEGY","Pineapple Holdings, Inc.","Industrials","US Equity","Common stocks","Micro cap","$10,781,600","86,467","Analyze"
"VVPR","Vivopower International Plc","Utilities","US Equity","Common stocks","Micro cap","$10,504,708","259,928","Analyze"
