,1001,1002,1003,1004,1005,1006,1007,1008,1009,1010,1011,1012,1013,1014,1016,1017,1018,1019,1020,1021,1023,1024,1026,1027,1028,1029,1030,1031,1033,1035,1036,1037,1038,1039,1040,1041,1042,1043,1044,1045,1046,1047,1049,1050,1051,1052,1053,1054,1055,1056,1059,1060,1061,1063,1064,1065,1066,1067,1068,1069,1070,1071,1072,1073,1074,1075,1076,1077,1078,1079,1080,1081,1082,1083,1084,1085,1087,1089,1090,1092,1093,1094,1096,1097,1098,1099,1100,1102,1103,1104,1105,1106,1107,1108,1111,1112,1113,1114,1115,1116,1117,1118,1119,1120,1124,1125,1126,1127,1128,1129,1130,1131,1132,1133,1134,1135,1137,1138,1139,1141,1143,1145,1147
20160302,1866881,1174947,19256,14400703,37386,4696721,338522,13363810,12593203,384622,4894852,9803924,45789360,1009923,5544731,1305,132370515,50222198,29941,1539431,3296141,1470217,32179143,16400696,7191956,926203,1815514,42982753,24324503,13273792,9258561,20430117,9101000,1429419,3336058,5448113,13434868,118939,1019844,36551945,2665592,837691,3797697,509678,3476217,1161287,77569,943525,2815980,6243662,305168,3672237,12407500,231788,336538,17203,2046651,855209,346716,5998914,26849683,32933075,6193350,2939142,106269,1287825,1495329,1629013,11167657,959262,10978664,463477,8083875,5347309,3127721,1025539,2757018,2150442,1840156,11073336,11852,295586,4315099,849540,141618,26631062,363299,10335,594719,89403,420464,13744,55559,3946635,515628,3690228,3702943,519755,7344660,20647428,4433978,306933,21077557,124797509,16463003,54911343,11488736,4865921,2055632,3025196,18772715,5384134,6277357,8473602,41325,527889,472745,12476501,4627547,280943,55006,401694,1823829
20160303,2847729,1213149,22093,15531226,78900,4947465,421990,10042689,12770593,384624,4893025,10787637,46720521,1672557,6037607,3358,116134782,40000578,33969,1599672,4135291,899842,35075601,18914284,7884878,1016974,1649098,48790230,16486096,10075016,10412667,20300459,7107772,2139484,4206240,5058093,10768003,88446,1317766,34125265,4247431,917782,2244661,657434,2496917,1119178,74500,2043881,4108482,4326361,432464,2759107,11289244,197942,408754,15182,1585011,719085,229299,4311332,37117954,29715425,7682424,2416008,200909,1796605,2341166,1662414,10033146,1046379,8284513,222771,4315952,7527886,5644779,1357160,2251741,3098564,1464487,8187092,6648,366192,2740801,541227,249386,27459293,317039,11448,1132101,114368,581328,21939,78633,3337967,444072,5679936,3191872,478630,7652131,23765232,3118626,251523,19254648,131911021,16081075,45108990,11717273,4554812,2219235,2158918,26181744,5065587,5333476,12739610,36263,658116,451844,14522164,4201236,235365,37636,236491,1045704
20160304,3098988,1268133,41713,17000346,79455,4548921,420713,9749178,12160935,285034,6604251,11929852,49797664,1047344,8145445,4988,103439912,51844238,19564,1367909,6594049,1015664,34246545,21889076,6840800,660358,1387110,61038917,17108687,12113030,6003950,30232879,7583040,3089443,4735525,5675681,11451108,119239,1515913,42315763,3358976,2016989,2801208,621474,2118173,1089164,69222,2065488,2733310,4007972,446110,5051982,12310500,265820,403410,2557,1351907,651043,273704,5418680,41382500,29060053,5971340,2025847,131944,1073934,5969729,2017760,9834025,891183,8840387,238409,2886219,6817023,4568851,1415453,3291248,6558882,1190164,8528489,20722,222060,2342758,1143793,245706,10741697,329397,35110,361115,118409,419157,25489,62851,3333884,466967,4832656,3642810,1046020,8092766,26595365,3930974,261509,23339424,141420249,18065429,54394456,9829713,5782906,2067986,2617855,15523648,4264212,6450555,9322442,29291,602091,509704,8833664,3299306,303021,87236,292072,1031165
20160307,11224304,1418406,36044,13801330,25548,4206821,416872,10380457,9309597,345609,5422353,9076152,36488597,1368227,7745734,3021,132985535,60039467,32777,1397367,4256184,1104159,33396953,21759491,6911261,442732,1133453,46152408,16066767,12196392,6937906,23809620,6911989,1967915,6423691,7635781,12672630,107201,1045968,42879886,2592485,1351477,2171300,1055939,2124808,924762,100158,1158477,2877651,4084456,455720,3155242,10589725,480313,328042,4218,1620360,870595,253057,5176086,32438775,25595769,4384655,2901915,172479,1400787,5372587,2008377,8335292,946936,8551422,197199,1862779,7483635,5188659,2090557,2353081,2265065,1650709,8702060,13506,264581,3763578,2119022,161683,8068075,331073,41375,757361,104087,345444,50950,122402,3223403,376480,4402264,3666364,518726,7131636,23245438,3202708,354613,20033908,117248924,17683152,58448901,8034659,4005631,1845638,2327468,13134620,4193031,4231491,11116283,30283,790484,634691,8356141,3429296,291302,159141,311605,1386597
20160308,4443714,1583857,29237,25993561,83390,3638251,418583,17162963,12429574,264197,4652425,10349254,38655011,1564785,6254268,3185,110732799,44775576,38117,1485626,4083872,1002676,36843690,18719389,7365879,651844,1960563,43111983,14191476,12074820,6388141,22520929,6336223,2137249,3806921,5097514,12541809,147324,906318,35329846,3354567,832171,2504088,664265,2472959,1060334,93047,1125441,2849583,3180972,438269,3854991,10232036,367060,343185,2657,2156963,547588,168418,5271360,27888525,28168618,4961011,4488725,112012,1203835,3711004,1775836,8887793,996018,7320117,205496,2303562,5502640,11526855,1496071,3085292,2291978,1302979,9464561,4987,297917,4208530,1101306,174665,8364611,286361,21926,520038,151483,533795,19102,107459,4215424,649355,3978195,2776331,688350,6099417,19975924,2836992,498247,25589976,122451740,16072803,52567497,9642058,2658995,2509292,2106404,22823791,4271661,5276295,9861212,256037,623497,518386,7168003,2482499,244763,101212,288570,935379
20160309,2498230,12401479,180044,24227292,53404,2738022,372315,8869501,9271010,279888,3291683,7280822,34776958,1100154,5832509,2454,96450836,40898641,13668,1404604,3875393,1173901,50194659,15411576,7021318,423708,1117218,33043946,12365043,10623705,4972354,21211957,6339460,1204277,4449553,5581043,11046013,127477,753355,29252614,2597189,1104416,2175981,420337,3527750,1011185,82433,1124440,2604093,3138074,314667,2603691,8768311,256568,215967,8047,1335999,450389,207538,8606401,30709330,25094092,5701915,2351767,167171,1160998,3156121,2318718,7959148,989386,7173927,113588,1985841,4940101,3603326,1038613,1764285,3169574,938156,7259813,6847,95929,5120331,1075141,133938,8890121,215600,25882,504987,108706,334728,14103,135243,3711122,482706,4372765,2899966,1108268,4153909,26117359,2327670,409316,18207564,98530502,16535242,45851784,7493171,2213992,1862328,1573556,17594030,4092270,3581575,11598548,28039,290276,341500,9732558,2469922,259704,55131,225543,1041826
20160310,2561250,1947290,92546,18247898,151473,3148683,445232,9033269,10837374,202133,5259418,8647947,42026230,872257,6876603,5759,127254638,58715281,17415,1399337,3117956,1095905,43549251,15449839,6858941,777967,1033587,40584451,18425433,9654593,6083808,20200257,5467726,1326537,9730873,4456554,12911772,162558,850587,36722514,2406641,760269,3643669,427487,2532046,3846420,68310,1248292,2211061,3289142,263290,3195213,10780639,227017,254164,10922,2398869,478248,212711,6749502,29390925,34527513,6905593,2334529,90801,861230,3363792,2046820,11569031,1139556,8328370,125623,2535439,4979299,2432990,881064,1945400,2076393,698670,9393222,5561,178559,3699738,1587163,188871,9198092,327004,30213,314823,88501,888135,9044,104835,3318861,329550,3931123,2755707,752821,6105661,21046710,2618872,253944,25531734,115069971,15052978,59264452,17833895,1961753,2117616,1813057,18264151,9431232,3965039,10361301,27530,289038,383206,10538319,2901830,198232,71619,417209,1601605
20160311,2638030,3033955,156802,13234035,56276,2660951,389545,12183664,11041951,335205,3407644,8576555,41272494,848641,7223278,9274,114040478,64932991,11528,1299485,3557040,891983,31879835,14958195,7004421,664225,1124239,35096413,16676936,8061152,5010519,22758241,5860224,1992649,3763067,5531858,11469883,113315,1119794,33204332,2334323,642257,2658862,464410,1938163,1778722,94551,1186276,1464189,3081412,340955,2739498,10542290,230384,253152,6870,1569546,492393,177598,5732213,25990763,31915185,6248164,2173895,107813,806644,3666187,2968817,13279899,1334843,7224847,149156,1701551,4859189,4274327,885659,2041608,1449986,793096,7433527,16815,122560,2664817,864180,154519,9060471,323696,24226,1417272,118806,799830,19686,123721,3110049,350030,4039788,2587660,602810,5725384,28392155,3037320,200224,23622995,122408230,15517757,50993648,12032656,2118162,1892949,1411820,19805892,6529186,2801506,11683856,17229,300560,557247,10191812,1804693,245157,53914,265099,1753441
20160314,2654451,1652631,141886,11796549,84504,3118856,283179,7541550,9267508,334674,4173126,11478415,34014076,1170561,4759954,6926,101335054,40132224,7123,1345159,2903325,1124699,27222650,18002150,4213606,460395,1076658,31475707,14191846,7651648,3628027,18721714,9603523,1239027,4148750,5208335,10356691,92814,1266428,24905173,3098897,679245,3149903,455829,1667887,1208253,75795,1260749,1934387,3375367,430894,1846986,13616025,242417,284660,7389,3122863,871966,176794,5332235,22550915,29011348,4828755,9203052,136712,874097,4715692,1623297,8356679,1200025,7691201,262835,1303596,3683312,2078923,697635,1485144,2821247,1481422,6289563,8933,106112,2111505,666432,143359,11046747,205134,31842,592164,86139,527606,21995,93521,3639377,432705,3425432,2768186,409705,4774054,19924017,3769213,237839,18799531,113160267,14094850,41937374,8533730,3059097,1349882,1492344,15141817,4449828,4440707,11415271,73079,408850,433462,16316907,2508376,179457,24354,511932,850423
